['mare', 0.9968121957807468]
['stirring', 0.9067086941124288]
['inadequate', 0.9067086941124288]
['trailing', 0.9067086941124288]
['hungered', 0.9067086941124288]
['unlettered', 0.9067086941124288]
['slipriest', 0.9067086941124288]
['extort', 0.9067086941124288]
['pierson', 0.9067086941124288]
['lore', 0.9067086941124288]
['digit', 0.9067086941124288]
['specialist', 0.9067086941124288]
['dimness', 0.9067086941124288]
['untie', 0.9067086941124288]
['97', 0.9067086941124288]
['hot', 0.9067086941124288]
['alias', 0.9067086941124288]
['senators', 0.9067086941124288]
['piecemeal', 0.9067086941124288]
['spinning', 0.9067086941124288]
['absorbed', 0.9067086941124288]
['shale', 0.9067086941124288]
['shalt', 0.9067086941124288]
['stammered', 0.9067086941124288]
['stamps', 0.9067086941124288]
['conflagration', 0.9067086941124288]
['heliographing', 0.9067086941124288]
['tinge', 0.9067086941124288]
['agglomerate', 0.9067086941124288]
['processional', 0.9067086941124288]
['keeled', 0.9067086941124288]
['witty', 0.9067086941124288]
['bowing', 0.9067086941124288]
['consulting', 0.9067086941124288]
['statements', 0.9067086941124288]
['melan', 0.9067086941124288]
['detective', 0.9067086941124288]
['thinkers', 0.9067086941124288]
['rents', 0.9067086941124288]
['crescent', 0.9067086941124288]
['santa', 0.9067086941124288]
['ironical', 0.9067086941124288]
['shipmates', 0.9067086941124288]
['marbles', 0.9067086941124288]
['divides', 0.9067086941124288]
['truck', 0.9067086941124288]
['shudders', 0.9067086941124288]
['instantly', 0.9067086941124288]
['grotesqueness', 0.9067086941124288]
['prostitutes', 0.9067086941124288]
['inhaled', 0.9067086941124288]
['flanders', 0.9067086941124288]
['appreciations', 0.9067086941124288]
['structures', 0.9067086941124288]
['berserker', 0.9067086941124288]
['cobra', 0.9067086941124288]
['godlike', 0.9067086941124288]
['dissimilar', 0.9067086941124288]
['outlet', 0.9067086941124288]
['conversed', 0.9067086941124288]
['almighty', 0.9067086941124288]
['surveillance', 0.9067086941124288]
['inoffensive', 0.9067086941124288]
['_au', 0.9067086941124288]
['scholarship', 0.9067086941124288]
['summer', 0.9067086941124288]
['summed', 0.9067086941124288]
['trimmings', 0.9067086941124288]
['breathings', 0.9067086941124288]
['meals', 0.9067086941124288]
['mice', 0.9067086941124288]
['ambassadress', 0.9067086941124288]
['carriages', 0.9067086941124288]
['condemn', 0.9067086941124288]
['broadway', 0.9067086941124288]
['buys', 0.9067086941124288]
['lantern', 0.9067086941124288]
['retainer', 0.9067086941124288]
['flings', 0.9067086941124288]
['precipitating', 0.9067086941124288]
['gasket', 0.9067086941124288]
['dependent', 0.9067086941124288]
['daudet', 0.9067086941124288]
['adhered', 0.9067086941124288]
['riven', 0.9067086941124288]
['river', 0.9067086941124288]
['praetor', 0.9067086941124288]
['approaching', 0.9067086941124288]
['devil', 0.9067086941124288]
['handling', 0.9067086941124288]
['arching', 0.9067086941124288]
['barnet', 0.9067086941124288]
['shorter', 0.9067086941124288]
['unto', 0.9067086941124288]
['sneaks', 0.9067086941124288]
['effigy', 0.9067086941124288]
['existing', 0.9067086941124288]
['deduced', 0.9067086941124288]
['opinion', 0.9067086941124288]
['chinamen', 0.9067086941124288]
['pieces', 0.9067086941124288]
['purposed', 0.9067086941124288]
['halted', 0.9067086941124288]
['extraordinarily', 0.9067086941124288]
['appealing', 0.9067086941124288]
['fervent', 0.9067086941124288]
['contemptible', 0.9067086941124288]
['etc', 0.9067086941124288]
['incest', 0.9067086941124288]
['eteinte', 0.9067086941124288]
['mannered', 0.9067086941124288]
['semicircles', 0.9067086941124288]
['slantwise', 0.9067086941124288]
['shone', 0.9067086941124288]
['laboring', 0.9067086941124288]
['hubert', 0.9067086941124288]
['beeswax', 0.9067086941124288]
['shucks', 0.9067086941124288]
['extortions', 0.9067086941124288]
['tonnison', 0.9067086941124288]
['notes_', 0.9067086941124288]
['unmistakable', 0.9067086941124288]
['hottentot', 0.9067086941124288]
['steam', 0.9067086941124288]
['observes', 0.9067086941124288]
['ill', 0.9067086941124288]
['martaban', 0.9067086941124288]
['relaxing', 0.9067086941124288]
['concerning', 0.9067086941124288]
['centred', 0.9067086941124288]
['warlocks', 0.9067086941124288]
['compartments', 0.9067086941124288]
['impertinent', 0.9067086941124288]
['abstract', 0.9067086941124288]
['reality', 0.9067086941124288]
['ketch', 0.9067086941124288]
['switches', 0.9067086941124288]
['farallones', 0.9067086941124288]
['tustanaggee', 0.9067086941124288]
['mirent', 0.9067086941124288]
['regret', 0.9067086941124288]
['dissembled', 0.9067086941124288]
['_everyone_', 0.9067086941124288]
['appearin', 0.9067086941124288]
['supplant', 0.9067086941124288]
['counteract', 0.9067086941124288]
['avoided', 0.9067086941124288]
['accomplish', 0.9067086941124288]
['lumps', 0.9067086941124288]
['online', 0.9067086941124288]
['begin', 0.9067086941124288]
['crashing', 0.9067086941124288]
['seamstresses', 0.9067086941124288]
['_soles_', 0.9067086941124288]
['prettiest', 0.9067086941124288]
['garde', 0.9067086941124288]
['worry', 0.9067086941124288]
['blacker', 0.9067086941124288]
['charges', 0.9067086941124288]
['thinking', 0.9067086941124288]
['elementary', 0.9067086941124288]
['effacement', 0.9067086941124288]
['vinet', 0.9067086941124288]
['tussle', 0.9067086941124288]
['turmoil', 0.9067086941124288]
['strauss', 0.9067086941124288]
['alderman', 0.9067086941124288]
['sovereignty', 0.9067086941124288]
['nebraska', 0.9067086941124288]
['resized', 0.9067086941124288]
['augeas', 0.9067086941124288]
['sustain', 0.9067086941124288]
['curtsey', 0.9067086941124288]
['terrible', 0.9067086941124288]
['pinned', 0.9067086941124288]
['performances', 0.9067086941124288]
['snapping', 0.9067086941124288]
['grafted', 0.9067086941124288]
['both', 0.9067086941124288]
['headed', 0.9067086941124288]
['coup', 0.9067086941124288]
['undress', 0.9067086941124288]
['reef', 0.9067086941124288]
['stumbling', 0.9067086941124288]
['objection', 0.9067086941124288]
['drag', 0.9067086941124288]
['farms', 0.9067086941124288]
['_quiver_', 0.9067086941124288]
['ardent', 0.9067086941124288]
['ferreting', 0.9067086941124288]
['evoked', 0.9067086941124288]
['exhaustive', 0.9067086941124288]
['loftily', 0.9067086941124288]
['fearsome', 0.9067086941124288]
['_divine', 0.9067086941124288]
['cutlery', 0.9067086941124288]
['informal', 0.9067086941124288]
['saplin', 0.9067086941124288]
['mankind', 0.9067086941124288]
['pitied', 0.9067086941124288]
['durable', 0.9067086941124288]
['apologise', 0.9067086941124288]
['comity', 0.9067086941124288]
['florentine', 0.9067086941124288]
['molest', 0.9067086941124288]
['dodge', 0.9067086941124288]
['incubi', 0.9067086941124288]
['beautify', 0.9067086941124288]
['effect', 0.9067086941124288]
['sputtering', 0.9067086941124288]
['shrilled', 0.9067086941124288]
['instinct', 0.9067086941124288]
['pa', 0.9067086941124288]
['teaching', 0.9067086941124288]
['superstitious', 0.9067086941124288]
['mooch', 0.9067086941124288]
['semble', 0.9067086941124288]
['purchase', 0.9067086941124288]
['operations', 0.9067086941124288]
['damascus', 0.9067086941124288]
['shaggy', 0.9067086941124288]
['twisted', 0.9067086941124288]
['boating', 0.9067086941124288]
['helmholtz', 0.9067086941124288]
['anxiety', 0.9067086941124288]
['adjourned', 0.9067086941124288]
['definitely', 0.9067086941124288]
['wearing', 0.9067086941124288]
['bad', 0.9067086941124288]
['bac', 0.9067086941124288]
['gentry', 0.9067086941124288]
['ether', 0.9067086941124288]
['inattention', 0.9067086941124288]
['amour', 0.9067086941124288]
['tucking', 0.9067086941124288]
['livre', 0.9067086941124288]
['warded', 0.9067086941124288]
['stimuli', 0.9067086941124288]
['quartermaster', 0.9067086941124288]
['smokes', 0.9067086941124288]
['affinity', 0.9067086941124288]
['billow', 0.9067086941124288]
['build_', 0.9067086941124288]
['builds', 0.9067086941124288]
['stages', 0.9067086941124288]
['trepidation', 0.9067086941124288]
['technique', 0.9067086941124288]
['din', 0.9067086941124288]
['dis', 0.9067086941124288]
['ville', 0.9067086941124288]
['threshed', 0.9067086941124288]
['favour', 0.9067086941124288]
['earthquake', 0.9067086941124288]
['condescension', 0.9067086941124288]
['beholder', 0.9067086941124288]
['acceptable', 0.9067086941124288]
['malay', 0.9067086941124288]
['beholden', 0.9067086941124288]
['accessory', 0.9067086941124288]
['benvenuto', 0.9067086941124288]
['maid', 0.9067086941124288]
['_politics_', 0.9067086941124288]
['developments', 0.9067086941124288]
['miles', 0.9067086941124288]
['mercantile', 0.9067086941124288]
['unbehasslich', 0.9067086941124288]
['lyons', 0.9067086941124288]
['mining', 0.9067086941124288]
['norman', 0.9067086941124288]
['mircalla', 0.9067086941124288]
['orleanists', 0.9067086941124288]
['soliciting', 0.9067086941124288]
['incredulous', 0.9067086941124288]
['contracts', 0.9067086941124288]
['across', 0.9067086941124288]
['condensing', 0.9067086941124288]
['maintained', 0.9067086941124288]
['turtles', 0.9067086941124288]
['associates', 0.9067086941124288]
['everyday', 0.9067086941124288]
['movements', 0.9067086941124288]
['pad', 0.9067086941124288]
['struggling', 0.9067086941124288]
['aiming', 0.9067086941124288]
['hysterics', 0.9067086941124288]
['transpiring', 0.9067086941124288]
['violence', 0.9067086941124288]
['sartin', 0.9067086941124288]
['forges', 0.9067086941124288]
['children', 0.9067086941124288]
['movement', 0.9067086941124288]
['clapping', 0.9067086941124288]
['diamond', 0.9067086941124288]
['pregnant', 0.9067086941124288]
['lovers', 0.9067086941124288]
['tiresome', 0.9067086941124288]
['geared', 0.9067086941124288]
['redistributing', 0.9067086941124288]
['cometary', 0.9067086941124288]
['aged', 0.9067086941124288]
['daphne', 0.9067086941124288]
['fins', 0.9067086941124288]
['perched', 0.9067086941124288]
['boulder', 0.9067086941124288]
['appreciable', 0.9067086941124288]
['overhanging', 0.9067086941124288]
['bid', 0.9067086941124288]
['pronounced', 0.9067086941124288]
['waltz', 0.9067086941124288]
['trollin', 0.9067086941124288]
['cabs', 0.9067086941124288]
['bleeding', 0.9067086941124288]
['chicago', 0.9067086941124288]
['toast', 0.9067086941124288]
['hertz', 0.9067086941124288]
['alaska', 0.9067086941124288]
['presidents', 0.9067086941124288]
['tunnel', 0.9067086941124288]
['chief', 0.9067086941124288]
['slacken', 0.9067086941124288]
['lizzie', 0.9067086941124288]
['wagged', 0.9067086941124288]
['barriere', 0.9067086941124288]
['south', 0.9067086941124288]
['demonstration', 0.9067086941124288]
['unless', 0.9067086941124288]
['blackbird', 0.9067086941124288]
['empedocles', 0.9067086941124288]
['sarto', 0.9067086941124288]
['allurements', 0.9067086941124288]
['punctual', 0.9067086941124288]
['royalty', 0.9067086941124288]
['sofa', 0.9067086941124288]
['knowin', 0.9067086941124288]
['maze', 0.9067086941124288]
['reminds', 0.9067086941124288]
['pin', 0.9067086941124288]
['pia', 0.9067086941124288]
['dridrano', 0.9067086941124288]
['husks', 0.9067086941124288]
['8th', 0.9067086941124288]
['paris', 0.9067086941124288]
['risk', 0.9067086941124288]
['louder', 0.9067086941124288]
['christ', 0.9067086941124288]
['digest', 0.9067086941124288]
['destroyer', 0.9067086941124288]
['destroyed', 0.9067086941124288]
['driving', 0.9067086941124288]
['formation', 0.9067086941124288]
['recite', 0.9067086941124288]
['industrial', 0.9067086941124288]
['philosophical', 0.9067086941124288]
['wildly', 0.9067086941124288]
['philosophic', 0.9067086941124288]
['glow', 0.9067086941124288]
['kindling', 0.9067086941124288]
['gallieras', 0.9067086941124288]
['temptation', 0.9067086941124288]
['ailed', 0.9067086941124288]
['listlessly', 0.9067086941124288]
['devour', 0.9067086941124288]
['devout', 0.9067086941124288]
['sipped', 0.9067086941124288]
['vexed', 0.9067086941124288]
['aback', 0.9067086941124288]
['deliberations', 0.9067086941124288]
['hearth', 0.9067086941124288]
['contrariness', 0.9067086941124288]
['diaphanous', 0.9067086941124288]
['gratifications', 0.9067086941124288]
['despotism', 0.9067086941124288]
['tip', 0.9067086941124288]
['younger', 0.9067086941124288]
['ethiopian', 0.9067086941124288]
['memory', 0.9067086941124288]
['longitude', 0.9067086941124288]
['modifies', 0.9067086941124288]
['trump', 0.9067086941124288]
['gorges', 0.9067086941124288]
['suzanne', 0.9067086941124288]
['_cortege_', 0.9067086941124288]
['flare', 0.9067086941124288]
['gusty', 0.9067086941124288]
['festivity', 0.9067086941124288]
['sculled', 0.9067086941124288]
['slope', 0.9067086941124288]
['lighter', 0.9067086941124288]
['fireflies', 0.9067086941124288]
['deposited', 0.9067086941124288]
['aqueous', 0.9067086941124288]
['scratchin', 0.9067086941124288]
['caribbean', 0.9067086941124288]
['stops', 0.9067086941124288]
['severed', 0.9067086941124288]
['lastly', 0.9067086941124288]
['fist', 0.9067086941124288]
['ingeniously', 0.9067086941124288]
['_both_', 0.9067086941124288]
['booker', 0.9067086941124288]
['repetition', 0.9067086941124288]
['entourage', 0.9067086941124288]
['advantageous', 0.9067086941124288]
['parnassus', 0.9067086941124288]
['piglike', 0.9067086941124288]
['mould', 0.9067086941124288]
['simplicity', 0.9067086941124288]
['return', 0.9067086941124288]
['framework', 0.9067086941124288]
['accumulate', 0.9067086941124288]
['congenial', 0.9067086941124288]
['craving', 0.9067086941124288]
['threat', 0.9067086941124288]
['redheiffer', 0.9067086941124288]
['vindication', 0.9067086941124288]
['convinced', 0.9067086941124288]
['expedients', 0.9067086941124288]
['hip', 0.9067086941124288]
['affright', 0.9067086941124288]
['insensible', 0.9067086941124288]
['uneasily', 0.9067086941124288]
['celestium', 0.9067086941124288]
['modifications', 0.9067086941124288]
['litter', 0.9067086941124288]
['nosing', 0.9067086941124288]
['amidst', 0.9067086941124288]
['motor', 0.9067086941124288]
['indulgence', 0.9067086941124288]
['modulations', 0.9067086941124288]
['commended', 0.9067086941124288]
['droop', 0.9067086941124288]
['clove', 0.9067086941124288]
['zenana', 0.9067086941124288]
['divers', 0.9067086941124288]
['centre', 0.9067086941124288]
['ones', 0.9067086941124288]
['turbulent', 0.9067086941124288]
['superb', 0.9067086941124288]
['worldly', 0.9067086941124288]
['fishhook', 0.9067086941124288]
['flower', 0.9067086941124288]
['appropriated', 0.9067086941124288]
['servant', 0.9067086941124288]
['mosquitoes', 0.9067086941124288]
['leader', 0.9067086941124288]
['tresor', 0.9067086941124288]
['dearth', 0.9067086941124288]
['goodness', 0.9067086941124288]
['junk', 0.9067086941124288]
['spiele', 0.9067086941124288]
['_teseide_', 0.9067086941124288]
['expands', 0.9067086941124288]
['pekin', 0.9065871735539169]
['grimaces', 0.9061670243992381]
['conclusions', 0.9059101791113355]
['offenbach', 0.9046889600830467]
['dimpling', 0.9040239475684997]
['stout', 0.9036480193213499]
['occupants', 0.9036480193213499]
['inrushing', 0.903405651847637]
['ploughing', 0.903137585036096]
['southeast', 0.903137585036096]
['fascinated', 0.9025299248724922]
['few', 0.9025021346774611]
['sandstone', 0.9013349230566746]
['suffused', 0.9009082704040956]
['tiers', 0.9005074711076064]
['dye', 0.9003038177594893]
['hairy', 0.9000205633978898]
