['broiled', 0.9189688670469539]
['gratifications', 0.9189688670469539]
['despotism', 0.9189688670469539]
['tip', 0.9189688670469539]
['younger', 0.9189688670469539]
['ethiopian', 0.9189688670469539]
['memory', 0.9189688670469539]
['longitude', 0.9189688670469539]
['modifies', 0.9189688670469539]
['trump', 0.9189688670469539]
['gorges', 0.9189688670469539]
['suzanne', 0.9189688670469539]
['_cortege_', 0.9189688670469539]
['flare', 0.9189688670469539]
['gusty', 0.9189688670469539]
['festivity', 0.9189688670469539]
['sculled', 0.9189688670469539]
['slope', 0.9189688670469539]
['lighter', 0.9189688670469539]
['fireflies', 0.9189688670469539]
['deposited', 0.9189688670469539]
['aqueous', 0.9189688670469539]
['scratchin', 0.9189688670469539]
['caribbean', 0.9189688670469539]
['stops', 0.9189688670469539]
['severed', 0.9189688670469539]
['lastly', 0.9189688670469539]
['fist', 0.9189688670469539]
['ingeniously', 0.9189688670469539]
['_both_', 0.9189688670469539]
['booker', 0.9189688670469539]
['repetition', 0.9189688670469539]
['entourage', 0.9189688670469539]
['advantageous', 0.9189688670469539]
['parnassus', 0.9189688670469539]
['piglike', 0.9189688670469539]
['mould', 0.9189688670469539]
['simplicity', 0.9189688670469539]
['return', 0.9189688670469539]
['framework', 0.9189688670469539]
['accumulate', 0.9189688670469539]
['congenial', 0.9189688670469539]
['craving', 0.9189688670469539]
['threat', 0.9189688670469539]
['redheiffer', 0.9189688670469539]
['vindication', 0.9189688670469539]
['convinced', 0.9189688670469539]
['expedients', 0.9189688670469539]
['hip', 0.9189688670469539]
['affright', 0.9189688670469539]
['insensible', 0.9189688670469539]
['uneasily', 0.9189688670469539]
['celestium', 0.9189688670469539]
['modifications', 0.9189688670469539]
['litter', 0.9189688670469539]
['nosing', 0.9189688670469539]
['amidst', 0.9189688670469539]
['motor', 0.9189688670469539]
['indulgence', 0.9189688670469539]
['modulations', 0.9189688670469539]
['commended', 0.9189688670469539]
['droop', 0.9189688670469539]
['clove', 0.9189688670469539]
['zenana', 0.9189688670469539]
['divers', 0.9189688670469539]
['centre', 0.9189688670469539]
['ones', 0.9189688670469539]
['turbulent', 0.9189688670469539]
['superb', 0.9189688670469539]
['worldly', 0.9189688670469539]
['fishhook', 0.9189688670469539]
['flower', 0.9189688670469539]
['appropriated', 0.9189688670469539]
['servant', 0.9189688670469539]
['mosquitoes', 0.9189688670469539]
['leader', 0.9189688670469539]
['tresor', 0.9189688670469539]
['dearth', 0.9189688670469539]
['goodness', 0.9189688670469539]
['junk', 0.9189688670469539]
['spiele', 0.9189688670469539]
['_teseide_', 0.9189688670469539]
['expands', 0.9189688670469539]
['incongruous', 0.9125316689002907]
['steadfastness', 0.9088462791283446]
['natured', 0.9088462791283446]
['_balloon_', 0.9088462791283446]
['uplifting', 0.9088462791283446]
['climbed', 0.9088462791283446]
['controversy', 0.9088462791283446]
['natures', 0.9088462791283446]
['tootling', 0.9088462791283446]
['golden', 0.9088462791283446]
['projection', 0.9088462791283446]
['fretwork', 0.9088462791283446]
['reproaching', 0.9088462791283446]
['vicegerent', 0.9088462791283446]
['nature', 0.9088462791283446]
['communicants', 0.9088462791283446]
['marched', 0.9088462791283446]
['despose', 0.9088462791283446]
['lass_', 0.9088462791283446]
['binder', 0.9088462791283446]
['filaments', 0.9088462791283446]
['rippling', 0.9088462791283446]
['smelling', 0.9088462791283446]
['mesmeric', 0.9088462791283446]
['friction', 0.9088462791283446]
['millionaire', 0.9088462791283446]
['obstruct', 0.9088462791283446]
['caused', 0.9088462791283446]
['initiated', 0.9088462791283446]
['reactions', 0.9088462791283446]
['cradled', 0.9088462791283446]
['raucous', 0.9088462791283446]
['amusements', 0.9088462791283446]
['ugh', 0.9088462791283446]
['overwhelmed', 0.9088462791283446]
['suburbs', 0.9088462791283446]
['giorno', 0.9088462791283446]
['clasped', 0.9088462791283446]
['abstention', 0.9088462791283446]
['parents', 0.9088462791283446]
['victor', 0.9088462791283446]
['loci', 0.9088462791283446]
['bump', 0.9088462791283446]
['inferiority', 0.9088462791283446]
['_far', 0.9088462791283446]
['destiny', 0.9088462791283446]
['stuffing', 0.9088462791283446]
['hearers', 0.9088462791283446]
['antoinette', 0.9088462791283446]
['abusing', 0.9088462791283446]
['democritus', 0.9088462791283446]
['indulgente', 0.9088462791283446]
['dogs', 0.9088462791283446]
['wasted', 0.9088462791283446]
['behindhand', 0.9088462791283446]
['rung', 0.9088462791283446]
['travellers', 0.9088462791283446]
['eroded', 0.9088462791283446]
['sovereign', 0.9088462791283446]
['not', 0.9088462791283446]
['prompted', 0.9088462791283446]
['beust', 0.9088462791283446]
['thirst', 0.9088462791283446]
['snorting', 0.9088462791283446]
['_after_', 0.9088462791283446]
['vault', 0.9088462791283446]
['lived', 0.9088462791283446]
['pronouncing', 0.9088462791283446]
['dearly', 0.9088462791283446]
['economic', 0.9088462791283446]
['healthful', 0.9088462791283446]
['tragically', 0.9088462791283446]
['schouvaloff', 0.9088462791283446]
['vacancies', 0.9088462791283446]
['similar', 0.9088462791283446]
['smiles', 0.9088462791283446]
['picturesque', 0.9088462791283446]
['sentiments', 0.9088462791283446]
['temporal', 0.9088462791283446]
['eckhart', 0.9088462791283446]
['university', 0.9088462791283446]
['times', 0.9088462791283446]
['fairest', 0.9088462791283446]
['unfinished', 0.9088462791283446]
['controlled', 0.9088462791283446]
['onawares', 0.9088462791283446]
['north', 0.9088462791283446]
['stay', 0.9088462791283446]
['cravats', 0.9088462791283446]
['bedclothes', 0.9088462791283446]
['commission', 0.9088462791283446]
['failing', 0.9088462791283446]
['tearin', 0.9088462791283446]
['expectin', 0.9088462791283446]
['romans', 0.9088462791283446]
['acumen', 0.9088462791283446]
['stormy', 0.9088462791283446]
['divinities', 0.9088462791283446]
['microscopic', 0.9088462791283446]
['beginning', 0.9088462791283446]
['shape', 0.9088462791283446]
['utterly', 0.9088462791283446]
['handier', 0.9088462791283446]
['tricks', 0.9088462791283446]
['replying', 0.9088462791283446]
['smuggler', 0.9088462791283446]
['xxv', 0.9088462791283446]
['renamed', 0.9088462791283446]
['_gravitation', 0.9088462791283446]
['tower', 0.9088462791283446]
['slaughter', 0.9088462791283446]
['dovetailed', 0.9088462791283446]
['brier', 0.9088462791283446]
['prejudice', 0.9088462791283446]
['mondain', 0.9088462791283446]
['temptations', 0.9088462791283446]
['fatality', 0.9088462791283446]
['quiddities', 0.9088462791283446]
['meanest', 0.9088462791283446]
['ascertain', 0.9088462791283446]
['job', 0.9088462791283446]
['tunisie', 0.9088462791283446]
['heredity', 0.9088462791283446]
['pilgrimages', 0.9088462791283446]
['enamored', 0.9088462791283446]
['curtained', 0.9088462791283446]
['glassy', 0.9088462791283446]
['shores', 0.9088462791283446]
['profaned', 0.9088462791283446]
['soothingly', 0.9088462791283446]
['laboratory', 0.9088462791283446]
['wash', 0.9088462791283446]
['telegrams', 0.9088462791283446]
['fain', 0.9088462791283446]
['haphazard', 0.9088462791283446]
['stupendous', 0.9088462791283446]
['seaside', 0.9088462791283446]
['subway', 0.9088462791283446]
['commonly', 0.9088462791283446]
['studies', 0.9088462791283446]
['padding', 0.9088462791283446]
['lettered', 0.9088462791283446]
['faded', 0.9088462791283446]
['thousand', 0.9088462791283446]
['exaggerating', 0.9088462791283446]
['clay', 0.9088462791283446]
['_vi_', 0.9088462791283446]
['impalpable', 0.9088462791283446]
['disciples', 0.9088462791283446]
['vishun', 0.9088462791283446]
['cling', 0.9088462791283446]
['pans', 0.9088462791283446]
['pant', 0.9088462791283446]
['silks', 0.9088462791283446]
['reproach', 0.9088462791283446]
['petticoat', 0.9088462791283446]
['cover', 0.9088462791283446]
['assassinated', 0.9088462791283446]
['londres', 0.9088462791283446]
['lotos', 0.9088462791283446]
['torrent', 0.9088462791283446]
['ballast', 0.9088462791283446]
['snuffing', 0.9088462791283446]
['bigotry', 0.9088462791283446]
['blanket', 0.9088462791283446]
['washboiler', 0.9088462791283446]
['greet', 0.9088462791283446]
['dialects', 0.9088462791283446]
['manifested', 0.9088462791283446]
['yielded', 0.9088462791283446]
['dr', 0.9088462791283446]
['cow', 0.9088462791283446]
['voluminous', 0.9088462791283446]
['patent', 0.9088462791283446]
['unharmed', 0.9088462791283446]
['repose', 0.9088462791283446]
['undescribed', 0.9088462791283446]
['productions', 0.9088462791283446]
['conciergerie', 0.9088462791283446]
['dined', 0.9088462791283446]
['wakeful', 0.9088462791283446]
['rending', 0.9088462791283446]
['conquerors', 0.9088462791283446]
['sheet', 0.9088462791283446]
['courtesies', 0.9088462791283446]
['juice', 0.9088462791283446]
['flaming', 0.9088462791283446]
['herein', 0.9088462791283446]
['kritter', 0.9088462791283446]
['cohered', 0.9088462791283446]
['chargin', 0.9088462791283446]
['accountability', 0.9088462791283446]
['heats', 0.9088462791283446]
['requires', 0.9088462791283446]
['attired', 0.9088462791283446]
['valet', 0.9088462791283446]
['repel', 0.9088462791283446]
['anyway', 0.9088462791283446]
['attention', 0.9088462791283446]
['extends', 0.9088462791283446]
['warrant', 0.9088462791283446]
['insults', 0.9088462791283446]
['panoplied', 0.9088462791283446]
['stupidity', 0.9088462791283446]
['panthers', 0.9088462791283446]
['partisans', 0.9088462791283446]
['ghouls', 0.9088462791283446]
['glaces', 0.9088462791283446]
['hoot', 0.9088462791283446]
['hood', 0.9088462791283446]
['pistons', 0.9088462791283446]
['rapture', 0.9088462791283446]
['recognised', 0.9088462791283446]
['fireworks', 0.9088462791283446]
['seneca', 0.9088462791283446]
['oxbow', 0.9088462791283446]
['browning', 0.9088462791283446]
['orgy', 0.9088462791283446]
['communicated', 0.9088462791283446]
['parlor', 0.9088462791283446]
['homines_', 0.9088462791283446]
['tease', 0.9088462791283446]
['remote', 0.9088462791283446]
['bravest', 0.9088462791283446]
['vale', 0.9088462791283446]
['brisk', 0.9088462791283446]
['voyagers', 0.9088462791283446]
['coat', 0.9088462791283446]
['chemistry', 0.9088462791283446]
['adjusting', 0.9088462791283446]
['respectful', 0.9088462791283446]
['doctrines', 0.9088462791283446]
['bunch', 0.9088462791283446]
['programmes', 0.9088462791283446]
['forbidden', 0.9088462791283446]
['unsettled', 0.9088462791283446]
['charles', 0.9088462791283446]
['drusilla', 0.9088462791283446]
['supporter', 0.9088462791283446]
['thrives', 0.9088462791283446]
['moriboos', 0.9088462791283446]
['laugh', 0.9088462791283446]
['captors', 0.9088462791283446]
['flake', 0.9088462791283446]
['inculcating', 0.9088462791283446]
['redder', 0.9088462791283446]
['pupil', 0.9088462791283446]
['upstream', 0.9088462791283446]
['my', 0.9088462791283446]
['directorships', 0.9088462791283446]
['1000', 0.9088462791283446]
['enfilade', 0.9088462791283446]
['cowboys', 0.9088462791283446]
['provides', 0.9088462791283446]
['goner', 0.9088462791283446]
['defects', 0.9088462791283446]
['securing', 0.9088462791283446]
['consciously', 0.9088462791283446]
['femmes', 0.9088462791283446]
['fast', 0.9088462791283446]
['_laughing', 0.9088462791283446]
['daresay', 0.9088462791283446]
['roumanians', 0.9088462791283446]
['looked', 0.9088462791283446]
['recollections', 0.9088462791283446]
['feature', 0.9088462791283446]
['eared', 0.9088462791283446]
['geraniums', 0.9088462791283446]
['botanist_', 0.9088462791283446]
['scratched', 0.9088462791283446]
['ordinarily', 0.9088462791283446]
['saliva', 0.9088462791283446]
['safeguards', 0.9088462791283446]
['regis', 0.9088462791283446]
['unseasonably', 0.9088462791283446]
['bubonic', 0.9088462791283446]
['functionaries', 0.9088462791283446]
['speculate', 0.9088462791283446]
['dragged', 0.9088462791283446]
['uncertain', 0.9088462791283446]
['tatterdemalions', 0.9088462791283446]
['advertisements', 0.9088462791283446]
['etant', 0.9088462791283446]
['holes', 0.9088462791283446]
['having', 0.9088462791283446]
['eve', 0.9088462791283446]
['anxious', 0.9088462791283446]
['technical', 0.9088462791283446]
['propensities', 0.9088462791283446]
['repartee', 0.9088462791283446]
['semblance', 0.9088462791283446]
['tintoretto', 0.9088462791283446]
['doleful', 0.9088462791283446]
['weeding', 0.9088462791283446]
['cardinals', 0.9088462791283446]
['projections', 0.9088462791283446]
['plentier', 0.9088462791283446]
['brac', 0.9088462791283446]
['retreat', 0.9088462791283446]
['topic', 0.9088462791283446]
['castellated', 0.9088462791283446]
['realities', 0.9088462791283446]
['wearer', 0.9088462791283446]
['wantonness', 0.9088462791283446]
['takes', 0.9088462791283446]
['chestnut', 0.9088462791283446]
['anticipated', 0.9088462791283446]
['wherever', 0.9088462791283446]
['backin', 0.9088462791283446]
['excluded', 0.9088462791283446]
['kirschner', 0.9088462791283446]
['pestalozzian', 0.9088462791283446]
['feller', 0.9088462791283446]
['intoxicated', 0.9088462791283446]
['mythology', 0.9088462791283446]
['dose', 0.9088462791283446]
['yelp', 0.9088462791283446]
['plies', 0.9088462791283446]
['dwell', 0.9088462791283446]
['churchward', 0.9088462791283446]
['initiative', 0.9088462791283446]
['occam', 0.9088462791283446]
['sanctum', 0.9088462791283446]
['dignity', 0.9088462791283446]
['amounted', 0.9088462791283446]
['unstinted', 0.9088462791283446]
['depend', 0.9088462791283446]
['shake', 0.9088462791283446]
['plumb', 0.9088462791283446]
['divine_', 0.9088462791283446]
['triumphantly', 0.9088462791283446]
['largely', 0.9088462791283446]
['ascent', 0.9088462791283446]
['blessed', 0.9088462791283446]
['deer', 0.9088462791283446]
['interpolated', 0.9088462791283446]
['openly', 0.9088462791283446]
['mirror', 0.9088462791283446]
['hazarded', 0.9088462791283446]
['feebleness', 0.9088462791283446]
['bushnell', 0.9088462791283446]
['exclaim', 0.9088462791283446]
['poison', 0.9088462791283446]
['swearing', 0.9088462791283446]
['smouldering', 0.9088462791283446]
['toy', 0.9088462791283446]
['perseveringly', 0.9088462791283446]
['excel', 0.9088462791283446]
['approach', 0.9088462791283446]
['alarms', 0.9088462791283446]
['discount', 0.9088462791283446]
['lamps', 0.9088462791283446]
['focus', 0.9088462791283446]
['guilty', 0.9088462791283446]
['offers', 0.9088462791283446]
['inopportune', 0.9088462791283446]
['returns', 0.9088462791283446]
['hippogriffs', 0.9088462791283446]
['unanswerable', 0.9088462791283446]
['tanned', 0.9088462791283446]
['crush', 0.9088462791283446]
['cheops', 0.9088462791283446]
['77', 0.9088462791283446]
['achieved', 0.9088462791283446]
['1786', 0.9088462791283446]
['drooped', 0.9088462791283446]
['plebiscite', 0.9088462791283446]
['deverell', 0.9088462791283446]
['sin', 0.9088462791283446]
['fled', 0.9088462791283446]
['locksmiths', 0.9088462791283446]
['glass', 0.9088462791283446]
['aloofness', 0.9088462791283446]
['beaux', 0.9088462791283446]
['ate', 0.9088462791283446]
['fevered', 0.9088462791283446]
['inventor', 0.9088462791283446]
['cowes', 0.9088462791283446]
['marred', 0.9088462791283446]
['philadelphia', 0.9088462791283446]
['gliding', 0.9088462791283446]
['brutal', 0.9088462791283446]
['attitude', 0.9088462791283446]
['imaginings', 0.9088462791283446]
['adduce', 0.9088462791283446]
['castanet', 0.9088462791283446]
['taffrail', 0.9088462791283446]
['roughest', 0.9088462791283446]
['rivet', 0.9088462791283446]
['coincidence', 0.9088462791283446]
['imploringly', 0.9088462791283446]
['involved', 0.9088462791283446]
['house', 0.9088462791283446]
['cloggy', 0.9088462791283446]
['mathilde', 0.9088462791283446]
['gratz', 0.9088462791283446]
['precarious', 0.9088462791283446]
['knightly', 0.9088462791283446]
['terrine', 0.9088462791283446]
['matrimony', 0.9088462791283446]
['troupe', 0.9088462791283446]
['stimulating', 0.9088462791283446]
['accordance', 0.9088462791283446]
['offence', 0.9088462791283446]
['comprehended', 0.9088462791283446]
['archers', 0.9088462791283446]
['creeks', 0.9088462791283446]
['skull', 0.9088462791283446]
['magnitude', 0.9088462791283446]
['globe', 0.9088462791283446]
['apologist', 0.9088462791283446]
['connected', 0.9088462791283446]
['surmised', 0.9088462791283446]
['eclectic', 0.9088462791283446]
['trousers', 0.9088462791283446]
['updated', 0.9088462791283446]
['starts', 0.9088462791283446]
['haussonville', 0.9088462791283446]
['manual', 0.9088462791283446]
['daily', 0.9088462791283446]
['predict', 0.9088462791283446]
['drawer', 0.9088462791283446]
['rhomboid', 0.9088462791283446]
['lubber', 0.9088462791283446]
['slavering', 0.9088462791283446]
['pacified', 0.9088462791283446]
['conducting', 0.9088462791283446]
['ranger', 0.9088462791283446]
['protectorate', 0.9088462791283446]
['folds', 0.9088462791283446]
['dancing', 0.9088462791283446]
['bit', 0.9088462791283446]
['calico', 0.9088462791283446]
['teemed', 0.9088462791283446]
['embers', 0.9088462791283446]
['junction', 0.9088462791283446]
['sadly', 0.9088462791283446]
['lover', 0.9088462791283446]
['sayings', 0.9088462791283446]
['trundled', 0.9088462791283446]
['laputa', 0.9088462791283446]
['absorption', 0.9088462791283446]
['noise', 0.9088462791283446]
['glory', 0.9088462791283446]
['martial', 0.9088462791283446]
['anyhow', 0.9088462791283446]
['cussing', 0.9088462791283446]
['woodpecker', 0.9088462791283446]
['contrabandista', 0.9088462791283446]
['hanged', 0.9088462791283446]
['abandoning', 0.9088462791283446]
['axiom', 0.9088462791283446]
['thracian', 0.9088462791283446]
['rowing', 0.9088462791283446]
['licking', 0.9088462791283446]
['furled', 0.9088462791283446]
['characters', 0.9088462791283446]
['protest', 0.9088462791283446]
['attainment', 0.9088462791283446]
['swans', 0.9088462791283446]
['dreaded', 0.9088462791283446]
['subjugated', 0.9088462791283446]
['timmins', 0.9088462791283446]
['fainted', 0.9088462791283446]
['fainter', 0.9088462791283446]
['overruled', 0.9088462791283446]
['frightens', 0.9088462791283446]
['puffing', 0.9088462791283446]
['buff', 0.9088462791283446]
['jugglers', 0.9088462791283446]
['1864', 0.9088462791283446]
['1866', 0.9088462791283446]
['turkish', 0.9088462791283446]
['heighten', 0.9088462791283446]
['unobscured', 0.9088462791283446]
['heaving', 0.9088462791283446]
['tao', 0.9088462791283446]
['jolie', 0.9088462791283446]
['inlet', 0.9088462791283446]
['bye', 0.9088462791283446]
['eased', 0.9088462791283446]
['swooned', 0.9088462791283446]
['true_', 0.9088462791283446]
['poitiers', 0.9088462791283446]
['spoil', 0.9088462791283446]
['lead', 0.9088462791283446]
['leap', 0.9088462791283446]
['fastenings', 0.9088462791283446]
['instructive', 0.9088462791283446]
['fascinated', 0.9079995794147218]
['cadaverous', 0.9079121491734415]
['mare', 0.9061306422389657]
['persistent', 0.9059433683407316]
['seam', 0.9035305849222788]
['feebly', 0.9035305849222788]
['muddy', 0.9030708996403278]
['churchly', 0.9030344283725018]
['rags', 0.9016206466954129]
['deposits', 0.9013142810490665]
['divorce', 0.9008126581866255]
['profile', 0.9002254952408535]
