['whimpers', 0.9994876395436256]
['gallia', 0.933869698810321]
['pale', 0.933869698810321]
['departures', 0.933869698810321]
['_marie', 0.933869698810321]
['awaited', 0.933869698810321]
['striven', 0.933869698810321]
['evacuants', 0.933869698810321]
['sumptuously', 0.933869698810321]
['tremor', 0.933869698810321]
['racy', 0.933869698810321]
['meseemed', 0.933869698810321]
['screech', 0.933869698810321]
['prompts', 0.933869698810321]
['saturnalian', 0.933869698810321]
['shuffled', 0.933869698810321]
['fitz', 0.933869698810321]
['hawk', 0.933869698810321]
['asserts', 0.933869698810321]
['existences', 0.933869698810321]
['outlines', 0.933869698810321]
['truth', 0.933869698810321]
['irritation', 0.933869698810321]
['splayed', 0.933869698810321]
['dissensions', 0.933869698810321]
['affinities', 0.933869698810321]
['hungrily', 0.933869698810321]
['babel', 0.933869698810321]
['warily', 0.933869698810321]
['bring', 0.933869698810321]
['wretchedness', 0.933869698810321]
['listened', 0.933869698810321]
['enfolded', 0.933869698810321]
['packed', 0.933869698810321]
['invited', 0.933869698810321]
['end_', 0.933869698810321]
['vu', 0.933869698810321]
['nerves', 0.933869698810321]
['selecting', 0.933869698810321]
['inn', 0.933869698810321]
['renowned', 0.933869698810321]
['mozart', 0.933869698810321]
['lasted', 0.933869698810321]
['regal', 0.933869698810321]
['meekly', 0.933869698810321]
['scull', 0.933869698810321]
['infested', 0.933869698810321]
['rocky', 0.933869698810321]
['rocks', 0.933869698810321]
['logs', 0.933869698810321]
['scenes', 0.933869698810321]
['realm', 0.933869698810321]
['transmit', 0.933869698810321]
['roumania', 0.933869698810321]
['ebook', 0.933869698810321]
['thickness', 0.933869698810321]
['ocular', 0.933869698810321]
['wa', 0.933869698810321]
['foes', 0.933869698810321]
['exceeds', 0.933869698810321]
['patting', 0.933869698810321]
['tortulf', 0.933869698810321]
['farther', 0.933869698810321]
['wal', 0.933869698810321]
['tints', 0.933869698810321]
['taken', 0.933869698810321]
['streamlet', 0.933869698810321]
['complains', 0.933869698810321]
['anatomist', 0.933869698810321]
['swathed', 0.933869698810321]
['loyal', 0.933869698810321]
['frightenedly', 0.933869698810321]
['unmixed', 0.933869698810321]
['repression', 0.933869698810321]
['woven', 0.933869698810321]
['appear', 0.933869698810321]
['repentance', 0.933869698810321]
['car', 0.933869698810321]
['cat', 0.933869698810321]
['renders', 0.933869698810321]
['rufrius', 0.933869698810321]
['ruinous', 0.933869698810321]
['thong', 0.933869698810321]
['xv', 0.933869698810321]
['distorted', 0.933869698810321]
['shouts', 0.933869698810321]
['ruler', 0.933869698810321]
['overlooks', 0.933869698810321]
['landslip', 0.933869698810321]
['thereunto', 0.933869698810321]
['seine', 0.933869698810321]
['wolf', 0.933869698810321]
['proclivities', 0.933869698810321]
['sadness', 0.933869698810321]
['trickled', 0.933869698810321]
['peak', 0.933869698810321]
['opprobrious', 0.933869698810321]
['scorching', 0.933869698810321]
['spalding', 0.933869698810321]
['fanning', 0.933869698810321]
['forbear', 0.933869698810321]
['groping', 0.933869698810321]
['indefatigable', 0.933869698810321]
['blush', 0.933869698810321]
['scheme', 0.933869698810321]
['squirts', 0.933869698810321]
['experience_', 0.933869698810321]
['northern', 0.933869698810321]
['imparted', 0.933869698810321]
['alteration', 0.933869698810321]
['secrets', 0.933869698810321]
['hews', 0.933869698810321]
['vessel', 0.933869698810321]
['stamp', 0.933869698810321]
['octavos', 0.933869698810321]
['exercising', 0.933869698810321]
['wiser', 0.933869698810321]
['stew', 0.933869698810321]
['reappear', 0.933869698810321]
['experiences', 0.933869698810321]
['specialty', 0.933869698810321]
['properly', 0.933869698810321]
['regulations', 0.933869698810321]
['canals', 0.933869698810321]
['chant', 0.933869698810321]
['felled', 0.933869698810321]
['started', 0.933869698810321]
['crossing', 0.933869698810321]
['illuminate', 0.933869698810321]
['adeste', 0.933869698810321]
['benediction', 0.933869698810321]
['craned', 0.933869698810321]
['_stimulantia_', 0.933869698810321]
['bases', 0.933869698810321]
['gras', 0.933869698810321]
['blinked', 0.933869698810321]
['lenbach', 0.933869698810321]
['admit', 0.933869698810321]
['encircled', 0.933869698810321]
['amends', 0.933869698810321]
['spherical', 0.933869698810321]
['page', 0.933869698810321]
['adversity', 0.933869698810321]
['myron', 0.933869698810321]
['soloman', 0.933869698810321]
['_parsifal_', 0.933869698810321]
['pardon', 0.933869698810321]
['sagely', 0.933869698810321]
['winded', 0.933869698810321]
['wreck', 0.933869698810321]
['109', 0.933869698810321]
['loot', 0.933869698810321]
['ignoring', 0.933869698810321]
['ninety', 0.933869698810321]
['danes', 0.933869698810321]
['wars', 0.933869698810321]
['frenzy', 0.933869698810321]
['adult', 0.933869698810321]
['magnitudes', 0.933869698810321]
['construe', 0.933869698810321]
['president', 0.933869698810321]
['stepchildren', 0.933869698810321]
['inhabitant', 0.933869698810321]
['overtakes', 0.933869698810321]
['tribulations', 0.933869698810321]
['misstate', 0.933869698810321]
['sleepless', 0.933869698810321]
['side', 0.933869698810321]
['thackeray', 0.933869698810321]
['invalids', 0.933869698810321]
['turrets', 0.933869698810321]
['modern', 0.933869698810321]
['mind', 0.933869698810321]
['sown', 0.933869698810321]
['rival', 0.933869698810321]
['midst', 0.933869698810321]
['manufactures_', 0.933869698810321]
['steersman', 0.933869698810321]
['erect', 0.933869698810321]
['milieu', 0.933869698810321]
['chub', 0.933869698810321]
['magistrates', 0.933869698810321]
['pinochle', 0.933869698810321]
['wanting', 0.933869698810321]
['erected', 0.933869698810321]
['conquering', 0.933869698810321]
['meanings', 0.933869698810321]
['jena', 0.933869698810321]
['swedenborg', 0.933869698810321]
['myrmidons', 0.933869698810321]
['mackintosh', 0.933869698810321]
['implanted', 0.933869698810321]
['bruised', 0.933869698810321]
['reviews', 0.933869698810321]
['empressement', 0.933869698810321]
['crib', 0.933869698810321]
['mirthlessly', 0.933869698810321]
['10', 0.933869698810321]
['15', 0.933869698810321]
['14', 0.933869698810321]
['17', 0.933869698810321]
['hearer', 0.933869698810321]
['valstad', 0.933869698810321]
['stockings', 0.933869698810321]
['shop', 0.933869698810321]
['fend', 0.933869698810321]
['dick', 0.933869698810321]
['grim', 0.933869698810321]
['decomposition', 0.933869698810321]
['references', 0.933869698810321]
['film', 0.933869698810321]
['drivers', 0.933869698810321]
['ceaselessly', 0.933869698810321]
['sneeze', 0.933869698810321]
['aesculapius', 0.933869698810321]
['sung', 0.933869698810321]
['hideous', 0.933869698810321]
['got', 0.933869698810321]
['cackling', 0.933869698810321]
['cowardly', 0.933869698810321]
['_city', 0.933869698810321]
['paragraph', 0.933869698810321]
['sphere', 0.933869698810321]
['20', 0.933869698810321]
['harm', 0.933869698810321]
['surly', 0.933869698810321]
['mercury', 0.933869698810321]
['disobedience', 0.933869698810321]
['crouched', 0.933869698810321]
['circumstance', 0.933869698810321]
['senor', 0.933869698810321]
['conducted', 0.933869698810321]
['done', 0.933869698810321]
['shoal', 0.933869698810321]
['least', 0.933869698810321]
['slithered', 0.933869698810321]
['lion', 0.933869698810321]
['materially', 0.933869698810321]
['storybooks', 0.933869698810321]
['gap', 0.933869698810321]
['gag', 0.933869698810321]
['trojan', 0.933869698810321]
['engrosses', 0.933869698810321]
['tois', 0.933869698810321]
['miserliness', 0.933869698810321]
['300', 0.933869698810321]
['subconscious', 0.933869698810321]
['gratings', 0.933869698810321]
['derangement', 0.933869698810321]
['ascertained', 0.933869698810321]
['iniquity', 0.933869698810321]
['insertion', 0.933869698810321]
['exuberant', 0.933869698810321]
['royalist', 0.933869698810321]
['magniloquence', 0.933869698810321]
['lamp', 0.933869698810321]
['solitudes', 0.933869698810321]
['ambiguous', 0.933869698810321]
['greater', 0.933869698810321]
['descendants', 0.933869698810321]
['parks', 0.933869698810321]
['dismays', 0.933869698810321]
['finisher', 0.933869698810321]
['eurydice', 0.933869698810321]
['discreditable', 0.933869698810321]
['congress', 0.933869698810321]
['actual', 0.933869698810321]
['oat', 0.933869698810321]
['fabulous', 0.933869698810321]
['century_', 0.933869698810321]
['ardently', 0.933869698810321]
['appetencies', 0.933869698810321]
['tourist', 0.933869698810321]
['fraught', 0.933869698810321]
['morbus', 0.933869698810321]
['toe', 0.933869698810321]
['plaisirs', 0.933869698810321]
['frenchwoman', 0.933869698810321]
['_shut_', 0.933869698810321]
['catalogue', 0.933869698810321]
['games', 0.933869698810321]
['majestic', 0.933869698810321]
['expected', 0.933869698810321]
['afore', 0.933869698810321]
['judge', 0.933869698810321]
['intolerant', 0.933869698810321]
['hastens', 0.933869698810321]
['seals_', 0.933869698810321]
['truer', 0.933869698810321]
['jew', 0.933869698810321]
['voulu', 0.933869698810321]
['cauldron', 0.933869698810321]
['gig', 0.933869698810321]
['crews', 0.933869698810321]
['furs', 0.933869698810321]
['leads', 0.933869698810321]
['cool', 0.933869698810321]
['becquerel', 0.933869698810321]
['goolo', 0.933869698810321]
['healthy', 0.933869698810321]
['paralyzed', 0.933869698810321]
['handled', 0.933869698810321]
['handler', 0.933869698810321]
['leavin', 0.933869698810321]
['propriety', 0.933869698810321]
['underneath', 0.933869698810321]
['inadequacy', 0.933869698810321]
['rented', 0.933869698810321]
['necessarily', 0.933869698810321]
['district', 0.933869698810321]
['rend', 0.933869698810321]
['froth', 0.933869698810321]
['unavailing', 0.933869698810321]
['blunt', 0.933869698810321]
['inky', 0.933869698810321]
['probed', 0.933869698810321]
['cleared', 0.933869698810321]
['college', 0.933869698810321]
['federal', 0.933869698810321]
['diners', 0.933869698810321]
['hunts', 0.933869698810321]
['trusteeships', 0.933869698810321]
['slippers', 0.933869698810321]
['couples', 0.933869698810321]
['recounted', 0.933869698810321]
['projector', 0.933869698810321]
['decently', 0.933869698810321]
['lamentation', 0.933869698810321]
['abalone', 0.933869698810321]
['fineness', 0.933869698810321]
['rose', 0.933869698810321]
['reduced', 0.933869698810321]
['oftener', 0.933869698810321]
['lichen', 0.933869698810321]
['aeacus', 0.933869698810321]
['quavering', 0.933869698810321]
['unbarring', 0.933869698810321]
['disc', 0.933869698810321]
['tastin', 0.933869698810321]
['unfairness', 0.933869698810321]
['chiefly', 0.933869698810321]
['shady', 0.933869698810321]
['wouldn', 0.933869698810321]
['cupola', 0.933869698810321]
['feet', 0.933869698810321]
['says', 0.933869698810321]
['grime', 0.933869698810321]
['recovered', 0.933869698810321]
['aims', 0.933869698810321]
['eruption', 0.933869698810321]
['intervenes', 0.933869698810321]
['numberless', 0.933869698810321]
['cheek', 0.933869698810321]
['aloft', 0.933869698810321]
['plaisir', 0.933869698810321]
['gouvernantes', 0.933869698810321]
['garbed', 0.933869698810321]
['abuse', 0.933869698810321]
['honestly', 0.933869698810321]
['glisten', 0.933869698810321]
['edging', 0.933869698810321]
['88', 0.933869698810321]
['fricassee', 0.933869698810321]
['plainly', 0.933869698810321]
['shell', 0.933869698810321]
['rarity', 0.933869698810321]
['which', 0.933869698810321]
['exegesis', 0.933869698810321]
['_i_', 0.933869698810321]
['emancipation', 0.933869698810321]
['mainly', 0.933869698810321]
['disapprove', 0.933869698810321]
['student', 0.933869698810321]
['obtain', 0.933869698810321]
['demeanor', 0.933869698810321]
['ablaze', 0.933869698810321]
['lizards', 0.933869698810321]
['_duvall', 0.933869698810321]
['van', 0.933869698810321]
['_creation_', 0.933869698810321]
['squeeze', 0.933869698810321]
['venetian', 0.933869698810321]
['narrator', 0.933869698810321]
['diplomat', 0.933869698810321]
['nigh', 0.933869698810321]
['here', 0.933869698810321]
['hers', 0.933869698810321]
['pretensions', 0.933869698810321]
['unit', 0.933869698810321]
['panoply', 0.933869698810321]
['brings', 0.933869698810321]
['revolt', 0.933869698810321]
['misfortune', 0.933869698810321]
['trimmin', 0.933869698810321]
['boston', 0.933869698810321]
['nineteenth', 0.933869698810321]
['incomplete', 0.933869698810321]
['touches', 0.933869698810321]
['emphatically', 0.933869698810321]
['danse', 0.933869698810321]
['demanded', 0.933869698810321]
['30th', 0.933869698810321]
['rebellion', 0.933869698810321]
['believingly', 0.933869698810321]
['disagreement', 0.933869698810321]
['misled', 0.933869698810321]
['preeminence', 0.933869698810321]
['robertson', 0.933869698810321]
['ovid', 0.933869698810321]
['quickens', 0.933869698810321]
['smell', 0.933869698810321]
['twinkle', 0.933869698810321]
['rent_', 0.933869698810321]
['alone', 0.933869698810321]
['subsistence', 0.933869698810321]
['suck', 0.933869698810321]
['dove', 0.933869698810321]
['stress', 0.933869698810321]
['varieties', 0.933869698810321]
['unsolicited', 0.933869698810321]
['deity', 0.933869698810321]
['yawning', 0.933869698810321]
['seventy', 0.933869698810321]
['silhouettes', 0.933869698810321]
['conscientiously', 0.933869698810321]
['spanish', 0.933869698810321]
['teatime', 0.933869698810321]
['capace', 0.933869698810321]
['san', 0.933869698810321]
['uppermost', 0.933869698810321]
['bureau', 0.933869698810321]
['forsake', 0.933869698810321]
['spars', 0.933869698810321]
['thickly', 0.933869698810321]
['boar', 0.933869698810321]
['stretch', 0.933869698810321]
['torpor', 0.933869698810321]
['intimately', 0.933869698810321]
['_as', 0.933869698810321]
['births', 0.933869698810321]
['_an', 0.933869698810321]
['instrument', 0.933869698810321]
['doyen', 0.933869698810321]
['partaking', 0.933869698810321]
['stranger', 0.933869698810321]
['power', 0.933869698810321]
['meal', 0.933869698810321]
['stony', 0.933869698810321]
['mispronouncing', 0.933869698810321]
['snugged', 0.933869698810321]
['flirt', 0.933869698810321]
['mopping', 0.933869698810321]
['awry', 0.933869698810321]
['exhauster', 0.933869698810321]
['openin', 0.933869698810321]
['crucial', 0.933869698810321]
['swallows', 0.933869698810321]
['swirling', 0.933869698810321]
['richard', 0.933869698810321]
['forestall', 0.933869698810321]
['method', 0.933869698810321]
['introductory', 0.933869698810321]
['apprised', 0.933869698810321]
['spurtle', 0.933869698810321]
['wavering', 0.933869698810321]
['furnishing', 0.933869698810321]
['emancipated', 0.933869698810321]
['outfitting', 0.933869698810321]
['fruition', 0.933869698810321]
['freshly', 0.933869698810321]
['aosta', 0.933869698810321]
['plant', 0.933869698810321]
['plans', 0.933869698810321]
['plank', 0.933869698810321]
['motley', 0.933869698810321]
['comforted', 0.933869698810321]
['reassured', 0.933869698810321]
['coping', 0.933869698810321]
['loosely', 0.933869698810321]
['tenseness', 0.933869698810321]
['brace', 0.933869698810321]
['artistic', 0.933869698810321]
['frightening', 0.933869698810321]
['verbs', 0.933869698810321]
['xanthus', 0.933869698810321]
['smoldering', 0.933869698810321]
['approve', 0.933869698810321]
['silences', 0.933869698810321]
['picks', 0.933869698810321]
['religion', 0.933869698810321]
['scraps', 0.933869698810321]
['lashing', 0.933869698810321]
['impalpableness', 0.933869698810321]
['misgiving', 0.933869698810321]
['receive', 0.933869698810321]
['laboured', 0.933869698810321]
['charity', 0.933869698810321]
['thin', 0.933869698810321]
['_then', 0.933869698810321]
['reedy', 0.933869698810321]
['cage', 0.933869698810321]
['gardner', 0.933869698810321]
['tempt', 0.933869698810321]
['autographed', 0.933869698810321]
['behaves', 0.933869698810321]
['courted', 0.933869698810321]
['haven', 0.933869698810321]
['helvius', 0.933869698810321]
['_her', 0.933869698810321]
['_he_', 0.933869698810321]
['atmosphere', 0.933869698810321]
['denmark', 0.933869698810321]
['summits', 0.933869698810321]
['exerted', 0.933869698810321]
['rams', 0.933869698810321]
['wearied', 0.933869698810321]
['nevermore', 0.933869698810321]
['lichens', 0.933869698810321]
['sadi', 0.933869698810321]
['devilry', 0.933869698810321]
['hauled', 0.933869698810321]
['paul', 0.933869698810321]
['pompous', 0.933869698810321]
['encamp', 0.933869698810321]
['vampiris', 0.933869698810321]
['detestable', 0.933869698810321]
['joveite', 0.933869698810321]
['told', 0.933869698810321]
['simultaneously', 0.933869698810321]
['foolishness', 0.933869698810321]
['romantically', 0.933869698810321]
['striving', 0.933869698810321]
['wore', 0.933869698810321]
['work', 0.933869698810321]
['foolhardy', 0.933869698810321]
['proportionate', 0.933869698810321]
['exhaling', 0.933869698810321]
['amazement', 0.933869698810321]
['writhing', 0.933869698810321]
['comin', 0.933869698810321]
['unmistakably', 0.933869698810321]
['iron', 0.933869698810321]
['forces', 0.933869698810321]
['screening', 0.933869698810321]
['bunyan', 0.933869698810321]
['suffrage', 0.933869698810321]
['steak', 0.933869698810321]
['fullness', 0.933869698810321]
['observer', 0.933869698810321]
['caved', 0.933869698810321]
['ils', 0.933869698810321]
['highwayman', 0.933869698810321]
['vengeful', 0.933869698810321]
['spear', 0.933869698810321]
['bestows', 0.933869698810321]
['thrice', 0.933869698810321]
['straits', 0.933869698810321]
['deepens', 0.933869698810321]
['republicaine', 0.933869698810321]
['involuntary', 0.933869698810321]
['mayn', 0.933869698810321]
['derision', 0.933869698810321]
['aurelia', 0.933869698810321]
['seaworthy', 0.933869698810321]
['trappers', 0.933869698810321]
['wraiths', 0.933869698810321]
['guitars', 0.933869698810321]
['keenness', 0.933869698810321]
['donnant', 0.933869698810321]
['refine', 0.933869698810321]
['typical', 0.933869698810321]
['tending', 0.933869698810321]
['dreadfully', 0.933869698810321]
['deafens', 0.933869698810321]
['lumbering', 0.933869698810321]
['courtship', 0.933869698810321]
['happenings', 0.933869698810321]
['rebuilding', 0.933869698810321]
['unblacked', 0.933869698810321]
['angular', 0.933869698810321]
['pomp', 0.933869698810321]
['retracing', 0.933869698810321]
['recover', 0.933869698810321]
['tooth', 0.933869698810321]
['slaver', 0.933869698810321]
['professional', 0.933869698810321]
['scientist', 0.933869698810321]
['reely', 0.933869698810321]
['reluctantly', 0.933869698810321]
['cares', 0.933869698810321]
['histrionic', 0.933869698810321]
['subjecting', 0.933869698810321]
['bareheaded', 0.933869698810321]
['poetic', 0.933869698810321]
['heaps', 0.933869698810321]
['senseless', 0.933869698810321]
['discontinue', 0.933869698810321]
['early', 0.933869698810321]
['streamers', 0.933869698810321]
['vernet', 0.933869698810321]
['testimony', 0.933869698810321]
['unbounded', 0.933869698810321]
['chinks', 0.933869698810321]
['aren', 0.933869698810321]
['firelight', 0.933869698810321]
['tones', 0.933869698810321]
['unwelcome', 0.933869698810321]
['englishman', 0.933869698810321]
['elemental', 0.933869698810321]
['you', 0.933869698810321]
['building', 0.933869698810321]
['managed', 0.933869698810321]
['eldest', 0.933869698810321]
['solvent', 0.933869698810321]
['trunk', 0.933869698810321]
['globes', 0.933869698810321]
['autographs', 0.933869698810321]
['thread', 0.933869698810321]
['_feel_', 0.933869698810321]
['ledger', 0.933869698810321]
['derives', 0.933869698810321]
['actually', 0.933869698810321]
['basements', 0.933869698810321]
['enshrouded', 0.933869698810321]
['mise', 0.933869698810321]
['mist', 0.933869698810321]
['_jolie', 0.933869698810321]
['harmlessly', 0.933869698810321]
['inventing', 0.933869698810321]
['lie', 0.933869698810321]
['lit', 0.933869698810321]
['diametrically', 0.933869698810321]
['flighty', 0.933869698810321]
['circle', 0.933869698810321]
['ensconced', 0.933869698810321]
['interminably', 0.933869698810321]
['virtuously', 0.933869698810321]
['baldness', 0.933869698810321]
['gravitation', 0.933869698810321]
['checkmate', 0.933869698810321]
['steely', 0.933869698810321]
['terraqueous', 0.933869698810321]
['determination', 0.933869698810321]
['volbins', 0.933869698810321]
['abstain', 0.933869698810321]
['aliment', 0.933869698810321]
['mauve', 0.933869698810321]
['some', 0.933869698810321]
['urgent', 0.933869698810321]
['jamais', 0.933869698810321]
['gilead', 0.933869698810321]
['potsdam', 0.933869698810321]
['dram', 0.933869698810321]
['messroom', 0.933869698810321]
['laments', 0.933869698810321]
['nicholas', 0.933869698810321]
['conceited', 0.933869698810321]
['fungoid', 0.933869698810321]
['tiptoed', 0.933869698810321]
['lanced', 0.933869698810321]
['final', 0.933869698810321]
['medals', 0.933869698810321]
['awl', 0.933869698810321]
['undeniable', 0.933869698810321]
['scrambled', 0.933869698810321]
['prickly', 0.933869698810321]
['emerging', 0.933869698810321]
['visiters', 0.933869698810321]
['juggle', 0.933869698810321]
['sorely', 0.933869698810321]
['police', 0.933869698810321]
['histrionics', 0.933869698810321]
['career', 0.933869698810321]
['allegory', 0.933869698810321]
['signed', 0.933869698810321]
['piece', 0.933869698810321]
['offensive', 0.933869698810321]
['chemist', 0.933869698810321]
['animosity', 0.933869698810321]
['similarity', 0.933869698810321]
['characterises', 0.933869698810321]
['misunderstanding', 0.933869698810321]
['warns', 0.933869698810321]
['luther', 0.933869698810321]
['jams', 0.933869698810321]
['permit', 0.933869698810321]
['elude', 0.933869698810321]
['landscape', 0.933869698810321]
['calf', 0.933869698810321]
['lugudunensis', 0.933869698810321]
['etherial', 0.933869698810321]
['salivate', 0.933869698810321]
['answer', 0.933869698810321]
['weakness', 0.933869698810321]
['leaned', 0.933869698810321]
['closeted', 0.933869698810321]
['impotently', 0.933869698810321]
['chest', 0.933869698810321]
['unfair', 0.933869698810321]
['inspirational', 0.933869698810321]
['phonograph', 0.933869698810321]
['nighttime', 0.933869698810321]
['jackies', 0.933869698810321]
['reprinted', 0.933869698810321]
['abilities', 0.933869698810321]
['lethargic', 0.933869698810321]
['hardworking', 0.933869698810321]
['inquisitive', 0.933869698810321]
['lowly', 0.933869698810321]
['recur', 0.933869698810321]
['threw', 0.933869698810321]
['suppose', 0.933869698810321]
['serai', 0.933869698810321]
['sle', 0.933869698810321]
['study', 0.933869698810321]
['claims', 0.933869698810321]
['jalousies', 0.933869698810321]
['_dr', 0.933869698810321]
['dites', 0.933869698810321]
['marksman', 0.933869698810321]
['mild', 0.933869698810321]
['mill', 0.933869698810321]
['corner', 0.933869698810321]
['institute', 0.933869698810321]
['hither', 0.933869698810321]
['soul', 0.933869698810321]
['6th', 0.933869698810321]
['comte', 0.933869698810321]
['americans', 0.933869698810321]
['channel', 0.933869698810321]
['surprising', 0.933869698810321]
['demonstrator', 0.933869698810321]
['_on', 0.933869698810321]
['laudably', 0.933869698810321]
['arcades', 0.933869698810321]
['mary', 0.933869698810321]
['vaporous', 0.933869698810321]
['bathrooms', 0.933869698810321]
['pay', 0.933869698810321]
['pan', 0.933869698810321]
['exhaust', 0.933869698810321]
['shapeless', 0.933869698810321]
['railroad', 0.933869698810321]
['disappointed', 0.933869698810321]
['lightning', 0.933869698810321]
['laughing', 0.933869698810321]
['cosmogony', 0.933869698810321]
['expressing', 0.933869698810321]
['roar', 0.933869698810321]
['strifes', 0.933869698810321]
['lions', 0.933869698810321]
['bettering', 0.933869698810321]
['porches', 0.933869698810321]
['pensive', 0.933869698810321]
['forget', 0.933869698810321]
['catterwauling', 0.933869698810321]
['neighborhood', 0.933869698810321]
['affectation', 0.933869698810321]
['dial', 0.933869698810321]
['leveling', 0.933869698810321]
['cock', 0.933869698810321]
['share', 0.933869698810321]
['infant', 0.933869698810321]
['smoothed', 0.933869698810321]
['unafraid', 0.933869698810321]
['disturbances', 0.933869698810321]
['relation', 0.933869698810321]
['repels', 0.933869698810321]
['fine', 0.933869698810321]
['whinin', 0.933869698810321]
['vegitating', 0.933869698810321]
['yesterday', 0.933869698810321]
['flags', 0.933869698810321]
['officiated', 0.933869698810321]
['continuing', 0.933869698810321]
['costumes', 0.933869698810321]
['overpower', 0.933869698810321]
['blanketing', 0.933869698810321]
['impress', 0.933869698810321]
['fatal', 0.933869698810321]
['reproachfully', 0.933869698810321]
['arrange', 0.933869698810321]
['rearing', 0.933869698810321]
['uncomfortable', 0.933869698810321]
['body', 0.933869698810321]
['masculine', 0.933869698810321]
['lime', 0.933869698810321]
['immoderate', 0.933869698810321]
['lined', 0.933869698810321]
['mention', 0.933869698810321]
['cutting', 0.933869698810321]
['uninteresting', 0.933869698810321]
['extinguishing', 0.933869698810321]
['turbans', 0.933869698810321]
['unexpectedness', 0.933869698810321]
['ninepence', 0.933869698810321]
['establishments', 0.933869698810321]
['_quicquid', 0.933869698810321]
['compensation', 0.933869698810321]
['mangoes', 0.933869698810321]
['gather', 0.933869698810321]
['selection', 0.933869698810321]
['absorbing', 0.933869698810321]
['concurred', 0.933869698810321]
['oppressor', 0.933869698810321]
['photography', 0.933869698810321]
['stripes', 0.933869698810321]
['fermiere', 0.933869698810321]
['omission', 0.933869698810321]
['clearing', 0.933869698810321]
['progress', 0.933869698810321]
['nightfall', 0.933869698810321]
['meekness', 0.933869698810321]
['copies', 0.933869698810321]
['copied', 0.933869698810321]
['define', 0.933869698810321]
['twelfth', 0.933869698810321]
['frivolous', 0.933869698810321]
['domestic', 0.933869698810321]
['chemists', 0.933869698810321]
['lobbies', 0.933869698810321]
['manoirs', 0.933869698810321]
['sulphurous', 0.933869698810321]
['foils', 0.933869698810321]
['lagado', 0.933869698810321]
['over', 0.933869698810321]
['stifling', 0.933869698810321]
['celebrating', 0.933869698810321]
['haired', 0.933869698810321]
['philosophicae', 0.933869698810321]
['jambs', 0.933869698810321]
['degenerates', 0.933869698810321]
['glimpses', 0.933869698810321]
['parting', 0.933869698810321]
['metal', 0.933869698810321]
['levying', 0.933869698810321]
['chariot', 0.933869698810321]
['pope', 0.933869698810321]
['drawbridge', 0.933869698810321]
['overpraised', 0.933869698810321]
['fleeting', 0.933869698810321]
['republicans', 0.933869698810321]
['neerlego', 0.933869698810321]
['pitiful', 0.933869698810321]
['unsuspecting', 0.933869698810321]
['willows', 0.933869698810321]
['uncle', 0.933869698810321]
['manoeuvres', 0.933869698810321]
['despising', 0.933869698810321]
['stagnant', 0.933869698810321]
['vanished', 0.933869698810321]
['brother', 0.933869698810321]
['slower', 0.933869698810321]
['slowed', 0.933869698810321]
['isles', 0.933869698810321]
['sunflowers', 0.933869698810321]
['altar', 0.933869698810321]
['tinted', 0.933869698810321]
['comfort', 0.933869698810321]
['pomps', 0.933869698810321]
['eccentricities', 0.933869698810321]
['bolts', 0.933869698810321]
['plastic', 0.933869698810321]
['clerks', 0.933869698810321]
['ignored', 0.933869698810321]
['ungently', 0.933869698810321]
['heeling', 0.933869698810321]
['implored', 0.933869698810321]
['desolate', 0.933869698810321]
['violent', 0.933869698810321]
['exhalations', 0.933869698810321]
['kill', 0.933869698810321]
['mugged', 0.933869698810321]
['fables', 0.933869698810321]
['inspect', 0.933869698810321]
['disposed', 0.933869698810321]
['connaught', 0.933869698810321]
['preoccupation', 0.933869698810321]
['requested', 0.933869698810321]
['separate', 0.933869698810321]
['sparkling', 0.933869698810321]
['sons', 0.933869698810321]
['prolonged', 0.933869698810321]
['attitudes', 0.933869698810321]
['gloomed', 0.933869698810321]
['relaxation', 0.933869698810321]
['inorganic', 0.933869698810321]
['keyhole', 0.933869698810321]
['shielded', 0.933869698810321]
['_forth', 0.933869698810321]
['liability', 0.933869698810321]
['milestone', 0.933869698810321]
['needless', 0.933869698810321]
['generation', 0.933869698810321]
['fixture', 0.933869698810321]
['theologians', 0.933869698810321]
['bellicose', 0.933869698810321]
['combed', 0.933869698810321]
['gale', 0.933869698810321]
['windows', 0.933869698810321]
['banquet', 0.933869698810321]
['are', 0.933869698810321]
['ark', 0.933869698810321]
['learnt', 0.933869698810321]
['mouches', 0.933869698810321]
['denomination', 0.933869698810321]
['fraternity', 0.933869698810321]
['behavior', 0.933869698810321]
['palsied', 0.933869698810321]
['_great_', 0.933869698810321]
['endeavour', 0.933869698810321]
['intervals', 0.933869698810321]
['fiammetta', 0.933869698810321]
['glitters', 0.933869698810321]
['ignore', 0.933869698810321]
['brogan', 0.933869698810321]
['esse', 0.933869698810321]
['lafayette', 0.933869698810321]
['contributions', 0.933869698810321]
['abode', 0.933869698810321]
['wished', 0.933869698810321]
['bedrooms', 0.933869698810321]
['manifestly', 0.933869698810321]
['waiting', 0.933869698810321]
['analogous', 0.933869698810321]
['women', 0.933869698810321]
['wildest', 0.933869698810321]
['proof', 0.933869698810321]
['tar', 0.933869698810321]
['pitying', 0.933869698810321]
['eloquent', 0.933869698810321]
['layard', 0.933869698810321]
['cache', 0.933869698810321]
['recoiled', 0.933869698810321]
['violet', 0.933869698810321]
['closer', 0.933869698810321]
['closet', 0.933869698810321]
