['fascinated', 0.9998402104864278]
['bereaved', 0.976600344536513]
['goodwin', 0.976600344536513]
['_positive_', 0.976600344536513]
['pathways', 0.9764854680074245]
['impressed', 0.9764826296512497]
['happily', 0.9764289326743278]
['rally', 0.9763873874552392]
['caesaris', 0.9763873874552392]
['statesmen', 0.976364545804062]
['xxi', 0.9762995204862205]
['reciprocating', 0.9762711358879173]
['withal', 0.9762247082553368]
['uncanny', 0.9761869657049245]
['anyone', 0.9761251078069019]
['demande', 0.9760999856061625]
['meandered', 0.9760614764282624]
['public', 0.9760119971859513]
['amen_', 0.9759824653244248]
['stirs', 0.9759783757702555]
['fittings', 0.9757708877313825]
['succeeding', 0.9756024491880149]
['overspread', 0.9755564687344713]
['stubbed', 0.9755564687344713]
['areas', 0.9755564687344713]
['starred', 0.9754682560261949]
['patriots', 0.9754633747185046]
['wend', 0.9754633747185046]
['tempers', 0.9754537135626777]
['avow', 0.9754221761940746]
['84116', 0.97515025169649]
['young', 0.9751338712118492]
['breakers', 0.9751317459219455]
['unpeopled', 0.9751317459219455]
['christofer', 0.9751317459219455]
['canines', 0.97504356758552]
['eloquence', 0.9748563323580812]
['committed', 0.9747838897405277]
['giantlike', 0.9745732738589624]
['emaciation', 0.9745417977928288]
['ways', 0.9745169644436449]
['cease', 0.9741972004431486]
['swinelike', 0.9741972004431486]
['sincerity', 0.9741972004431486]
['sections', 0.9741972004431486]
['ranks', 0.9741972004431486]
['played', 0.9741972004431486]
['bushy', 0.9741972004431486]
['chasm', 0.9741972004431486]
['wrapping', 0.9741972004431486]
['californy', 0.9741972004431486]
['biblical', 0.9741972004431486]
['instances', 0.9741972004431486]
['_qui', 0.9741972004431486]
['seminaries', 0.9741972004431486]
['sacks', 0.9741546807374066]
['dusk', 0.9741492763899693]
['goulmins', 0.9741492763899693]
['wept', 0.9740531559737294]
['unfailingly', 0.9740496964282538]
['furrow', 0.9740496964282538]
['chasse', 0.9740496964282538]
['advised', 0.9740496964282538]
['examining', 0.9740496964282538]
['continually', 0.9740496964282538]
['extraneous', 0.9740496964282538]
['controllers', 0.9740496964282538]
['turf', 0.9740496964282538]
['cooling', 0.9740496964282538]
['disporting', 0.9740496964282538]
['skies', 0.9740496964282538]
['salons', 0.9740496964282538]
['historic', 0.9740496964282538]
['pathos', 0.9740496964282538]
['literati', 0.9740496964282538]
['dizzy', 0.9740496964282538]
['verisimilitude', 0.9740496964282538]
['experiments', 0.9740496964282538]
['talon', 0.9740496964282538]
['georg', 0.9740496964282538]
['yaw', 0.9740496964282538]
['differing', 0.9740496964282538]
['expulsion', 0.9740496964282538]
['scalding', 0.9740496964282538]
['chaotic', 0.9740496964282538]
['liquid', 0.9740496964282538]
['palsy', 0.9740496964282538]
['disqualified', 0.9740496964282538]
['unsettling', 0.9740496964282538]
['learning', 0.9740496964282538]
['_nineteenth', 0.9740496964282538]
['affirmative', 0.9740496964282538]
['everybody', 0.9740496964282538]
['measuring', 0.9740496964282538]
['til', 0.9740496964282538]
['malicious', 0.9740496964282538]
['torments', 0.9740496964282538]
['wits', 0.9740219986793064]
['suspicion', 0.9739692382600349]
['veronese', 0.9737910086206659]
['gendarmes', 0.9737910086206659]
['investing', 0.9737910086206659]
['lieutenant', 0.9737910086206659]
['extolling', 0.9737910086206659]
['wretched', 0.9737910086206659]
['tow', 0.9737910086206659]
['culpable', 0.973504800784662]
['witches', 0.9734800727626318]
['borrowed', 0.9734800727626318]
['riled', 0.9734800727626318]
['tribute', 0.9734800727626318]
['wistar', 0.9732917466741751]
['prithee', 0.9730871736253432]
['speeding', 0.9730553351963483]
['corti', 0.9729612124179136]
['departs', 0.9728245333735327]
['campin', 0.9728237461257214]
['hoisted', 0.9728237461257214]
['taming', 0.9728237461257214]
['stall', 0.9728237461257214]
['indistinctly', 0.972819150487293]
['arab', 0.972819150487293]
['hound', 0.972776310771672]
['inner', 0.972666112899089]
['carry', 0.972637103191567]
['coil', 0.9726157142367001]
['sociably', 0.9726032778379361]
['flibbertigibbet', 0.9726032778379361]
['analyse', 0.9726032778379361]
['teases', 0.9726032778379361]
['bearing', 0.9726032778379361]
['craftsmanship', 0.9726032778379361]
['sought', 0.9726032778379361]
['stranded', 0.9726032778379361]
['quaintness', 0.9726032778379361]
['devouring', 0.9726032778379361]
['sins', 0.9726032778379361]
['curves', 0.9726032778379361]
['_terwauling', 0.972566367207989]
['stating', 0.9723773735698814]
['souled', 0.9722666154883314]
['bite', 0.9721672371369546]
['taint', 0.9721597800429608]
['footman', 0.9721465819344378]
['bill', 0.9720874012922308]
['blundering', 0.9720852977538519]
['educating', 0.971898875585186]
['pensants', 0.9718763576579792]
['giddily', 0.9718651831183047]
['chez', 0.9718214515333973]
['together', 0.9717217929186777]
['pulsed', 0.9715649040616486]
['exertion', 0.9715621240778995]
['legation', 0.9714885538442372]
['saint', 0.9714870614744908]
['medical', 0.9713167670849772]
['meridian', 0.9713167670849772]
['danseuse', 0.9713167670849772]
['admirable', 0.9712996889867062]
['hasty', 0.9710494612838875]
['worms', 0.9710175378983351]
['sumptuous', 0.9710148237625353]
['tsientang', 0.9710148237625353]
['swan', 0.9710148237625353]
['drugged', 0.9710148237625353]
['lifts', 0.9710148237625353]
['wireless', 0.9710148237625353]
['maitresse', 0.9710148237625353]
['provisoire', 0.9710148237625353]
['replacement', 0.9710148237625353]
['foreseen', 0.9710148237625353]
['inverted', 0.9710148237625353]
['ampolle', 0.9710148237625353]
['pleuritic', 0.9710148237625353]
['leo', 0.9710148237625353]
['recant', 0.9710148237625353]
['fluency', 0.9710148237625353]
['wonderingly', 0.9710148237625353]
['unfastened', 0.9710148237625353]
['languid', 0.9710148237625353]
['friends', 0.9710148237625353]
['gateway', 0.9710148237625353]
['alphabetical', 0.9710148237625353]
['imposed', 0.9710148237625353]
['dainty', 0.9710148237625353]
['lament', 0.9710148237625353]
['_filicopo_', 0.9710148237625353]
['pandemonium', 0.9710148237625353]
['overhead', 0.9710148237625353]
['cogitation', 0.9710148237625353]
['three', 0.9710148237625353]
['discharged', 0.9710148237625353]
['irawaddi', 0.9710148237625353]
['grouper', 0.9710148237625353]
['confessed', 0.9709662734401875]
['daguerrian', 0.970907528088073]
['revolutionary', 0.9706171688122361]
['spindles', 0.9705313479656863]
['uso', 0.9705121302386155]
['august', 0.970371658781834]
['socks', 0.970371658781834]
['relaxed', 0.970371658781834]
['twinkled', 0.970371658781834]
['incoming', 0.970371658781834]
['baiting', 0.970371658781834]
['classed', 0.970371658781834]
['_nay', 0.9703394487108953]
['displease', 0.9703129298466885]
['approximately', 0.9702915041226732]
['covetousness', 0.9702727575910266]
['combats', 0.9702727575910266]
['hamlet', 0.9702727575910266]
['enquiry', 0.9702727575910266]
['misfortunes', 0.9702727575910266]
['possessing', 0.9702727575910266]
['kingdom', 0.9702727575910266]
['resting', 0.9702727575910266]
['indeterminable', 0.9702727575910266]
['nameless', 0.9702727575910266]
['conjecture', 0.9702727575910266]
['narrowing', 0.9702727575910266]
['bewildering', 0.9702727575910266]
['courtyard', 0.9702727575910266]
['office', 0.9702727575910266]
['hindoo', 0.9702727575910266]
['impeded', 0.9702727575910266]
['command', 0.9702578547165052]
['illumines', 0.9701693789620419]
['resounds', 0.9694436217552856]
['bubble', 0.9693393717158671]
['varmint', 0.9693393717158671]
['introspective', 0.9693393717158671]
['undergrowth', 0.9693393717158671]
['ominous', 0.9693393717158671]
['earthworm', 0.9693393717158671]
['customary', 0.9693393717158671]
['varenne', 0.9693393717158671]
['wool', 0.9693393717158671]
['feverishly', 0.9693393717158671]
['reproduce', 0.9692379983265667]
['soiree', 0.9692139362437013]
['strugglin', 0.9692139362437013]
['usque', 0.9691951628352736]
['standard', 0.9690382925054981]
['howled', 0.9688904181349745]
['asparagus', 0.9687437568109918]
['implied', 0.9687234692994252]
['butting', 0.9686154018665613]
['sighed', 0.9685679475010721]
['canon', 0.9685679475010721]
['contest', 0.9685679475010721]
['tellers', 0.9685016461521954]
['reformation', 0.9685016461521954]
['subsist', 0.9685016461521954]
['ew', 0.9685016461521954]
['ribs', 0.9685016461521954]
['frames', 0.9685016461521954]
['rapine', 0.9684605456012915]
['theatre', 0.968402838679919]
['appreciate', 0.9683870789798673]
['approbation', 0.9683870789798673]
['coarseness', 0.9683870789798673]
['thunderclap', 0.9683870789798673]
['materialism', 0.9683870789798673]
['powdering', 0.9683870789798673]
['lashes', 0.9683870789798673]
['projects', 0.9683870789798673]
['apparatus', 0.9683870789798673]
['african', 0.9683870789798673]
['kinsman', 0.9683870789798673]
['sermonic', 0.9682521979523993]
['ebbed', 0.967980544674684]
['jibe', 0.9679668501019058]
['cooeperation', 0.9678878156576111]
['investigating', 0.9678878156576111]
['naturedly', 0.9678878156576111]
['thirsts', 0.9678878156576111]
['envying', 0.9678878156576111]
['depressed', 0.9678685179734766]
['blest', 0.9676824486427694]
['summit', 0.9676135276889707]
['against', 0.9676135276889707]
['depression', 0.9676135276889707]
['explanation', 0.9676051762377981]
['discerned', 0.967598396968334]
['restless', 0.9675671579610093]
['distribute', 0.9675671579610093]
['while', 0.9675671579610093]
['worldscape', 0.9675382931825351]
['91', 0.9674126229239322]
['spunk', 0.9673888750067924]
['impart', 0.9673169334123265]
['quickened', 0.9672949101200927]
['verified', 0.9672832887725521]
['uncomputed', 0.9672832887725521]
['fleeing', 0.9672832887725521]
['thrackles', 0.9672832887725521]
['softer', 0.9672832887725521]
['smash', 0.9672832887725521]
['aurelius', 0.9672832887725521]
['oaken', 0.9672832887725521]
['whom', 0.9671755415713008]
['eggs', 0.9671641969940861]
['seclusion', 0.9671380132717413]
['hawks', 0.9670973737284232]
['bulky', 0.9670677894670503]
['international', 0.9670572119522963]
['vitiate', 0.9670572119522963]
['mid', 0.9670572119522963]
['scientifically', 0.9670572119522963]
['primin', 0.9670572119522963]
['undercurrents', 0.9670572119522963]
['deathly', 0.9670461558622723]
['lively', 0.9670233431688713]
['spinners', 0.9670233431688713]
['velocity', 0.9670233431688713]
['promising', 0.9670233431688713]
['accept', 0.9670233431688713]
['chimiques', 0.9669251419057816]
['cadmus', 0.9668342735971893]
['trap', 0.9667733904654333]
['ward', 0.9667184414640132]
['joyless', 0.9666819165557718]
['procession', 0.9665627589677631]
['salamander', 0.966495832298481]
['florentines', 0.9664746249514101]
['filtered', 0.9664545579517811]
['qualified', 0.9664490372545526]
['physics', 0.9664200958633623]
['cheval', 0.9664200958633623]
['veins', 0.9664163482561029]
['wrappings', 0.9663867962109749]
['legislation', 0.9663120491368677]
['pace', 0.9663004002955841]
['fauna', 0.9662933625752635]
['va', 0.9662487980536649]
['nets', 0.9662279362526683]
['quell', 0.9662279362526683]
['superstition', 0.9662279362526683]
['dancers', 0.9662279362526683]
['reconciles', 0.9661936218228131]
['pair', 0.9661811342311775]
['superseded', 0.9661811342311775]
['breaker', 0.9661585469372752]
['eh', 0.9661063760750159]
['helping', 0.9661014374841153]
['reads', 0.9659784318269642]
['dismissed', 0.965950840419658]
['baying', 0.965950840419658]
['credibility', 0.9659070655189205]
['professorship', 0.9659044158208321]
['buckshot', 0.9658613501103723]
['whitish', 0.9657838585621648]
['daystar', 0.9657252151770057]
['blockhouse', 0.9657087132373842]
['newsletter', 0.9657072027524859]
['superintend', 0.9656827469327293]
['germain', 0.9656814272846783]
['ambiguously', 0.9656802443707984]
['quare', 0.9656780827464143]
['souci', 0.9656780827464143]
['extend', 0.9656780827464143]
['lookin', 0.9656780827464143]
['eradicate', 0.9656780827464143]
['sextus', 0.9656780827464143]
['conditioned', 0.9656780827464143]
['eighteen', 0.9656780827464143]
['boiled', 0.9656780827464143]
['holystoned', 0.9656780827464143]
['outlived', 0.9656780827464143]
['haberdashery', 0.9656780827464143]
['haf', 0.9656780827464143]
['hat', 0.9656780827464143]
['topping', 0.9656780827464143]
['locksmithing', 0.9656780827464143]
['mollard', 0.9656780827464143]
['addington', 0.9656780827464143]
['complications', 0.9656780827464143]
['role', 0.9656780827464143]
['circumstances', 0.9656780827464143]
['embark', 0.9656780827464143]
['deranging', 0.9656780827464143]
['cooks', 0.9656780827464143]
['meadow', 0.9656780827464143]
['dusty', 0.9656780827464143]
['pavilions', 0.9656780827464143]
['admired', 0.9656780827464143]
['temperate', 0.9656780827464143]
['quarter', 0.9656780827464143]
['bursting', 0.9656780827464143]
['disasters', 0.9656780827464143]
['herds', 0.9656780827464143]
['unburied', 0.9656780827464143]
['illness', 0.9656780827464143]
['erudition', 0.9656780827464143]
['diplomatist', 0.9656780827464143]
['orally', 0.9656780827464143]
['imagines', 0.9656780827464143]
['aggressive', 0.9656780827464143]
['welcomed', 0.9656780827464143]
['fit', 0.9656780827464143]
['loveliest', 0.9656780827464143]
['compels', 0.9656780827464143]
['reformatory', 0.9656780827464143]
['chabot', 0.9656780827464143]
['zion', 0.9656780827464143]
['exasperating', 0.9656780827464143]
['rumpus', 0.9656780827464143]
['dyes', 0.9656780827464143]
['beware', 0.9656780827464143]
['pouvoirs', 0.9656780827464143]
['24th', 0.9656780827464143]
['investment', 0.9656780827464143]
['dwells', 0.9656780827464143]
['cessation', 0.9656780827464143]
['fragrance', 0.9656780827464143]
['learn', 0.9656780827464143]
['knocked', 0.9656780827464143]
['installed', 0.9656780827464143]
['signs', 0.9656780827464143]
['preservation', 0.9656780827464143]
['syringes', 0.9656780827464143]
['also', 0.9656780827464143]
['seize', 0.9656780827464143]
['insane', 0.9656780827464143]
['untouched', 0.9656780827464143]
['bell', 0.9656780827464143]
['acted', 0.9656780827464143]
['satire', 0.9656780827464143]
['infect', 0.9656780827464143]
['vow', 0.9656780827464143]
['vox', 0.9656780827464143]
['breasted', 0.9656780827464143]
['into', 0.9656780827464143]
['enthusiasms', 0.9656780827464143]
['beverage', 0.9656780827464143]
['humpback', 0.9656780827464143]
['glows', 0.9656780827464143]
['_shoon', 0.9656780827464143]
['flowing', 0.9656780827464143]
['harassing', 0.9656780827464143]
['archytas', 0.9656780827464143]
['maw_', 0.9656780827464143]
['lock', 0.9656780827464143]
['directs', 0.9656780827464143]
['physicians', 0.9656780827464143]
['snaky', 0.9656780827464143]
['unprepared', 0.9656780827464143]
['chilly', 0.9656780827464143]
['desagreable', 0.9656780827464143]
['lithographically', 0.9656780827464143]
['allusion', 0.9656780827464143]
['strengthener', 0.9656780827464143]
['hateful', 0.9656780827464143]
['we_', 0.9656780827464143]
['parler', 0.9656780827464143]
['villainous', 0.9656780827464143]
['searched', 0.9656780827464143]
['integrity', 0.9656780827464143]
['lonesome', 0.9656780827464143]
['recovery', 0.9656780827464143]
['shakin', 0.9656780827464143]
['arch', 0.9656780827464143]
['disputes', 0.9656780827464143]
['forcibly', 0.9656780827464143]
['portraits', 0.9656780827464143]
['drawl', 0.9656780827464143]
['paster', 0.9656780827464143]
['annees', 0.9656780827464143]
['cooled', 0.9656780827464143]
['partridges', 0.9656780827464143]
['dismalness', 0.9656780827464143]
['12th', 0.9656780827464143]
['naming', 0.9656780827464143]
['consecrate', 0.9656780827464143]
['authorising', 0.9656780827464143]
['mrs', 0.9656780827464143]
['beseems', 0.9656780827464143]
['_caballo_', 0.9656780827464143]
['greetings', 0.9656780827464143]
['verse', 0.9656780827464143]
['cheerily', 0.9656780827464143]
['francis', 0.9656780827464143]
['start', 0.9656780827464143]
['whistling', 0.9656780827464143]
['loyally', 0.9656780827464143]
['moonlight', 0.9656780827464143]
['unenforceability', 0.9656780827464143]
['ceaseless', 0.9656780827464143]
['4557', 0.9656780827464143]
['adieux', 0.9656780827464143]
['inspired', 0.9656780827464143]
['conventional', 0.9656780827464143]
['_ameto', 0.9656780827464143]
['founders', 0.9656780827464143]
['stateroom', 0.9656780827464143]
['bless', 0.9656780827464143]
['obligated', 0.9656780827464143]
['heavy', 0.9656780827464143]
['punitive', 0.9656780827464143]
['anarchy', 0.9656780827464143]
['safety', 0.9656780827464143]
['visione', 0.9656780827464143]
['1913', 0.9656780827464143]
['hired', 0.9656780827464143]
['astern', 0.9656780827464143]
['combinations', 0.9656780827464143]
['culture', 0.9656780827464143]
['forgotten', 0.9656780827464143]
['richter', 0.9656780827464143]
['suddenness', 0.9656780827464143]
['petticoats', 0.9656780827464143]
['ordered', 0.9656780827464143]
['ancestors', 0.9656780827464143]
['graphically', 0.9656780827464143]
['orbit', 0.9656780827464143]
['ignorant', 0.9656780827464143]
['formally', 0.9656780827464143]
['meek', 0.9656780827464143]
['clytemnestra', 0.9656780827464143]
['tens', 0.9656780827464143]
['direst', 0.9656780827464143]
['tent', 0.9656780827464143]
['merry', 0.9656780827464143]
['strains', 0.9656780827464143]
['diplomats', 0.9656780827464143]
['fearest', 0.9656780827464143]
['examined', 0.9656780827464143]
['comete', 0.9656780827464143]
['cometh', 0.9656780827464143]
['necessary', 0.9656780827464143]
['lose', 0.9656780827464143]
['glare', 0.9656780827464143]
['tellings', 0.9656780827464143]
['reaching', 0.9656780827464143]
['additional', 0.9656780827464143]
['valerian', 0.9656780827464143]
['highest', 0.9656780827464143]
['kisses', 0.9656780827464143]
['beats', 0.9656780827464143]
['functions', 0.9656780827464143]
['_christus', 0.9656780827464143]
['swab', 0.9656780827464143]
['sway', 0.9656780827464143]
['met', 0.9656780827464143]
['tranquillized', 0.9656780827464143]
['witcheries', 0.9656780827464143]
['parkinson', 0.9656780827464143]
['astor', 0.9656780827464143]
['sham', 0.9656780827464143]
['schisms', 0.9656780827464143]
['detestation', 0.9656780827464143]
['abate', 0.9656780827464143]
['chinked', 0.9656780827464143]
['enraged', 0.9656780827464143]
['fictions', 0.9656780827464143]
['matting', 0.9656780827464143]
['palace', 0.9656780827464143]
['rattle', 0.9656780827464143]
['maria', 0.9656780827464143]
['observation', 0.9656780827464143]
['godliness', 0.9656780827464143]
['insinuated', 0.9656780827464143]
['perlite', 0.9656780827464143]
['deepen', 0.9656780827464143]
['inscrutable', 0.9656780827464143]
['impelling', 0.9656780827464143]
['etiquette', 0.9656780827464143]
['assigned', 0.9656780827464143]
['discreet', 0.9656780827464143]
['theorists', 0.9656780827464143]
['thinner', 0.9656780827464143]
['bragance', 0.9656780827464143]
['happening', 0.9656780827464143]
['idolatry', 0.9656780827464143]
['talker', 0.9656780827464143]
['filled', 0.9656780827464143]
['colonization', 0.9656780827464143]
['bow', 0.9656780827464143]
['swamping', 0.9656780827464143]
['waist', 0.9656780827464143]
['first', 0.9656780827464143]
['entrances', 0.9656780827464143]
['squat', 0.9656780827464143]
['arguing', 0.9656780827464143]
['roused', 0.9656780827464143]
['supposition', 0.9656780827464143]
['bedside', 0.9656780827464143]
['enthusiasm', 0.9656780827464143]
['seared', 0.9656780827464143]
['overmatch', 0.9656780827464143]
['undertone', 0.9656780827464143]
['dreamless', 0.9656780827464143]
['philosophically', 0.9656780827464143]
['declaration', 0.9656780827464143]
['zanchius', 0.9656780827464143]
['woodland', 0.9656780827464143]
['images', 0.9656780827464143]
['reconnoitered', 0.9656780827464143]
['fitness', 0.9656780827464143]
['occultations', 0.9656780827464143]
['powerless', 0.9656780827464143]
['flyin', 0.9656780827464143]
['shattered', 0.9656780827464143]
['washing', 0.9656780827464143]
['sweetly', 0.9656780827464143]
['carcass', 0.9656780827464143]
['misery', 0.9656780827464143]
['recall', 0.9656780827464143]
['dazed', 0.9656780827464143]
['emaciated', 0.9656780827464143]
['resentments', 0.9656780827464143]
['invigoration', 0.9656780827464143]
['sciving', 0.9656780827464143]
['showers', 0.9656780827464143]
['serene', 0.9656780827464143]
['rebels', 0.9656780827464143]
['swelling', 0.9656780827464143]
['quarrelsome', 0.9656780827464143]
['screened', 0.9656780827464143]
['faithfully', 0.9656780827464143]
['stoves', 0.9656780827464143]
['ardour', 0.9656780827464143]
['irritable', 0.9656780827464143]
['cur', 0.9656780827464143]
['marrying', 0.9656780827464143]
['teuton', 0.9656780827464143]
['easter', 0.9656780827464143]
['austria', 0.9656780827464143]
['relapsed', 0.9656780827464143]
['curt', 0.9656780827464143]
['consulted', 0.9656780827464143]
['cellar', 0.9656780827464143]
['pleasing', 0.9656780827464143]
['thronging', 0.9656780827464143]
['mayhap', 0.9656780827464143]
['carlo', 0.9656780827464143]
['assisted', 0.9656780827464143]
['access', 0.9656780827464143]
['apologetic', 0.9656780827464143]
['packing', 0.9656780827464143]
['composed', 0.9656780827464143]
['monseigneur', 0.9656780827464143]
['horns', 0.9656780827464143]
['flattering', 0.9656780827464143]
['accredited', 0.9656780827464143]
['approached', 0.9656780827464143]
['allied', 0.9656780827464143]
['incentive', 0.9656780827464143]
['prisoner', 0.9656780827464143]
['inexorable', 0.9656780827464143]
['disease', 0.9656780827464143]
['traitor', 0.9656780827464143]
['placidly', 0.9656780827464143]
['statues', 0.9656780827464143]
['deflected', 0.9656780827464143]
['swimmer', 0.9656780827464143]
['closets', 0.9656780827464143]
['sigur', 0.9656780827464143]
['nevertheless', 0.9656780827464143]
['wreckage', 0.9656780827464143]
['rushes', 0.9656780827464143]
['measure', 0.9656780827464143]
['conveys', 0.9656780827464143]
['gratification', 0.9656780827464143]
['conceive', 0.9656780827464143]
['oaths', 0.9656780827464143]
['luggage', 0.9656780827464143]
['prints', 0.9656780827464143]
['joined', 0.9656780827464143]
['spendthrifts', 0.9656780827464143]
['tourists', 0.9656780827464143]
['screws', 0.9656780827464143]
['disorganised', 0.9656780827464143]
['potency', 0.9656780827464143]
['mus', 0.9656780827464143]
['discovery', 0.9656780827464143]
['reiterate', 0.9656780827464143]
['rims', 0.9656780827464143]
['natives', 0.9656780827464143]
['chazy', 0.9656780827464143]
['schiller', 0.9656780827464143]
['rumor', 0.9656780827464143]
['pursues', 0.9656780827464143]
['contests', 0.9656780827464143]
['objurgatory', 0.9656780827464143]
['row', 0.9656780827464143]
['illustrating', 0.9656780827464143]
['requited', 0.9656780827464143]
['confucius', 0.9656780827464143]
['critic', 0.9656780827464143]
['fern', 0.9656780827464143]
['subjection', 0.9656780827464143]
['browed', 0.9656780827464143]
['cheerfully', 0.9656780827464143]
['resembling', 0.9656780827464143]
['cheap', 0.9656780827464143]
['trot', 0.9656780827464143]
['surfaces', 0.9656780827464143]
['contract', 0.9656780827464143]
['conjointly', 0.9656780827464143]
['weed', 0.9656780827464143]
['moon', 0.9656780827464143]
['grasp', 0.9656780827464143]
['piracy', 0.9656780827464143]
['roses', 0.9656780827464143]
['lumberman', 0.9656780827464143]
['brien', 0.9656780827464143]
['sum', 0.9656780827464143]
['version', 0.9656780827464143]
['pulpit', 0.9656780827464143]
['sur', 0.9656780827464143]
['naval', 0.9656780827464143]
['flag', 0.9656780827464143]
['presumed', 0.9656780827464143]
['hunted', 0.9656780827464143]
['mathematician', 0.9656780827464143]
['intolerable', 0.9656780827464143]
['oppressed', 0.9656780827464143]
['storm', 0.9656780827464143]
['rifle', 0.9656780827464143]
['electric', 0.9656780827464143]
['till_', 0.9656780827464143]
['unbiassed', 0.9656780827464143]
['workmen', 0.9656780827464143]
['credence', 0.9656780827464143]
['try', 0.9656780827464143]
['rudolph', 0.9656780827464143]
['separately', 0.9656780827464143]
['disinclines', 0.9656780827464143]
['contrasting', 0.9656780827464143]
['elixir', 0.9656780827464143]
['lifeless', 0.9656780827464143]
['warmed', 0.9656780827464143]
['steeped', 0.9656780827464143]
['princeps', 0.9656780827464143]
['discordant', 0.9656780827464143]
['loyalty', 0.9656780827464143]
['include', 0.9656780827464143]
['disclaimer', 0.9656780827464143]
['toils', 0.9656780827464143]
['wrestling', 0.9656780827464143]
['falsity', 0.9656780827464143]
['opiates', 0.9656780827464143]
['kaleidoscopic', 0.9656780827464143]
['provoke', 0.9656780827464143]
['sidewalks', 0.9656780827464143]
['tack', 0.9656780827464143]
['whilst', 0.9656780827464143]
['arbitrations', 0.9656780827464143]
['ambition', 0.9656780827464143]
['regiomontanus', 0.9656780827464143]
['acknowledgment', 0.9656780827464143]
['vapouring', 0.9656780827464143]
['why', 0.9656780827464143]
['oscillated', 0.9656780827464143]
['pipe', 0.9656780827464143]
['married', 0.9656780827464143]
['juror', 0.9656780827464143]
['luminous', 0.9656780827464143]
['thus', 0.9656780827464143]
['geographical', 0.9656780827464143]
['volume', 0.9656780827464143]
['monastic', 0.9656780827464143]
['intimidating', 0.9656780827464143]
['conclusion', 0.9656780827464143]
['squeak', 0.9656780827464143]
['aegir', 0.9656780827464143]
['rancour', 0.9656780827464143]
['infringed', 0.9656780827464143]
['increasing', 0.9656780827464143]
['dory', 0.9656780827464143]
['_a', 0.9656780827464143]
['garment', 0.9656780827464143]
['swaths', 0.9656780827464143]
['fortnight', 0.9656780827464143]
['blinded', 0.9656780827464143]
['assured', 0.9656780827464143]
['engagement', 0.9656780827464143]
['dogmas', 0.9656780827464143]
['legs', 0.9656780827464143]
['entail', 0.9656780827464143]
['eagerly', 0.9656780827464143]
['looming', 0.9656780827464143]
['braying', 0.9656780827464143]
['flanked', 0.9656780827464143]
['disaster', 0.9656780827464143]
['fair', 0.9656780827464143]
['reprieved', 0.9656780827464143]
['drew', 0.9656780827464143]
['carbon', 0.9656780827464143]
['autoisi', 0.9656780827464143]
['readers', 0.9656780827464143]
['adventurer', 0.9656780827464143]
['life', 0.9656780827464143]
['adaptations', 0.9656780827464143]
['ilion', 0.9656780827464143]
['flippancy', 0.9656780827464143]
['forsaken', 0.9656780827464143]
['prologue', 0.9656780827464143]
['warring', 0.9656780827464143]
['gasps', 0.9656780827464143]
['therefrom', 0.9656780827464143]
['circumstantial', 0.9656780827464143]
['crutches', 0.9656780827464143]
['reorganization', 0.9656780827464143]
['divulged', 0.9656780827464143]
['cherished', 0.9656780827464143]
['valued', 0.9656780827464143]
['nether', 0.9656780827464143]
['grosser', 0.9656780827464143]
['snaps', 0.9656780827464143]
['misshapen', 0.9656780827464143]
['decades', 0.9656780827464143]
['equipage', 0.9656780827464143]
['woodcraft', 0.9656780827464143]
['rivalled', 0.9656780827464143]
['unconsciousness', 0.9656780827464143]
['flocks', 0.9656780827464143]
['agree', 0.9656780827464143]
['ac', 0.9656780827464143]
['original', 0.9656780827464143]
['crestfallen', 0.9656780827464143]
['_chug_', 0.9656780827464143]
['axis', 0.9656780827464143]
['earnings', 0.9656780827464143]
['pinted', 0.9656780827464143]
['silky', 0.9656780827464143]
['misses', 0.9656780827464143]
['attentions', 0.9656780827464143]
['historian', 0.9656780827464143]
['remembers', 0.9656780827464143]
['effecting', 0.9656780827464143]
['attacking', 0.9656780827464143]
['session', 0.9656780827464143]
['obscure', 0.9656780827464143]
['hooted', 0.9656780827464143]
['whole', 0.9656780827464143]
['volcanic', 0.9656780827464143]
['formats', 0.9656780827464143]
['lunacy', 0.9656780827464143]
['stables', 0.9656780827464143]
['be', 0.9656780827464143]
['agreement', 0.9656780827464143]
['by', 0.9656780827464143]
['forgave', 0.9656780827464143]
['primarily', 0.9656780827464143]
['impudent', 0.9656780827464143]
['imps', 0.9656780827464143]
['redeemed', 0.9656780827464143]
['walker', 0.9656780827464143]
['shrugged', 0.9656780827464143]
['disordered', 0.9656780827464143]
['herondas', 0.9656780827464143]
['let', 0.9656780827464143]
['standing', 0.9656780827464143]
['ministere', 0.9656780827464143]
['jeer', 0.9656780827464143]
['unpalatable', 0.9656780827464143]
['delightful', 0.9656780827464143]
['venom', 0.9656780827464143]
['oblong', 0.9656780827464143]
['straining', 0.9656780827464143]
['competency', 0.9656780827464143]
['_xii_', 0.9656780827464143]
['lyon', 0.9656780827464143]
['injustice', 0.9656780827464143]
['grinning', 0.9656780827464143]
['thief', 0.9656780827464143]
['unbent', 0.9656780827464143]
['footprints', 0.9656780827464143]
['cajoling', 0.9656780827464143]
['boreale', 0.9656780827464143]
['rural', 0.9656780827464143]
['29th', 0.9656780827464143]
['boats', 0.9656780827464143]
['consumes', 0.9656780827464143]
['green', 0.9656780827464143]
['greed', 0.9656780827464143]
