['intimidated', 0.9981380320967599]
['millennium', 0.9539982108274059]
['laborer', 0.9539982108274059]
['habitations', 0.9539982108274059]
['leafy', 0.9539982108274059]
['spade', 0.9539982108274059]
['treaty', 0.9539982108274059]
['mixture', 0.9539982108274059]
['moulin', 0.9539982108274059]
['shots', 0.9539982108274059]
['fiddlesticks', 0.9539982108274059]
['flowering', 0.9539982108274059]
['extracts', 0.9539982108274059]
['confidences', 0.9539982108274059]
['shadowed', 0.9539982108274059]
['bands', 0.9539982108274059]
['sanitary', 0.9539982108274059]
['escape', 0.9539982108274059]
['dante_', 0.9539982108274059]
['no', 0.9539982108274059]
['backward', 0.9539982108274059]
['advantage', 0.9539982108274059]
['lastingly', 0.9539982108274059]
['weird', 0.9539982108274059]
['seward', 0.9539982108274059]
['mcguire', 0.9539982108274059]
['laughter', 0.9539982108274059]
['slightest', 0.9539982108274059]
['harmed', 0.9539982108274059]
['sonnet', 0.9539982108274059]
['appraises', 0.9539982108274059]
['hoher', 0.9539982108274059]
['gaps', 0.9539982108274059]
['zebra', 0.9539982108274059]
['globules', 0.9539982108274059]
['explorers', 0.9539982108274059]
['impose', 0.9539982108274059]
['awfully', 0.9539982108274059]
['millions', 0.9539982108274059]
['hum', 0.9539982108274059]
['transcription', 0.9539982108274059]
['grieves', 0.9539982108274059]
['bereft', 0.9539982108274059]
['shrieks', 0.9539982108274059]
['booths', 0.9539982108274059]
['changing', 0.9539982108274059]
['except', 0.9539982108274059]
['tonya', 0.9539982108274059]
['poised', 0.9539982108274059]
['on', 0.9539982108274059]
['zealous', 0.9539982108274059]
['od', 0.9539982108274059]
['strongly', 0.9539982108274059]
['stumbled', 0.9539982108274059]
['dismayed', 0.9539982108274059]
['included', 0.9539982108274059]
['sticking', 0.9539982108274059]
['numb', 0.9539982108274059]
['paradise', 0.9539982108274059]
['thimbleful', 0.9539982108274059]
['experimenting', 0.9539982108274059]
['dispensed', 0.9539982108274059]
['pasquier', 0.9539982108274059]
['maison', 0.9539982108274059]
['awakens', 0.9539982108274059]
['camel', 0.9539982108274059]
['windings', 0.9539982108274059]
['succeed', 0.9539982108274059]
['duc', 0.9539982108274059]
['pigmies', 0.9539982108274059]
['leans', 0.9539982108274059]
['arrives', 0.9539982108274059]
['persuasive', 0.9539982108274059]
['rocklike', 0.9539982108274059]
['tinker', 0.9539982108274059]
['mingled', 0.9539982108274059]
['bleeds', 0.9539982108274059]
['creaked', 0.9539982108274059]
['chirp', 0.9539982108274059]
['lowland', 0.9539982108274059]
['hears', 0.9539982108274059]
['tension', 0.9539982108274059]
['disinterestedness', 0.9539982108274059]
['straps', 0.9539982108274059]
['indignantly', 0.9539982108274059]
['profound', 0.9539982108274059]
['straightest', 0.9539982108274059]
['vehement', 0.9539982108274059]
['regards', 0.9539982108274059]
['chattered', 0.9539982108274059]
['patients', 0.9539982108274059]
['westward', 0.9539982108274059]
['tribulation', 0.9539982108274059]
['keays', 0.9539982108274059]
['torpedo', 0.9539982108274059]
['montmartre', 0.9539982108274059]
['interstices', 0.9539982108274059]
['mutual', 0.9539982108274059]
['accentuee', 0.9539982108274059]
['owe', 0.9539982108274059]
['vassals', 0.9539982108274059]
['relieving', 0.9539982108274059]
['thunder', 0.9539982108274059]
['afterguard', 0.9539982108274059]
['pompiers', 0.9539982108274059]
['interrupt', 0.9539982108274059]
['towered', 0.9539982108274059]
['series', 0.9539982108274059]
['clarence', 0.9539982108274059]
['tempting', 0.9539982108274059]
['sallied', 0.9539982108274059]
['parthians', 0.9539982108274059]
['shrubs', 0.9539982108274059]
['promenades', 0.9539982108274059]
['camp', 0.9539982108274059]
['rotary', 0.9539982108274059]
['joodicious', 0.9539982108274059]
['appalling', 0.9539982108274059]
['chirped', 0.9539982108274059]
['parlez', 0.9539982108274059]
['superhuman', 0.9539982108274059]
['worker', 0.9539982108274059]
['woollen', 0.9539982108274059]
['voyages', 0.9539982108274059]
['spectacles', 0.9539982108274059]
['innocent', 0.9539982108274059]
['atterley', 0.9539982108274059]
['clawlike', 0.9539982108274059]
['polytechnique', 0.9539982108274059]
['enemies', 0.9539982108274059]
['shakes', 0.9539982108274059]
['otter', 0.9539982108274059]
['wetness', 0.9539982108274059]
['disclosing', 0.9539982108274059]
['98', 0.9539982108274059]
['logically', 0.9539982108274059]
['papal', 0.9539982108274059]
['theoretical', 0.9539982108274059]
['chaucer', 0.9539982108274059]
['undertook', 0.9539982108274059]
['mused', 0.9539982108274059]
['chaining', 0.9539982108274059]
['squares', 0.9539982108274059]
['hoogley', 0.9539982108274059]
['buries', 0.9539982108274059]
['argument', 0.9539982108274059]
['instructed', 0.9539982108274059]
['masse', 0.9539982108274059]
['law_', 0.9539982108274059]
['commissariat', 0.9539982108274059]
['merit', 0.9539982108274059]
['clank', 0.9539982108274059]
['priest', 0.9539982108274059]
['worries', 0.9539982108274059]
['overflowed', 0.9539982108274059]
['ascribed', 0.9539982108274059]
['reichemberg', 0.9539982108274059]
['belie', 0.9539982108274059]
['pastimes', 0.9539982108274059]
['gist', 0.9539982108274059]
['rest', 0.9539982108274059]
['starving', 0.9539982108274059]
['kennel', 0.9539982108274059]
['tireless', 0.9539982108274059]
['october', 0.9539982108274059]
['biassed', 0.9539982108274059]
['beaks', 0.9539982108274059]
['mast', 0.9539982108274059]
['diary', 0.9539982108274059]
['coquetry', 0.9539982108274059]
['pedant', 0.9539982108274059]
['foundations', 0.9539982108274059]
['_am_', 0.9539982108274059]
['fiercely', 0.9539982108274059]
['rise_', 0.9539982108274059]
['castle', 0.9539982108274059]
['celer', 0.9539982108274059]
['rooted', 0.9539982108274059]
['fishermen', 0.9539982108274059]
['beforehand', 0.9539982108274059]
['commotion', 0.9539982108274059]
['wedded', 0.9539982108274059]
['golf', 0.9539982108274059]
['jade', 0.9539982108274059]
['diminution', 0.9539982108274059]
['adjoining', 0.9539982108274059]
['frosty', 0.9539982108274059]
['raced', 0.9539982108274059]
['forgiveness', 0.9539982108274059]
['redistribution', 0.9539982108274059]
['orbs', 0.9539982108274059]
['continue', 0.9539982108274059]
['curious', 0.9539982108274059]
['forearms', 0.9539982108274059]
['exposed', 0.9539982108274059]
['suit', 0.9539982108274059]
['inches', 0.9539982108274059]
['graciously', 0.9539982108274059]
['slums', 0.9539982108274059]
['us', 0.9539982108274059]
['freighted', 0.9539982108274059]
['procuring', 0.9539982108274059]
['mixing', 0.9539982108274059]
['isaiah', 0.9539982108274059]
['1409', 0.9539982108274059]
['expresses', 0.9539982108274059]
['mysteries', 0.9539982108274059]
['legendary', 0.9539982108274059]
['britons', 0.9539982108274059]
['bled', 0.9539982108274059]
['waffles', 0.9539982108274059]
['sculling', 0.9539982108274059]
['countrymen', 0.9539982108274059]
['kipling', 0.9539982108274059]
['handle', 0.9539982108274059]
['sanely', 0.9539982108274059]
['piston', 0.9539982108274059]
['snowfall', 0.9539982108274059]
['outsider', 0.9539982108274059]
['genghis', 0.9539982108274059]
['concerted', 0.9539982108274059]
['rooms', 0.9539982108274059]
['sketching', 0.9539982108274059]
['int', 0.9539982108274059]
['revanche', 0.9539982108274059]
['mansion', 0.9539982108274059]
['pedro', 0.9539982108274059]
['sped', 0.9539982108274059]
['jacob', 0.9539982108274059]
['horn', 0.9539982108274059]
['chef', 0.9539982108274059]
['watchers', 0.9539982108274059]
['transparence', 0.9539982108274059]
['augustines', 0.9539982108274059]
['tornadoes', 0.9539982108274059]
['farce', 0.9539982108274059]
['interview', 0.9539982108274059]
['haste', 0.9539982108274059]
['bespeak', 0.9539982108274059]
['remorse', 0.9539982108274059]
['minus', 0.9539982108274059]
['necktie', 0.9539982108274059]
['laden', 0.9539982108274059]
['latter', 0.9539982108274059]
['exercises', 0.9539982108274059]
['headlong', 0.9539982108274059]
['miserable', 0.9539982108274059]
['oblivious', 0.9539982108274059]
['comicall', 0.9539982108274059]
['jabbering', 0.9539982108274059]
['comfortable', 0.9539982108274059]
['board', 0.9539982108274059]
['chaff', 0.9539982108274059]
['months', 0.9539982108274059]
['difficiles', 0.9539982108274059]
['wax', 0.9539982108274059]
['inquiring', 0.9539982108274059]
['welcome', 0.9539982108274059]
['scarcity', 0.9539982108274059]
['uniform', 0.9539982108274059]
['coerced', 0.9539982108274059]
['emphasising', 0.9539982108274059]
['starless', 0.9539982108274059]
['vicinity', 0.9539982108274059]
['forms', 0.9539982108274059]
['worshiped', 0.9539982108274059]
['nutrition', 0.9539982108274059]
['troublesome', 0.9539982108274059]
['slay', 0.9539982108274059]
['overcoming', 0.9539982108274059]
['fifty', 0.9539982108274059]
['cannon', 0.9539982108274059]
['effectual', 0.9539982108274059]
['girdles', 0.9539982108274059]
['gleamed', 0.9539982108274059]
['receded', 0.9539982108274059]
['sibbern', 0.9539982108274059]
['unteachable', 0.9539982108274059]
['accommodating', 0.9539982108274059]
['trick', 0.9539982108274059]
['commanded', 0.9539982108274059]
['followers', 0.9539982108274059]
['thunderbolt', 0.9539982108274059]
['closest', 0.9539982108274059]
['favorites', 0.9539982108274059]
['skulking', 0.9539982108274059]
['throb', 0.9539982108274059]
['dashin', 0.9539982108274059]
['preconcerted', 0.9539982108274059]
['patrimonial', 0.9539982108274059]
['tellin', 0.9539982108274059]
['tendencies', 0.9539982108274059]
['hypochondria', 0.9539982108274059]
['recuperated', 0.9539982108274059]
['contains', 0.9539982108274059]
['propounded', 0.9539982108274059]
['stinging', 0.9539982108274059]
['archipelago', 0.9539982108274059]
['firmly', 0.9539982108274059]
['calms', 0.9539982108274059]
['complexions', 0.9539982108274059]
['bustle', 0.9539982108274059]
['help', 0.9539982108274059]
['muscalunge', 0.9539982108274059]
['sketched', 0.9539982108274059]
['issue', 0.9539982108274059]
['arbitration', 0.9539982108274059]
['irrefragable', 0.9539982108274059]
['experienced', 0.9539982108274059]
['usual', 0.9539982108274059]
['hesitating', 0.9539982108274059]
['constellation', 0.9539982108274059]
['distinguish', 0.9539982108274059]
['unrestrained', 0.9539982108274059]
['bidding', 0.9539982108274059]
['10007', 0.9539982108274059]
['gamy', 0.9539982108274059]
['crawled', 0.9539982108274059]
['sorbonne', 0.9539982108274059]
['works', 0.9539982108274059]
['shiny', 0.9539982108274059]
['convex', 0.9539982108274059]
['sullen', 0.9539982108274059]
['pretended', 0.9539982108274059]
['behalf', 0.9539982108274059]
['suite', 0.9539982108274059]
['virtuous', 0.9539982108274059]
['denunciations', 0.9539982108274059]
['meandering', 0.9539982108274059]
['spurzheim', 0.9539982108274059]
['win', 0.9539982108274059]
['bernhardt', 0.9539982108274059]
['crossed', 0.9539982108274059]
['circular', 0.9539982108274059]
['legions', 0.9539982108274059]
['conceiving', 0.9539982108274059]
['counterpart', 0.9539982108274059]
['hitching', 0.9539982108274059]
['manifestation', 0.9539982108274059]
['lectures', 0.9539982108274059]
['quarantine', 0.9539982108274059]
['amphibia', 0.9539982108274059]
['merino', 0.9539982108274059]
['portent', 0.9539982108274059]
['supernatural', 0.9539982108274059]
['allotted', 0.9539982108274059]
['kings', 0.9539982108274059]
['schoolgirls', 0.9539982108274059]
['cordilleras', 0.9539982108274059]
['swinging', 0.9539982108274059]
['bucks', 0.9539982108274059]
['trooping', 0.9539982108274059]
['fortification', 0.9539982108274059]
['underground', 0.9539982108274059]
['_ix_', 0.9539982108274059]
['dammed', 0.9539982108274059]
['fierce', 0.9539982108274059]
['spree', 0.9539982108274059]
['well', 0.9539982108274059]
['englander', 0.9539982108274059]
['mistakes', 0.9539982108274059]
['phenomena', 0.9539982108274059]
['november_', 0.9539982108274059]
['pestilence', 0.9539982108274059]
['entr', 0.9539982108274059]
['hazy', 0.9539982108274059]
['haze', 0.9539982108274059]
['besides', 0.9539982108274059]
['ware', 0.9539982108274059]
['commencing', 0.9539982108274059]
['bone', 0.9539982108274059]
['shirking', 0.9539982108274059]
['quaintly', 0.9539982108274059]
['_beginneth', 0.9539982108274059]
['struggle', 0.9539982108274059]
['burmans', 0.9539982108274059]
['thereon', 0.9539982108274059]
['juster', 0.9539982108274059]
['enabled', 0.9539982108274059]
['preparation', 0.9539982108274059]
['extracting', 0.9539982108274059]
['seer', 0.9539982108274059]
['doc', 0.9539982108274059]
['alarm', 0.9539982108274059]
['mollusca', 0.9539982108274059]
['dog', 0.9539982108274059]
['dunghill', 0.9539982108274059]
['principle', 0.9539982108274059]
['patter', 0.9539982108274059]
['patted', 0.9539982108274059]
['04', 0.9539982108274059]
['maigre_', 0.9539982108274059]
['uselessly', 0.9539982108274059]
['riley', 0.9539982108274059]
['belly', 0.9539982108274059]
['unfortunate', 0.9539982108274059]
['sodden', 0.9539982108274059]
['serviette', 0.9539982108274059]
['prairies', 0.9539982108274059]
['restate', 0.9539982108274059]
['decazes', 0.9539982108274059]
['teeth', 0.9539982108274059]
['trended', 0.9539982108274059]
['thither_', 0.9539982108274059]
['arbor', 0.9539982108274059]
['swayed', 0.9539982108274059]
['mad', 0.9539982108274059]
['scrambling', 0.9539982108274059]
['smudge', 0.9539982108274059]
['demanding', 0.9539982108274059]
['org', 0.9539982108274059]
['little', 0.9539982108274059]
['murky', 0.9539982108274059]
['show', 0.9539982108274059]
['plump', 0.9539982108274059]
['icily', 0.9539982108274059]
['canto', 0.9539982108274059]
['cornered', 0.9539982108274059]
['ambassadors', 0.9539982108274059]
['undershirt', 0.9539982108274059]
['shingles', 0.9539982108274059]
['squally', 0.9539982108274059]
['niceties', 0.9539982108274059]
['vistas', 0.9539982108274059]
['lodgings', 0.9539982108274059]
['slung', 0.9539982108274059]
['turnips', 0.9539982108274059]
['mayest', 0.9539982108274059]
['enmity', 0.9539982108274059]
['two', 0.9539982108274059]
['gravely', 0.9539982108274059]
['attain', 0.9539982108274059]
['advice', 0.9539982108274059]
['playing', 0.9539982108274059]
['predisposed', 0.9539982108274059]
['undefiled', 0.9539982108274059]
['noticing', 0.9539982108274059]
['inception', 0.9539982108274059]
['complain', 0.9539982108274059]
['fish', 0.9539982108274059]
['hard', 0.9539982108274059]
['hart', 0.9539982108274059]
['orient', 0.9539982108274059]
['childish', 0.9539982108274059]
['members', 0.9539982108274059]
['laughable', 0.9539982108274059]
['revive', 0.9539982108274059]
['regulation', 0.9539982108274059]
['insufferably', 0.9539982108274059]
['ruin', 0.9539982108274059]
['distributes', 0.9539982108274059]
['silk', 0.9539982108274059]
['sill', 0.9539982108274059]
['merchandise', 0.9539982108274059]
['contagious', 0.9539982108274059]
['changeable', 0.9539982108274059]
['fane', 0.9539982108274059]
['distraught', 0.9539982108274059]
['burned', 0.9539982108274059]
['geological', 0.9539982108274059]
['kernels', 0.9539982108274059]
['llana', 0.9539982108274059]
['soeur', 0.9539982108274059]
['recht', 0.9539982108274059]
['wherein', 0.9539982108274059]
['husbands', 0.9539982108274059]
['predecessors', 0.9539982108274059]
['shakrack', 0.9539982108274059]
['deliberately', 0.9539982108274059]
['valueless', 0.9539982108274059]
['judgement', 0.9539982108274059]
['hissin', 0.9539982108274059]
['obliged', 0.9539982108274059]
['jewelry', 0.9539982108274059]
['aversion', 0.9539982108274059]
['caraccas', 0.9539982108274059]
['necks', 0.9539982108274059]
['cesspools', 0.9539982108274059]
['prepared', 0.9539982108274059]
['cynthia', 0.9539982108274059]
['ennemi', 0.9539982108274059]
['pipes', 0.9539982108274059]
['piper', 0.9539982108274059]
['paddle', 0.9539982108274059]
['infantry', 0.9539982108274059]
['bluff', 0.9539982108274059]
['terrier', 0.9539982108274059]
['bind', 0.9539982108274059]
['diminutive', 0.9539982108274059]
['lettres', 0.9539982108274059]
['freshness', 0.9539982108274059]
['mate', 0.9539982108274059]
['afterward', 0.9539982108274059]
['strategic', 0.9539982108274059]
['gasping', 0.9539982108274059]
['staff', 0.9539982108274059]
['inspiring', 0.9539982108274059]
['greece', 0.9539982108274059]
['awaits', 0.9539982108274059]
['accents', 0.9539982108274059]
['dissent', 0.9539982108274059]
['shantied', 0.9539982108274059]
['pampered', 0.9539982108274059]
['repeated', 0.9539982108274059]
['littered', 0.9539982108274059]
['traceries', 0.9539982108274059]
['repenting', 0.9539982108274059]
['sibilance', 0.9539982108274059]
['undulation', 0.9539982108274059]
['strap', 0.9539982108274059]
['moisten', 0.9539982108274059]
['clapped', 0.9539982108274059]
['eugene', 0.9539982108274059]
['potatoes', 0.9539982108274059]
['frantically', 0.9539982108274059]
['wariness', 0.9539982108274059]
['heavenly', 0.9539982108274059]
['masterpiece', 0.9539982108274059]
['hopeless', 0.9539982108274059]
['hearing', 0.9539982108274059]
['flippant', 0.9539982108274059]
['wrapped', 0.9539982108274059]
['wardrobe', 0.9539982108274059]
['garlanded', 0.9539982108274059]
['snow', 0.9539982108274059]
['yang', 0.9539982108274059]
['announce', 0.9539982108274059]
['glided', 0.9539982108274059]
['mending', 0.9539982108274059]
['splendor', 0.9539982108274059]
['footway', 0.9539982108274059]
['plus', 0.9539982108274059]
['git', 0.9539982108274059]
['whereas', 0.9539982108274059]
['intimacy', 0.9539982108274059]
['rushin', 0.9539982108274059]
['dion', 0.9539982108274059]
['obsolete', 0.9539982108274059]
['disliked', 0.9539982108274059]
['furnishes', 0.9539982108274059]
['staterooms', 0.9539982108274059]
['flutter', 0.9539982108274059]
['population', 0.9539982108274059]
['sere', 0.9539982108274059]
['michele', 0.9539982108274059]
['warhorse', 0.9539982108274059]
['pinin', 0.9539982108274059]
['priests', 0.9539982108274059]
['afterwards', 0.9539982108274059]
['60', 0.9539982108274059]
['vowed', 0.9539982108274059]
['actions', 0.9539982108274059]
['satin', 0.9539982108274059]
['incurring', 0.9539982108274059]
['saunter_', 0.9539982108274059]
['augustus', 0.9539982108274059]
['diverges', 0.9539982108274059]
['babylon', 0.9539982108274059]
['quizzical', 0.9539982108274059]
['warship', 0.9539982108274059]
['weaknesses', 0.9539982108274059]
['outrages', 0.9539982108274059]
['accompli', 0.9539982108274059]
['communities', 0.9539982108274059]
['marcus', 0.9539982108274059]
['characterizes', 0.9539982108274059]
['murmured', 0.9539982108274059]
['friendship', 0.9539982108274059]
['sailor', 0.9539982108274059]
['notify', 0.9539982108274059]
['fees', 0.9539982108274059]
['uncommonly', 0.9539982108274059]
['displacing', 0.9539982108274059]
['79', 0.9539982108274059]
['unsuited', 0.9539982108274059]
['beautifully', 0.9539982108274059]
['latin', 0.9539982108274059]
['political', 0.9539982108274059]
['earthward', 0.9539982108274059]
['shaped', 0.9539982108274059]
['distrust', 0.9539982108274059]
['emanate', 0.9539982108274059]
['sprightly', 0.9539982108274059]
['analyze', 0.9539982108274059]
['individuality', 0.9539982108274059]
['vica', 0.9539982108274059]
['appeased', 0.9539982108274059]
['coolly', 0.9539982108274059]
['material', 0.9539982108274059]
['decapitate', 0.9539982108274059]
['weaver', 0.9539982108274059]
['unwashed', 0.9539982108274059]
['july', 0.9539982108274059]
['squealing', 0.9539982108274059]
['inspirations', 0.9539982108274059]
['unmoved', 0.9539982108274059]
['offending', 0.9539982108274059]
['gutter', 0.9539982108274059]
['riveted', 0.9539982108274059]
['recollection', 0.9539982108274059]
['concourse', 0.9539982108274059]
['_iliad_', 0.9539982108274059]
['tumble', 0.9539982108274059]
['desolations', 0.9539982108274059]
['below', 0.9539982108274059]
['_debris_', 0.9539982108274059]
['comporting', 0.9539982108274059]
['eligible', 0.9539982108274059]
['elegant', 0.9539982108274059]
['herd', 0.9539982108274059]
['occupying', 0.9539982108274059]
['until', 0.9539982108274059]
['hold', 0.9539982108274059]
['94', 0.9539982108274059]
['accomplishment', 0.9539982108274059]
['sweeter', 0.9539982108274059]
['gameness', 0.9539982108274059]
['drying', 0.9539982108274059]
['classify', 0.9539982108274059]
['dreamer', 0.9539982108274059]
['snakes', 0.9539982108274059]
['spider', 0.9539982108274059]
['contracting', 0.9539982108274059]
['shelved', 0.9539982108274059]
['rond', 0.9539982108274059]
['bitter', 0.9539982108274059]
['acquisition', 0.9539982108274059]
['droppings', 0.9539982108274059]
['prie', 0.9539982108274059]
['release', 0.9539982108274059]
['friability', 0.9539982108274059]
['pity', 0.9539982108274059]
['confusedly', 0.9539982108274059]
['tune', 0.9539982108274059]
['exclaiming', 0.9539982108274059]
['betimes', 0.9539982108274059]
['pondered', 0.9539982108274059]
['slightly', 0.9539982108274059]
['floor', 0.9539982108274059]
['grammatical', 0.9539982108274059]
['steamship', 0.9539982108274059]
['rolling', 0.9539982108274059]
['nager', 0.9539982108274059]
['insignificant', 0.9539982108274059]
['climax', 0.9539982108274059]
['conveying', 0.9539982108274059]
['superiors', 0.9539982108274059]
['undisguised', 0.9539982108274059]
['massive', 0.9539982108274059]
['puny', 0.9539982108274059]
['anapaests', 0.9539982108274059]
['draft', 0.9539982108274059]
['realization', 0.9539982108274059]
['proving', 0.9539982108274059]
['sat', 0.9539982108274059]
['sale', 0.9539982108274059]
['defeating', 0.9539982108274059]
['landlady', 0.9539982108274059]
['pegasi', 0.9539982108274059]
['where', 0.9539982108274059]
['gratefully', 0.9539982108274059]
['spare', 0.9539982108274059]
['spark', 0.9539982108274059]
['suppressed', 0.9539982108274059]
['companionship', 0.9539982108274059]
['canoes', 0.9539982108274059]
['petulance', 0.9539982108274059]
['dumont', 0.9539982108274059]
['_diamon', 0.9539982108274059]
['travelin', 0.9539982108274059]
['favorite', 0.9539982108274059]
['slender', 0.9539982108274059]
['amusedly', 0.9539982108274059]
['futile', 0.9539982108274059]
['graduate', 0.9539982108274059]
['laying', 0.9539982108274059]
['imperceptibly', 0.9539982108274059]
['vii', 0.9539982108274059]
['revelled', 0.9539982108274059]
['utterness', 0.9539982108274059]
['incessantly', 0.9539982108274059]
['locking', 0.9539982108274059]
['snobs', 0.9539982108274059]
['critters', 0.9539982108274059]
['forwards', 0.9539982108274059]
['florist', 0.9539982108274059]
['fuller', 0.9539982108274059]
['dumbly', 0.9539982108274059]
['loaf', 0.9539982108274059]
['convicted', 0.9539982108274059]
['silenced', 0.9539982108274059]
['reinstalled', 0.9539982108274059]
['kissing', 0.9539982108274059]
['robin', 0.9539982108274059]
['crying', 0.9539982108274059]
['flannel', 0.9539982108274059]
['imposes', 0.9539982108274059]
['complainingly', 0.9539982108274059]
['repair', 0.9539982108274059]
['surpassing', 0.9539982108274059]
['patissiers', 0.9539982108274059]
['candidating', 0.9539982108274059]
['ago', 0.9539982108274059]
['furthest', 0.9539982108274059]
['continues', 0.9539982108274059]
['nussed', 0.9539982108274059]
['marry', 0.9539982108274059]
['hereditary', 0.9539982108274059]
['respectively', 0.9539982108274059]
['great', 0.9539982108274059]
['grandchild', 0.9539982108274059]
['infamy', 0.9539982108274059]
['dealings', 0.9539982108274059]
['balls', 0.9539982108274059]
['retreated', 0.9539982108274059]
['this', 0.9539982108274059]
['establishment', 0.9539982108274059]
['puckered', 0.9539982108274059]
['producer', 0.9539982108274059]
['trysting', 0.9539982108274059]
['bolting', 0.9539982108274059]
['transparent', 0.9539982108274059]
['undertaking', 0.9539982108274059]
['societe', 0.9539982108274059]
['society', 0.9539982108274059]
['perish', 0.9539982108274059]
['republique', 0.9539982108274059]
['accompany', 0.9539982108274059]
['theosophy', 0.9539982108274059]
['inscriptions', 0.9539982108274059]
['triumphal', 0.9539982108274059]
['05', 0.9539982108274059]
['wounded', 0.9539982108274059]
['trivial', 0.9539982108274059]
['interrogatively', 0.9539982108274059]
['poured', 0.9539982108274059]
['height', 0.9539982108274059]
['keystone', 0.9539982108274059]
['spots', 0.9539982108274059]
['monument', 0.9539982108274059]
['saves', 0.9539982108274059]
['votes', 0.9539982108274059]
['voted', 0.9539982108274059]
['furrowed', 0.9539982108274059]
['courrier', 0.9539982108274059]
['quaking', 0.9539982108274059]
['7th', 0.9539982108274059]
['incompatible', 0.9539982108274059]
['consisting', 0.9539982108274059]
['ignominious', 0.9539982108274059]
['eclipse', 0.9539982108274059]
['india', 0.9539982108274059]
['unlighted', 0.9539982108274059]
['lap', 0.9539982108274059]
['fan', 0.9539982108274059]
['fantastics', 0.9539982108274059]
['oppose', 0.9539982108274059]
['upshot', 0.9539982108274059]
['target', 0.9539982108274059]
['contrasted', 0.9539982108274059]
['conelike', 0.9539982108274059]
['confidingly', 0.9539982108274059]
['circled', 0.9539982108274059]
['sharks', 0.9539982108274059]
['versed', 0.9539982108274059]
['pursuing', 0.9539982108274059]
['steel', 0.9539982108274059]
['maclaren', 0.9539982108274059]
['overgrown', 0.9539982108274059]
['wider', 0.9539982108274059]
['allurement', 0.9539982108274059]
['hoist', 0.9539982108274059]
['_illustrations', 0.9539982108274059]
['outcries', 0.9539982108274059]
['schermerhorn', 0.9539982108274059]
['exile', 0.9539982108274059]
['pandit', 0.9539982108274059]
['horizon', 0.9539982108274059]
['treble', 0.9539982108274059]
['prisoners', 0.9539982108274059]
['maxim', 0.9539982108274059]
['maddest', 0.9539982108274059]
['wintry', 0.9539982108274059]
['dace', 0.9539982108274059]
['shrine', 0.9539982108274059]
['sighted', 0.9539982108274059]
['comeliness', 0.9539982108274059]
['provision', 0.9539982108274059]
['cairo', 0.9539982108274059]
['couldn', 0.9539982108274059]
['yourself', 0.9539982108274059]
['jutted', 0.9539982108274059]
['flatly', 0.9539982108274059]
['complexion', 0.9539982108274059]
['whipped', 0.9539982108274059]
['notice', 0.9539982108274059]
['pluck', 0.9539982108274059]
['wreaths', 0.9539982108274059]
['odes', 0.9539982108274059]
['centuries', 0.9539982108274059]
['despatched', 0.9539982108274059]
['fidgeted', 0.9539982108274059]
['laboratories', 0.9539982108274059]
['wrecks', 0.9539982108274059]
['bellamy', 0.9539982108274059]
['forks', 0.9539982108274059]
['cats', 0.9539982108274059]
['scanned', 0.9539982108274059]
['_work_', 0.9539982108274059]
['repay', 0.9539982108274059]
['profits', 0.9539982108274059]
['rogue', 0.9539982108274059]
['gyves', 0.9539982108274059]
['casual', 0.9539982108274059]
['obtrude', 0.9539982108274059]
['zanzibar', 0.9539982108274059]
['grizzled', 0.9539982108274059]
['moaning', 0.9539982108274059]
['lycees', 0.9539982108274059]
['attendants', 0.9539982108274059]
['concentration', 0.9539982108274059]
['lid', 0.9539982108274059]
['chirruped', 0.9539982108274059]
['celebrities', 0.9539982108274059]
['cords', 0.9539982108274059]
['basement', 0.9539982108274059]
['exhibiting', 0.9539982108274059]
['probably', 0.9539982108274059]
['craters', 0.9539982108274059]
['gaunt', 0.9539982108274059]
['mumble', 0.9539982108274059]
['arrest', 0.9539982108274059]
['loosened', 0.9539982108274059]
['poland', 0.9539982108274059]
['saddles', 0.9539982108274059]
['guest_', 0.9539982108274059]
['react', 0.9539982108274059]
['tracing', 0.9539982108274059]
['hinge', 0.9539982108274059]
['bewilders', 0.9539982108274059]
['electrical', 0.9539982108274059]
['nay', 0.9539982108274059]
['militaire', 0.9539982108274059]
['exits', 0.9539982108274059]
['carter', 0.9539982108274059]
['prescribe', 0.9539982108274059]
['daybreak', 0.9539982108274059]
['nonchalance', 0.9539982108274059]
['vehicle', 0.9539982108274059]
['becomes', 0.9539982108274059]
['immoral', 0.9539982108274059]
['crazed', 0.9539982108274059]
['seniors', 0.9539982108274059]
['strokes', 0.9539982108274059]
['pities', 0.9539982108274059]
['bears', 0.9539982108274059]
['powder', 0.9539982108274059]
['poet', 0.9539982108274059]
['uplifted', 0.9539982108274059]
['senses', 0.9539982108274059]
['chalk', 0.9539982108274059]
['coating', 0.9539982108274059]
['balloon', 0.9539982108274059]
['theodor', 0.9539982108274059]
['contests_', 0.9539982108274059]
['lured', 0.9539982108274059]
['sleighs', 0.9539982108274059]
['balkans', 0.9539982108274059]
['madame', 0.9539982108274059]
['penny', 0.9539982108274059]
['cavalry', 0.9539982108274059]
['ecstatic', 0.9539982108274059]
['portion', 0.9539982108274059]
['spouts', 0.9539982108274059]
['secondly', 0.9539982108274059]
['even', 0.9539982108274059]
['ever', 0.9539982108274059]
['eyebrows', 0.9539982108274059]
['calm', 0.9539982108274059]
