['topics', 0.9984062444837749]
['hound', 0.9101634168156655]
['correspondents', 0.9098909927715777]
['credibly', 0.9098433992344818]
['spite', 0.9098065617958165]
['case', 0.9097177566762444]
['quiver', 0.9096663601473963]
['favorable', 0.909639957563909]
['ague', 0.9096392129421258]
['sociable', 0.9094128611657002]
['sobs', 0.9093671682339792]
['billowing', 0.9090899263029688]
['unanswered', 0.908923617124533]
['ritho', 0.9089215637524934]
['mocked', 0.9088968261716852]
['peered', 0.9088439147932322]
['few', 0.9088115600420267]
['salvage', 0.9085725070099897]
['hymn', 0.9085725070099897]
['pulsating', 0.9082256645910407]
['whistlin', 0.9081030435133653]
['perplexed', 0.9080884869422217]
['realizes', 0.9079799377465152]
['sheep', 0.9079799377465152]
['russian', 0.9079799377465152]
['issuing', 0.9079799377465152]
['_status_', 0.9078574107701287]
['despondency', 0.9076612189938852]
['melting', 0.90757020144749]
['1827', 0.90757020144749]
['chairman', 0.90757020144749]
['tartars', 0.90757020144749]
['parched', 0.90757020144749]
['sculptor', 0.9075588152165243]
['thirdly', 0.9074488094875192]
['hosts', 0.9074197707481293]
['unhappy', 0.9070655297681978]
['returnless', 0.9067818625090909]
['curate', 0.9064422613841019]
['gros', 0.9064306952450415]
['occur', 0.9064151680000895]
['visitation', 0.9063737795193386]
['falsified', 0.9062683791282067]
['brewing', 0.9062321940176109]
['ducks', 0.9061411794856241]
['yourselves', 0.9060180911325517]
['pluto', 0.9059261399355734]
['saint', 0.9059089694936967]
['blind', 0.9057295272890843]
['liegt', 0.9056431893852538]
['european', 0.9056307858583048]
['anyone', 0.9054571015471139]
['sprawling', 0.9054447808858859]
['aristoph', 0.9052086471554126]
['lanterns', 0.905094088077251]
['preacher', 0.9050865588204409]
['pursued', 0.9050089185963114]
['omnipotence', 0.9050032669891908]
['doubtfully', 0.9050032669891908]
['_siesta_', 0.9050032669891908]
['nourishment', 0.9050032669891908]
['republic', 0.9050032669891908]
['creations', 0.9050032669891908]
['unstrung', 0.9050032669891908]
['attends', 0.9050032669891908]
['cultivatin', 0.9050032669891908]
['weak', 0.9050032669891908]
['godly', 0.9050032669891908]
['hunder', 0.9050032669891908]
['hircarrahs', 0.9050032669891908]
['grands', 0.9050032669891908]
['informed', 0.9049986280818025]
['_first', 0.9049533953710136]
['craftily', 0.9048644036571138]
['performing', 0.9048562319574277]
['resorted', 0.9046612986115423]
['sumptuous', 0.90435061264731]
['tsientang', 0.90435061264731]
['swan', 0.90435061264731]
['drugged', 0.90435061264731]
['lifts', 0.90435061264731]
['wireless', 0.90435061264731]
['maitresse', 0.90435061264731]
['provisoire', 0.90435061264731]
['replacement', 0.90435061264731]
['foreseen', 0.90435061264731]
['inverted', 0.90435061264731]
['ampolle', 0.90435061264731]
['pleuritic', 0.90435061264731]
['leo', 0.90435061264731]
['recant', 0.90435061264731]
['fluency', 0.90435061264731]
['wonderingly', 0.90435061264731]
['unfastened', 0.90435061264731]
['languid', 0.90435061264731]
['friends', 0.90435061264731]
['gateway', 0.90435061264731]
['alphabetical', 0.90435061264731]
['imposed', 0.90435061264731]
['dainty', 0.90435061264731]
['lament', 0.90435061264731]
['_filicopo_', 0.90435061264731]
['pandemonium', 0.90435061264731]
['overhead', 0.90435061264731]
['cogitation', 0.90435061264731]
['three', 0.90435061264731]
['discharged', 0.90435061264731]
['irawaddi', 0.90435061264731]
['grouper', 0.90435061264731]
['ceremonious', 0.9043276440879328]
['symbola', 0.9043258889358037]
['damnable', 0.9043258889358037]
['secretaries', 0.9043258889358037]
['devious', 0.9043258889358037]
['alternate', 0.9043258889358037]
['meadows', 0.9043258889358037]
['representatives', 0.9043258889358037]
['slim', 0.9043258889358037]
['mingling', 0.9043258889358037]
['rebuking', 0.9043258889358037]
['spotted', 0.9043258889358037]
['sees', 0.9043258889358037]
['imachin', 0.9043258889358037]
['reek', 0.9043258889358037]
['footpath', 0.9041314153446833]
['sufficiently', 0.9040389125091456]
['shrugs', 0.9039039462809298]
['montreal', 0.9037302840232598]
['lethargy', 0.9036871105267877]
['formality', 0.9036462586521528]
['seizing', 0.903390560440509]
['unmeasured', 0.9032631520427729]
['sundown', 0.9029672579299496]
['op', 0.9026190929460997]
['scatters', 0.9025933284944943]
['dozens', 0.9024138717329011]
['dost', 0.9023907787109577]
['business', 0.9023907787109577]
['archive', 0.9022758405851723]
['sisters', 0.902196476332708]
['finality', 0.9020167606460499]
['rapping', 0.901982204155678]
['bet', 0.901606124630542]
['moves', 0.9015848621206963]
['states', 0.9015246400708483]
['appointment', 0.9011884440578636]
['emperor', 0.9011530466144512]
['schermie', 0.9010163174872002]
['blowholes', 0.9009329554021589]
['rideau', 0.9009167295172301]
['snap', 0.900839214688556]
['debased', 0.9008149361180374]
['unnameable', 0.9008149361180374]
['sheets', 0.9008149361180374]
['tact', 0.9007984689205711]
['exhausts', 0.9005263426366639]
['repent', 0.9005184047410048]
['cr', 0.9004254695999789]
['waitin', 0.9004254695999789]
['wisps', 0.9004254695999789]
['prerogative', 0.9004254695999789]
['accepted', 0.900346939436892]
['synonymous', 0.900293927992726]
['rate', 0.9001929622857446]
['do', 0.9001641901359603]
['bos', 0.9000950793730219]
['bend', 0.9000432089009036]
['ancestor', 0.9000432089009036]
['pledge', 0.900005969673339]
