['canace', 0.9992241614889734]
['trysting', 0.9219286274830722]
['bolting', 0.9219286274830722]
['transparent', 0.9219286274830722]
['undertaking', 0.9219286274830722]
['societe', 0.9219286274830722]
['society', 0.9219286274830722]
['perish', 0.9219286274830722]
['republique', 0.9219286274830722]
['accompany', 0.9219286274830722]
['theosophy', 0.9219286274830722]
['inscriptions', 0.9219286274830722]
['triumphal', 0.9219286274830722]
['05', 0.9219286274830722]
['wounded', 0.9219286274830722]
['trivial', 0.9219286274830722]
['interrogatively', 0.9219286274830722]
['poured', 0.9219286274830722]
['height', 0.9219286274830722]
['keystone', 0.9219286274830722]
['spots', 0.9219286274830722]
['monument', 0.9219286274830722]
['saves', 0.9219286274830722]
['votes', 0.9219286274830722]
['voted', 0.9219286274830722]
['furrowed', 0.9219286274830722]
['courrier', 0.9219286274830722]
['quaking', 0.9219286274830722]
['7th', 0.9219286274830722]
['incompatible', 0.9219286274830722]
['consisting', 0.9219286274830722]
['ignominious', 0.9219286274830722]
['eclipse', 0.9219286274830722]
['india', 0.9219286274830722]
['unlighted', 0.9219286274830722]
['lap', 0.9219286274830722]
['fan', 0.9219286274830722]
['fantastics', 0.9219286274830722]
['oppose', 0.9219286274830722]
['upshot', 0.9219286274830722]
['target', 0.9219286274830722]
['contrasted', 0.9219286274830722]
['conelike', 0.9219286274830722]
['confidingly', 0.9219286274830722]
['circled', 0.9219286274830722]
['sharks', 0.9219286274830722]
['versed', 0.9219286274830722]
['pursuing', 0.9219286274830722]
['steel', 0.9219286274830722]
['maclaren', 0.9219286274830722]
['overgrown', 0.9219286274830722]
['wider', 0.9219286274830722]
['allurement', 0.9219286274830722]
['hoist', 0.9219286274830722]
['_illustrations', 0.9219286274830722]
['outcries', 0.9219286274830722]
['schermerhorn', 0.9219286274830722]
['exile', 0.9219286274830722]
['pandit', 0.9219286274830722]
['horizon', 0.9219286274830722]
['treble', 0.9219286274830722]
['prisoners', 0.9219286274830722]
['maxim', 0.9219286274830722]
['maddest', 0.9219286274830722]
['wintry', 0.9219286274830722]
['dace', 0.9219286274830722]
['shrine', 0.9219286274830722]
['sighted', 0.9219286274830722]
['comeliness', 0.9219286274830722]
['provision', 0.9219286274830722]
['cairo', 0.9219286274830722]
['couldn', 0.9219286274830722]
['yourself', 0.9219286274830722]
['jutted', 0.9219286274830722]
['flatly', 0.9219286274830722]
['complexion', 0.9219286274830722]
['whipped', 0.9219286274830722]
['notice', 0.9219286274830722]
['pluck', 0.9219286274830722]
['wreaths', 0.9219286274830722]
['odes', 0.9219286274830722]
['centuries', 0.9219286274830722]
['despatched', 0.9219286274830722]
['fidgeted', 0.9219286274830722]
['laboratories', 0.9219286274830722]
['wrecks', 0.9219286274830722]
['bellamy', 0.9219286274830722]
['forks', 0.9219286274830722]
['cats', 0.9219286274830722]
['scanned', 0.9219286274830722]
['_work_', 0.9219286274830722]
['repay', 0.9219286274830722]
['profits', 0.9219286274830722]
['rogue', 0.9219286274830722]
['gyves', 0.9219286274830722]
['casual', 0.9219286274830722]
['obtrude', 0.9219286274830722]
['zanzibar', 0.9219286274830722]
['grizzled', 0.9219286274830722]
['moaning', 0.9219286274830722]
['lycees', 0.9219286274830722]
['attendants', 0.9219286274830722]
['concentration', 0.9219286274830722]
['lid', 0.9219286274830722]
['chirruped', 0.9219286274830722]
['celebrities', 0.9219286274830722]
['cords', 0.9219286274830722]
['basement', 0.9219286274830722]
['exhibiting', 0.9219286274830722]
['probably', 0.9219286274830722]
['craters', 0.9219286274830722]
['gaunt', 0.9219286274830722]
['mumble', 0.9219286274830722]
['arrest', 0.9219286274830722]
['loosened', 0.9219286274830722]
['poland', 0.9219286274830722]
['saddles', 0.9219286274830722]
['guest_', 0.9219286274830722]
['react', 0.9219286274830722]
['tracing', 0.9219286274830722]
['hinge', 0.9219286274830722]
['bewilders', 0.9219286274830722]
['electrical', 0.9219286274830722]
['nay', 0.9219286274830722]
['militaire', 0.9219286274830722]
['exits', 0.9219286274830722]
['carter', 0.9219286274830722]
['prescribe', 0.9219286274830722]
['daybreak', 0.9219286274830722]
['nonchalance', 0.9219286274830722]
['vehicle', 0.9219286274830722]
['becomes', 0.9219286274830722]
['immoral', 0.9219286274830722]
['crazed', 0.9219286274830722]
['seniors', 0.9219286274830722]
['strokes', 0.9219286274830722]
['pities', 0.9219286274830722]
['bears', 0.9219286274830722]
['powder', 0.9219286274830722]
['poet', 0.9219286274830722]
['uplifted', 0.9219286274830722]
['senses', 0.9219286274830722]
['chalk', 0.9219286274830722]
['coating', 0.9219286274830722]
['balloon', 0.9219286274830722]
['theodor', 0.9219286274830722]
['contests_', 0.9219286274830722]
['lured', 0.9219286274830722]
['sleighs', 0.9219286274830722]
['balkans', 0.9219286274830722]
['madame', 0.9219286274830722]
['penny', 0.9219286274830722]
['cavalry', 0.9219286274830722]
['ecstatic', 0.9219286274830722]
['portion', 0.9219286274830722]
['spouts', 0.9219286274830722]
['secondly', 0.9219286274830722]
['even', 0.9219286274830722]
['ever', 0.9219286274830722]
['eyebrows', 0.9219286274830722]
['calm', 0.9219286274830722]
['peeping', 0.9219286274830722]
['oarsmen', 0.9219286274830722]
['quo_', 0.9219286274830722]
['unpretending', 0.9219286274830722]
['betted', 0.9219286274830722]
['carve', 0.9219286274830722]
['downs', 0.9219286274830722]
['afforded', 0.9219286274830722]
['successively', 0.9219286274830722]
['principles', 0.9219286274830722]
['principled', 0.9219286274830722]
['usages', 0.9219286274830722]
['fathomless', 0.9219286274830722]
['venezuela', 0.9219286274830722]
['bar', 0.9219286274830722]
['softly', 0.9219286274830722]
['mournfully', 0.9219286274830722]
['sevres', 0.9219286274830722]
['adventer', 0.9219286274830722]
['lumberin', 0.9219286274830722]
['unnoted', 0.9219286274830722]
['mythological', 0.9219286274830722]
['distorts', 0.9219286274830722]
['overt', 0.9219286274830722]
['potential', 0.9219286274830722]
['notorious', 0.9219286274830722]
['offering', 0.9219286274830722]
['unholy', 0.9219286274830722]
['sabres', 0.9219286274830722]
['unpleasant', 0.9219286274830722]
['pious', 0.9219286274830722]
['did', 0.9219286274830722]
['acceptably', 0.9219286274830722]
['fly', 0.9219286274830722]
['quivery', 0.9219286274830722]
['slily', 0.9219286274830722]
['mais', 0.9219286274830722]
['ours', 0.9219286274830722]
['possess', 0.9219286274830722]
['requesting', 0.9219286274830722]
['ministry', 0.9219286274830722]
['personalities', 0.9219286274830722]
['slept', 0.9219286274830722]
['dash', 0.9219286274830722]
['normal', 0.9219286274830722]
['moaned', 0.9219286274830722]
['whispered', 0.9219286274830722]
['despaired', 0.9219286274830722]
['mart', 0.9219286274830722]
['employments', 0.9219286274830722]
['gripped', 0.9219286274830722]
['pat', 0.9219286274830722]
['seagulls', 0.9219286274830722]
['running', 0.9219286274830722]
['gates', 0.9219286274830722]
['mon', 0.9219286274830722]
['critical', 0.9219286274830722]
['finicky', 0.9219286274830722]
['practical', 0.9219286274830722]
['road', 0.9219286274830722]
['decisive', 0.9219286274830722]
['deepened', 0.9219286274830722]
['fellow', 0.9219286274830722]
['prudent', 0.9219286274830722]
['awkwardly', 0.9219286274830722]
['preordained', 0.9219286274830722]
['abt', 0.9219286274830722]
['coronet', 0.9219286274830722]
['speeches', 0.9219286274830722]
['eat_', 0.9219286274830722]
['oblique', 0.9219286274830722]
['forthwith', 0.9219286274830722]
['lookout', 0.9219286274830722]
['muscles', 0.9219286274830722]
['favorably', 0.9219286274830722]
['excels', 0.9219286274830722]
['cunningest', 0.9219286274830722]
['adapts', 0.9219286274830722]
['vine', 0.9219286274830722]
['medley', 0.9219286274830722]
['surrendered', 0.9219286274830722]
['11th', 0.9219286274830722]
['donate', 0.9219286274830722]
['cubes', 0.9219286274830722]
['prosecuting', 0.9219286274830722]
['headaches', 0.9219286274830722]
['foreshadowed', 0.9219286274830722]
['imperialist', 0.9219286274830722]
['drawbacks', 0.9219286274830722]
['supersede', 0.9219286274830722]
['profoundly', 0.9219286274830722]
['serves', 0.9219286274830722]
['ourselves', 0.9219286274830722]
['misplaced', 0.9219286274830722]
['transmuted', 0.9219286274830722]
['icarus', 0.9219286274830722]
['accidental', 0.9219286274830722]
['oedipus', 0.9219286274830722]
['vehicles', 0.9219286274830722]
['2001', 0.9219286274830722]
['maintain', 0.9219286274830722]
['justification', 0.9219286274830722]
['tenue', 0.9219286274830722]
['extreme', 0.9219286274830722]
['extravagance', 0.9219286274830722]
['scandal', 0.9219286274830722]
['impotency', 0.9219286274830722]
['eccentricity', 0.9219286274830722]
['billed', 0.9219286274830722]
['flacons', 0.9219286274830722]
['stock', 0.9219286274830722]
['united', 0.9219286274830722]
['furnish', 0.9219286274830722]
['shreds', 0.9219286274830722]
['relativity', 0.9219286274830722]
['day', 0.9219286274830722]
['estranged', 0.9219286274830722]
['radiant', 0.9219286274830722]
['identified', 0.9219286274830722]
['empires', 0.9219286274830722]
['lecture', 0.9219286274830722]
['qualification', 0.9219286274830722]
['negro', 0.9219286274830722]
['dictate', 0.9219286274830722]
['orloff', 0.9219286274830722]
['bear', 0.9219286274830722]
['flapped', 0.9219286274830722]
['routine', 0.9219286274830722]
['promoter', 0.9219286274830722]
['occultism', 0.9219286274830722]
['helper', 0.9219286274830722]
['helped', 0.9219286274830722]
['toil', 0.9219286274830722]
['eddying', 0.9219286274830722]
['lake', 0.9219286274830722]
['spielsdorf', 0.9219286274830722]
['glad_', 0.9219286274830722]
['noisy', 0.9219286274830722]
['visconti', 0.9219286274830722]
['brand', 0.9219286274830722]
['tarpaulins', 0.9219286274830722]
['unintelligible', 0.9219286274830722]
['claiming', 0.9219286274830722]
['stimulant', 0.9219286274830722]
['venus', 0.9219286274830722]
['ebony', 0.9219286274830722]
['predicated', 0.9219286274830722]
['archaeology', 0.9219286274830722]
['flagrante', 0.9219286274830722]
['_seals', 0.9219286274830722]
['ram', 0.9219286274830722]
['cotillion', 0.9219286274830722]
['degenerated', 0.9219286274830722]
['coute', 0.9219286274830722]
['sullivan', 0.9219286274830722]
['confident', 0.9219286274830722]
['incredulity', 0.9219286274830722]
['vices', 0.9219286274830722]
['breakfasted', 0.9219286274830722]
['perfected', 0.9219286274830722]
['gouvernement', 0.9219286274830722]
['benignantly', 0.9219286274830722]
['_lunatic_', 0.9219286274830722]
['fetes', 0.9219286274830722]
['endorsing', 0.9219286274830722]
['muster', 0.9219286274830722]
['tin', 0.9219286274830722]
['serious', 0.9219286274830722]
['alternations', 0.9219286274830722]
['planning', 0.9219286274830722]
['stands', 0.9219286274830722]
['confounded', 0.9219286274830722]
['expectant', 0.9219286274830722]
['birthday', 0.9219286274830722]
['authenticity', 0.9219286274830722]
['distributor', 0.9219286274830722]
['persuasions', 0.9219286274830722]
['tornado', 0.9219286274830722]
['consignment', 0.9219286274830722]
['missions', 0.9219286274830722]
['hermit', 0.9219286274830722]
['hind', 0.9219286274830722]
['unhappiness', 0.9219286274830722]
['hare', 0.9219286274830722]
['toilet', 0.9219286274830722]
['britain', 0.9219286274830722]
['whiskers', 0.9219286274830722]
['carolled', 0.9219286274830722]
['far', 0.9219286274830722]
['sont', 0.9219286274830722]
['anniversary', 0.9219286274830722]
['suddenly', 0.9219286274830722]
['universelle', 0.9219286274830722]
['lightsome', 0.9219286274830722]
['sandwich', 0.9219286274830722]
['grande', 0.9219286274830722]
['eludes', 0.9219286274830722]
['merciful', 0.9219286274830722]
['cigarettes', 0.9219286274830722]
['pirates', 0.9219286274830722]
['relieved', 0.9219286274830722]
['stale', 0.9219286274830722]
['hit', 0.9219286274830722]
['whistle', 0.9219286274830722]
['art', 0.9219286274830722]
['arm', 0.9219286274830722]
['learns', 0.9219286274830722]
['lengths', 0.9219286274830722]
['brooding', 0.9219286274830722]
['edge', 0.9219286274830722]
['illusions', 0.9219286274830722]
['witie', 0.9219286274830722]
['prefets', 0.9219286274830722]
['unstable', 0.9219286274830722]
['traits', 0.9219286274830722]
['casks', 0.9219286274830722]
['disconcerted', 0.9219286274830722]
['peevishly', 0.9219286274830722]
['recited', 0.9219286274830722]
['crane', 0.9219286274830722]
['mardi', 0.9219286274830722]
['cupboards', 0.9219286274830722]
['clericalism', 0.9219286274830722]
['commissions', 0.9219286274830722]
['uphold', 0.9219286274830722]
['alder', 0.9219286274830722]
['wishes', 0.9219286274830722]
['notes', 0.9219286274830722]
['coverlet', 0.9219286274830722]
['adjusts', 0.9219286274830722]
['territoire', 0.9219286274830722]
['scaled', 0.9219286274830722]
['dearest', 0.9219286274830722]
['obliteration', 0.9219286274830722]
['hitherto', 0.9219286274830722]
['triumvirate', 0.9219286274830722]
['institution', 0.9219286274830722]
['wanly', 0.9219286274830722]
['riches', 0.9219286274830722]
['mistook', 0.9219286274830722]
['debate', 0.9219286274830722]
['rendre', 0.9219286274830722]
['conversions', 0.9219286274830722]
['merits', 0.9219286274830722]
['profanity', 0.9219286274830722]
['copingstone', 0.9219286274830722]
['retailing', 0.9219286274830722]
['cloaks', 0.9219286274830722]
['happiness', 0.9219286274830722]
['andrassy', 0.9219286274830722]
['pheronactus', 0.9219286274830722]
['disturbance', 0.9219286274830722]
['sky', 0.9219286274830722]
['adoption', 0.9219286274830722]
['earthquakes', 0.9219286274830722]
['boom', 0.9219286274830722]
['identical', 0.9219286274830722]
['boon', 0.9219286274830722]
['republics', 0.9219286274830722]
['know', 0.9219286274830722]
['leaded', 0.9219286274830722]
['weaving', 0.9219286274830722]
['malefactor', 0.9219286274830722]
['adventurers', 0.9217657958063502]
['interpolation', 0.92139009941371]
['heavenwards', 0.9213487061055159]
['stirs', 0.9213370804114182]
['sidewise', 0.9210621084285315]
['deceiving', 0.9210305787887507]
['execrable', 0.9209445420941382]
['dragging', 0.9208767615728867]
['thirdly', 0.920834811062808]
['ambiguously', 0.9208222667309183]
['foresee', 0.9208051641528714]
['oath', 0.9207491486685077]
['cups', 0.9205823001764375]
['merriest', 0.9205778641190521]
['reproaches', 0.92046201875565]
['reaping', 0.9195194216408453]
['else', 0.9194773783390431]
['ratio', 0.9194149918136831]
['jaw', 0.9193397635127526]
['spielsberg', 0.9190957278436801]
['diphtheria', 0.9190588327729927]
['incoherent', 0.9190588327729927]
['metals', 0.9190588327729927]
['affirm', 0.9187320653894168]
['palanquin', 0.9183220316622134]
['palatial', 0.9182342879680966]
['deficiency', 0.9182153311828674]
['hangings', 0.9182153311828674]
['wealthy', 0.9182153311828674]
['reform', 0.9182153311828674]
['propped', 0.9182153311828674]
['bearer', 0.9182153311828674]
['adroitness', 0.9182153311828674]
['_redemption_', 0.9182153311828674]
['grammars', 0.9182153311828674]
['relied', 0.9182153311828674]
['rainbow', 0.9182153311828674]
['utter', 0.9182153311828674]
['ay', 0.9182153311828674]
['indies', 0.9182153311828674]
['form', 0.9182153311828674]
['grog', 0.9182153311828674]
['harsh', 0.9182153311828674]
['severely', 0.9182153311828674]
['repertus', 0.9182153311828674]
['diplomatic', 0.9182153311828674]
['fragments', 0.9182153311828674]
['cussedness', 0.9182153311828674]
['hostage', 0.9182153311828674]
['_men_', 0.9182153311828674]
['courtesy', 0.9182153311828674]
['parisian', 0.9182153311828674]
['persuading', 0.9182153311828674]
['lavish', 0.9182153311828674]
['_by', 0.9182153311828674]
['correctness', 0.9182153311828674]
['tolerable', 0.9182153311828674]
['blessing', 0.9182153311828674]
['abranch', 0.9182153311828674]
['rummaged', 0.9182153311828674]
['explorer', 0.9182153311828674]
['bottl', 0.9182153311828674]
['garrisoned', 0.9182153311828674]
['mantel', 0.9182153311828674]
['uprooting', 0.9182153311828674]
['scowl', 0.9181591365667376]
['asked', 0.9181591365667376]
['undertaker', 0.918085021846922]
['peered', 0.9180460067421397]
['blockhouse', 0.9178159613721438]
['cloudiness', 0.917601594067028]
['beams', 0.9174010143986536]
['1828', 0.917377550162193]
['stating', 0.9169533885682501]
['difficulties', 0.9168807740165071]
['mirrored', 0.9168685865390682]
['damsel', 0.9168685865390682]
['_blow', 0.9168617316671726]
['queried', 0.916747462388503]
['sneered', 0.9166042274503226]
['reeled', 0.9163570277735498]
['policies', 0.9162653196872953]
['sweetmeats', 0.9160589347519983]
['occur', 0.915862438877649]
['surrendering', 0.9158325053617898]
['buckshot', 0.9157712005355817]
['subtly', 0.9154092774986919]
['hosts', 0.9153374661418632]
['figs', 0.9152293966610714]
['manuscript', 0.9152293966610714]
['effeminate', 0.9152293966610714]
['fiercest', 0.9149294215788266]
['behold', 0.9149059274217963]
['uncountably', 0.9149059274217963]
['chip', 0.9149059274217963]
['fishhooks', 0.9149059274217963]
['slices', 0.9149059274217963]
['insolent', 0.9149059274217963]
['mortar', 0.9149059274217963]
['overheard', 0.9149059274217963]
['reprint', 0.9149059274217963]
['ashy', 0.9149059274217963]
['judicial', 0.9149059274217963]
['strength', 0.9149059274217963]
['alluded', 0.9149059274217963]
['concerts', 0.9149059274217963]
['tonnage', 0.9149059274217963]
['desolation', 0.9149059274217963]
['sauruses', 0.9149059274217963]
['pleasant', 0.9149059274217963]
['interfered', 0.9149059274217963]
['levelled', 0.9149059274217963]
['volcano', 0.9149059274217963]
['picturesquely', 0.9149059274217963]
['shadows', 0.9149059274217963]
['goad', 0.9149059274217963]
['exporting', 0.9149059274217963]
['gables', 0.9149059274217963]
['potha', 0.9149059274217963]
['heareth', 0.9149059274217963]
['critics', 0.9149059274217963]
['ablution', 0.9149059274217963]
['gammas', 0.9149059274217963]
['passes', 0.9149059274217963]
['particularity', 0.9148797983543168]
['swathing', 0.9148298759347471]
['skeered', 0.9146030345309135]
['thronged', 0.9146030345309135]
['labours', 0.9145857934083779]
['trusty', 0.9141986324238115]
['scholars', 0.9141986324238115]
['expedient', 0.9139930201479253]
['symbola', 0.9139840699025018]
['damnable', 0.9139840699025018]
['secretaries', 0.9139840699025018]
['devious', 0.9139840699025018]
['alternate', 0.9139840699025018]
['meadows', 0.9139840699025018]
['representatives', 0.9139840699025018]
['slim', 0.9139840699025018]
['mingling', 0.9139840699025018]
['rebuking', 0.9139840699025018]
['spotted', 0.9139840699025018]
['sees', 0.9139840699025018]
['imachin', 0.9139840699025018]
['reek', 0.9139840699025018]
['amuse', 0.91372918465407]
['good', 0.9136068567510109]
['phrenology', 0.9135866964888409]
['underlie', 0.9134036440656188]
['biting', 0.9132168952165494]
['_see_', 0.9132149871182047]
['uniforms', 0.9130932691086322]
['voodoos', 0.9130932691086322]
['scoffed', 0.9129703761192578]
['pollux', 0.9129385459242104]
['live', 0.9129158610600452]
['reservoirs', 0.9126626704735961]
['immanent', 0.9124139854268575]
['glades', 0.9122523447026433]
['terror', 0.9122523447026433]
['tripoli', 0.9122523447026433]
['subterranean', 0.9122523447026433]
['crew', 0.9122237268243006]
['name', 0.9119927216053005]
['proscribed', 0.9119116213208385]
['extent', 0.9118805711781045]
['chain', 0.9118805711781045]
['pas_', 0.9118805711781045]
['illustrate', 0.9118805711781045]
['martius', 0.9118805711781045]
['arithmetic', 0.9118805711781045]
['father', 0.9118805711781045]
['shrieking', 0.9118805711781045]
['forehead', 0.9118805711781045]
['untenable', 0.9118805711781045]
['dislocation', 0.9118805711781045]
['quietness', 0.9118805711781045]
['figured', 0.9118805711781045]
['pry', 0.9118805711781045]
['prongs', 0.9118805711781045]
['nailed', 0.9118805711781045]
['bodily', 0.9118805711781045]
['pompeius', 0.9118805711781045]
['cargo', 0.9118805711781045]
['50', 0.9118805711781045]
['butchering', 0.9118805711781045]
['doubling', 0.9118805711781045]
['restrained', 0.9118805711781045]
['rattles', 0.9118805711781045]
['blubber', 0.9118805711781045]
['cologne', 0.9118805711781045]
['ranged', 0.9118805711781045]
['items', 0.9118805711781044]
['tomb', 0.9115036237985009]
['shotguns', 0.9114778916548402]
['34', 0.9114778916548402]
['fox', 0.911420605488459]
['suppression', 0.9113887813684199]
['rapacious', 0.9113231571445263]
['uncanny', 0.9109806583950087]
['surgin', 0.9105944095795409]
['accroche', 0.9105944095795409]
['hermitage', 0.9105944095795409]
['readdressed', 0.9104099243859468]
['threatened', 0.9104099243859468]
['freyeinet', 0.9104099243859468]
['dishing', 0.9104099243859468]
['tithe', 0.9103101748987663]
['liner', 0.9103096218032533]
['kinks', 0.9101314170486154]
['dismissed', 0.9100906350536372]
['baying', 0.9100906350536372]
['unfounded', 0.9100361309573433]
['eyeless', 0.9098919199698658]
['quickening', 0.9098736008205407]
['stately', 0.9098736008205407]
['unguardedly', 0.9098736008205407]
['gruffly', 0.9098736008205407]
['deputies', 0.9098736008205407]
['expanding', 0.9098736008205407]
['bullied', 0.9098736008205407]
['prophecy', 0.9098736008205407]
['programme', 0.9098736008205407]
['impassable', 0.9098736008205407]
['ending', 0.9098736008205407]
['pulz', 0.9097961803682205]
['loathing', 0.9097961803682205]
['regained', 0.9096590305514304]
['meddlesome', 0.9095017518940735]
['minutely', 0.9092178696170607]
['breathlessly', 0.9092178696170607]
['explanation', 0.9086585725677016]
['xix', 0.9083643409407567]
['immovable', 0.9082776464927711]
['blend', 0.9082590722003456]
['fat', 0.9080621866193248]
['sartiges', 0.9079592564447462]
['stagnate', 0.9079592564447462]
['fowling', 0.9079592564447462]
['_prima', 0.9079592564447462]
['misunderstood', 0.9079592564447462]
['interpret', 0.9079592564447462]
['rubble', 0.9079592564447462]
['_only', 0.9079592564447462]
['gifts', 0.9079592564447462]
['incapable', 0.9079592564447462]
['critically', 0.9079592564447462]
['obstinacy', 0.9079592564447462]
['gentleness', 0.9079592564447462]
['fauna', 0.9079118151629325]
['gem', 0.9078700886220965]
['beaches', 0.9078700886220965]
['effective', 0.9078700886220965]
['grazing', 0.9078700886220965]
['reassure', 0.9078700886220965]
['resent', 0.9078700886220965]
['taking', 0.9077502801443327]
['chatty', 0.907722721013443]
['irrelevant', 0.907722721013443]
['queer', 0.9076571610658378]
['watchfully', 0.9076472728486855]
['helping', 0.9073874664109098]
['evade', 0.9073046270881565]
['deacons', 0.9072439453198424]
['successful', 0.9072439453198424]
['astronomers', 0.9070727365676159]
['vacations', 0.9070727365676159]
['grind', 0.907069040028533]
['worms', 0.9068053411342316]
['wrappings', 0.9067342676723928]
['invasion', 0.9066593456402177]
['breaker', 0.9065116230717967]
['historical', 0.9062890813202583]
['elated', 0.9062890813202583]
['inflicts', 0.9062890813202583]
['negative', 0.9062890813202583]
['hunger', 0.9062890813202583]
['jehovah', 0.9062890813202583]
['domesticated', 0.9062890813202583]
['invent', 0.906253110280208]
['veins', 0.9060535142012367]
['fairy', 0.9056291566067881]
['fail', 0.9055852282297726]
['nets', 0.9055264528280433]
['quell', 0.9055264528280433]
['superstition', 0.9055264528280433]
['dancers', 0.9055264528280433]
['angry', 0.905513319841968]
['historians', 0.9052062469427351]
['essence', 0.9052062469427351]
['rapine', 0.9051775608360318]
['lever', 0.905093612926586]
['groggeries', 0.905093612926586]
['pattern', 0.905093612926586]
['countrywomen', 0.905093612926586]
['disorder', 0.905093612926586]
['gruntin', 0.905045711127081]
['living', 0.9049991535254202]
['_yet', 0.9044785161147857]
['appropriate', 0.9044785161147857]
['allowing', 0.9043739966904638]
['withal', 0.9043124242463447]
['whistlin', 0.9042937795282745]
['ahoy', 0.9042355537963579]
['sparkle', 0.904198364379954]
['decide', 0.9041886483030652]
['dogmatic', 0.9039641515525335]
['lunched', 0.9039641515525335]
['bereaved', 0.9039641515525335]
['goodwin', 0.9039641515525335]
['_positive_', 0.9039641515525335]
['karnsteins', 0.9038866738855957]
['roosting', 0.9037639842718934]
['larnin', 0.9036733869797617]
['_of', 0.9036733869797617]
['digestion', 0.9035805778398611]
['aver', 0.9034541407454993]
['remedy', 0.9034541407454993]
['befitting', 0.9034541407454993]
['springing', 0.9034541407454993]
['40', 0.9034499338053856]
['hundred', 0.9033111878507069]
['track', 0.9031469217385093]
['physics', 0.9031385857049572]
['cheval', 0.9031385857049572]
['under', 0.903061747199278]
['dumb', 0.903061747199278]
['mastiff', 0.9028746773390713]
['barbarians', 0.9028147526683961]
['concorde', 0.9028134384111837]
['stirred', 0.9028134384111837]
['boisterous', 0.9028134384111837]
['services', 0.9027834767411942]
['fortunately', 0.9027599943855964]
['growled', 0.9026741754974478]
['dishes', 0.9025497825282314]
['participation', 0.9025205650574558]
['stare', 0.9025205650574558]
['monarchical', 0.9025205650574558]
['seventeen', 0.9025205650574558]
['discord', 0.9025205650574558]
['dismiss', 0.9025205650574558]
['repondre', 0.9025205650574558]
['disputatious', 0.9025205650574558]
['glimmer', 0.9025205650574558]
['unattainable', 0.9025205650574558]
['lets', 0.9025205650574558]
['mastered', 0.9025205650574558]
['obstacle', 0.9025205650574558]
['turnscrew', 0.9025205650574558]
['polished', 0.9025205650574558]
['coats', 0.9025205650574558]
['rack', 0.9025205650574558]
['hump', 0.9025205650574558]
['berne', 0.9025205650574558]
['bunsens', 0.9025205650574558]
['thighs', 0.9025205650574558]
['lutteroth', 0.9025205650574558]
['stared', 0.9025205650574558]
['pole', 0.9025205650574558]
['villain', 0.9025205650574558]
['presume', 0.9025205650574558]
['turpin', 0.9025205650574558]
['fictional', 0.9025205650574558]
['profligate', 0.9025205650574558]
['agreeably', 0.9025205650574558]
['personally', 0.9025205650574558]
['forester', 0.9025205650574558]
['valsant', 0.9025205650574558]
['flows', 0.9025205650574558]
['batteries', 0.9025205650574558]
['classification', 0.9025205650574558]
['hole', 0.9025205650574558]
['spurred', 0.9025205650574558]
['exhausted', 0.9025205650574558]
['asiatics', 0.9025205650574558]
['purposes', 0.9025205650574558]
['martyr', 0.9025205650574558]
['messieurs', 0.9025205650574558]
['cela', 0.9025205650574558]
['dolphins', 0.9025205650574558]
['spreading', 0.9025205650574558]
['perverseness', 0.9025205650574558]
['dangerous', 0.9025205650574558]
['perpetuated', 0.9025205650574558]
['phoenix', 0.9025205650574558]
['groundless', 0.9025205650574558]
['relieves', 0.9025205650574558]
['rig', 0.9025205650574558]
['currents', 0.9025205650574558]
['blundering', 0.9024567919705866]
['restricted', 0.9023935285348632]
['surreptitiously', 0.9023833712871785]
['bulderent', 0.9021024745253865]
['xxix', 0.901866410304703]
['principal', 0.9018532726159932]
['_suttee_', 0.9018372396374503]
['thoughtfulness', 0.9018372396374503]
['income', 0.9018372396374503]
['soiree', 0.9018103689507853]
['strugglin', 0.9018103689507853]
['spume', 0.9017365859578363]
['chambers', 0.9016766202061525]
['boldly', 0.9016484847074961]
['benefactor', 0.9015101681237994]
['incontinently', 0.9015101681237994]
['loosed', 0.9014502306736064]
['formulate', 0.901390370710661]
['eh', 0.9013343751036162]
['ninth', 0.9012393484841799]
['scant', 0.9012356150449701]
['fourth', 0.9012356150449701]
['andrea', 0.9012356150449701]
['burr', 0.9012356150449701]
['heal', 0.9012356150449701]
['admonished', 0.9012356150449701]
['cab', 0.9012356150449701]
['simpers', 0.9012356150449701]
['exemplars', 0.9012356150449701]
['different', 0.9012356150449701]
['fluctuate', 0.9012356150449701]
['sketches', 0.9011360229575858]
['naturally', 0.9010531518263605]
['crotch', 0.9009829197274299]
['cooking', 0.9009829197274299]
['sunbeams', 0.9009829197274299]
['chink', 0.9009829197274299]
['stern', 0.9009829197274299]
['blustering', 0.9009829197274299]
['population_', 0.9009829197274299]
['lockey', 0.9009829197274299]
['wane', 0.9009829197274299]
['absolute', 0.9009829197274299]
['travel', 0.9009829197274299]
['shirker', 0.9009829197274299]
['cadence', 0.9009829197274299]
['uselessness', 0.9009829197274299]
['modest', 0.9009829197274299]
['crooking', 0.9009829197274299]
['sixteen', 0.9009829197274299]
['competes', 0.9009829197274299]
['ministries', 0.9009829197274299]
['disturbed', 0.9009829197274299]
['gauche', 0.9009829197274299]
['sitia', 0.9009829197274299]
['jammed', 0.9009829197274299]
['limitless', 0.9009829197274299]
['jocular', 0.9009829197274299]
['tempted', 0.9009829197274299]
['patch', 0.9009829197274299]
['hymnary', 0.9009829197274299]
['fearlessly', 0.9009829197274299]
