['turvy', 0.9977257354492757]
['crazes', 0.931253220267074]
['digs', 0.9311640267599761]
['buttery', 0.9310311064651063]
['axioms', 0.9310249726538923]
['pineknots', 0.9309732344431697]
['_short', 0.9309623427907012]
['explorations', 0.9309536691805111]
['buck', 0.9307954772234286]
['reginald', 0.9306719465102247]
['waterfalls', 0.9306543712620385]
['primal', 0.930563727845896]
['orleans', 0.9305538738041079]
['thickest', 0.9305538738041079]
['moonstruck', 0.9305538738041079]
['ferocious', 0.9305538738041079]
['softness', 0.9305538738041079]
['cane', 0.9305538738041079]
['reptiles', 0.9305538738041079]
['grinned', 0.9305538738041079]
['basked', 0.9305538738041079]
['group', 0.9305538738041079]
['omniscient', 0.9305538738041079]
['inhospitable', 0.9305538738041079]
['yard', 0.9305538738041079]
['bargained', 0.9305538738041079]
['6221541', 0.9305538738041079]
['diurnal', 0.9305538738041079]
['shrewd', 0.9305538738041079]
['grindstone', 0.9305538738041079]
['lineaments', 0.9305538738041079]
['giddy', 0.9305538738041079]
['infallible', 0.9305538738041079]
['hauling', 0.9305538738041079]
['regretting', 0.9305538738041079]
['restrictions', 0.9305538738041079]
['seldom', 0.9305538738041079]
['execution', 0.9305538738041079]
['evenings', 0.9305538738041079]
['charlemagne', 0.9305538738041079]
['struts', 0.9305538738041079]
['fervently', 0.9305538738041079]
['surgeon', 0.9305538738041079]
['comfortably', 0.9305538738041079]
['gems', 0.9305538738041079]
['parliament', 0.9305538738041079]
['_don', 0.9305538738041079]
['preface', 0.9305538738041079]
['meerchaums', 0.9305538738041079]
['snags', 0.9305538738041079]
['chuckled', 0.9305538738041079]
['consultations', 0.9305538738041079]
['bogies', 0.9305538738041079]
['surliness', 0.9305538738041079]
['gyrating', 0.9305538738041079]
['celeste_', 0.9305538738041079]
['stray', 0.9305538738041079]
['begs', 0.9305538738041079]
['reasonless', 0.9305538738041079]
['sweetheart', 0.9305538738041079]
['viewing', 0.9305538738041079]
['trumpet', 0.9305538738041079]
['compassion', 0.9305538738041079]
['condensation', 0.9305538738041079]
['involuntarily', 0.9305538738041079]
['drunkenness', 0.9305538738041079]
['commanding', 0.9305538738041079]
['betting', 0.9305538738041079]
['genius', 0.9305538738041079]
['cleanin', 0.9304477585518611]
['impart', 0.9304363180406752]
['unrivalled', 0.9304072699619492]
['_orlando', 0.930348809308169]
['steaming', 0.9303335037437191]
['malevolence', 0.9303335037437191]
['dimming', 0.9303335037437191]
['persevering', 0.9303335037437191]
['easier', 0.9303335037437191]
['chosen', 0.9303335037437191]
['disembodied', 0.9303335037437191]
['subsequent', 0.9303335037437191]
['irrevocable', 0.9303335037437191]
['radiance', 0.9303335037437191]
['pumped', 0.9303335037437191]
['candidate', 0.9303335037437191]
['sharp', 0.9303335037437191]
['inane', 0.930323301737851]
['_her_', 0.9302991783322795]
['irksome', 0.930257078543237]
['extremes', 0.9302394425933144]
['synonymes', 0.9300501130714597]
['unfounded', 0.9299384007102796]
['perron', 0.929860932276285]
['orangeade', 0.9297766787117276]
['sorrowfully', 0.9297123244451478]
['output', 0.9296435059180665]
['attempted', 0.9295783650739319]
['elongated', 0.9295479972741094]
['guarding', 0.9294909146386606]
['supports', 0.9294909146386606]
['tense', 0.9294909146386606]
['boast', 0.9294909146386606]
['chestnuts', 0.9294909146386606]
['rights', 0.9294909146386606]
['cooly', 0.9294909146386606]
['hawking', 0.9294909146386606]
['_let', 0.9294909146386606]
['immolated', 0.9294909146386606]
['hero', 0.9294909146386606]
['clatter', 0.9294909146386606]
['ambitious', 0.9294909146386606]
['corpse', 0.9294909146386606]
['voluptuous', 0.929360452005664]
['burning', 0.9292710297504648]
['endearments', 0.9289539358534413]
['differences', 0.9289508494911911]
['shinin', 0.92886405258141]
['ravine', 0.9288094848400328]
['insulting', 0.9287011065867994]
['summons', 0.9286022923990651]
['districts', 0.928518100831145]
['scrubs', 0.9283520850116365]
['catskill', 0.9283104033703892]
['worms', 0.9280114564205438]
['library', 0.9279836821786193]
['salvator_', 0.9279212345373955]
['lark', 0.9278917368319766]
['chin', 0.9278915745536149]
['incidents', 0.9278915745536149]
['brusquely', 0.9278915745536149]
['homeliest', 0.9278915745536149]
['tours', 0.9278915745536149]
['rove', 0.9278915745536149]
['governments', 0.9278915745536149]
['_liberty_', 0.9278915745536149]
['grayish', 0.9278115567927286]
['forbearance', 0.9277368991829797]
['_editio', 0.927654593264418]
['blending', 0.927638363774641]
['glancing', 0.9276274890746528]
['petition_', 0.9275791982617054]
['bashan', 0.9275069305866374]
['petit', 0.9274024282782443]
['hairy', 0.9273107468421015]
['recked', 0.9273020661661998]
['terra', 0.9272289965739378]
['ultimate', 0.9271802081032842]
['contorted', 0.9269425090811997]
['friendships', 0.9268619104829455]
['honor', 0.9268178724067502]
['discretion', 0.926556862915897]
['railway', 0.926556862915897]
['portray', 0.926556862915897]
['breakin', 0.9261537098502532]
['fiddle', 0.9261537098502532]
['experiment', 0.926146829725339]
['insignia', 0.9260984263496439]
['unbelievingly', 0.9259040643766652]
['ulster', 0.9258285136025797]
['readable', 0.9257957331975298]
['subdirectory', 0.9257957331975298]
['philologorum', 0.9257820835279692]
['delivers', 0.9257189379504046]
['temples', 0.9257024947224465]
['soiree', 0.9256556756821186]
['strugglin', 0.9256556756821186]
['duration', 0.9256254588844208]
['pie', 0.9256200744549574]
['somber', 0.9254934874391104]
['newfoundland', 0.9254934874391104]
['consequential', 0.9253199392827316]
['pulsed', 0.9250904974577239]
['towin', 0.925066041322478]
['flies', 0.9250143445532305]
['emphatic', 0.9249699131000154]
['thrush', 0.9249383427198711]
['unsympathetic', 0.924754971585391]
['quieter', 0.924754971585391]
['section', 0.924754971585391]
['faun_', 0.9247391344052306]
['von', 0.9246656538227342]
['imaginations', 0.9246656538227342]
['intermitted', 0.9245160129463117]
['narcotic', 0.9245160129463117]
['inferieure', 0.924377409079404]
['brought', 0.924377409079404]
['reflection', 0.9243554238176199]
['variant', 0.9243402176915151]
['slaughtered', 0.9243402176915151]
['acidity', 0.9243242838419293]
['trifle', 0.924296478490538]
['lizzy', 0.9242716135899904]
['comprehensive', 0.9241795267405241]
['denizens', 0.9241720798831249]
['lanyard', 0.9241720798831249]
['solemnity', 0.9241720798831249]
['reflex', 0.9241080675226496]
['reporter', 0.9240547651659303]
['tears', 0.9239827434373626]
['gregory', 0.9236958001917013]
['sabe_', 0.9236914407728897]
['wolseley', 0.9236516697638465]
['dead', 0.9236516697638465]
['want_', 0.9236516697638465]
['writer', 0.9236516697638465]
['putting', 0.9236516697638465]
['_powder', 0.9236516697638465]
['wolverine_', 0.9236516697638465]
['sob', 0.9236516697638465]
['engineer', 0.9236516697638465]
['toss', 0.9236516697638465]
['heroism_', 0.9235156205299215]
['paddles', 0.9235156205299215]
['sorrow', 0.9233250034921565]
['whispering', 0.9233100177921133]
['contact', 0.9232743154372609]
['kills', 0.9232306818361613]
['circuit', 0.9232250041328158]
['lighthouse', 0.9231845250548802]
['hindoos', 0.9231211693535158]
['garb', 0.9230053090018061]
['leetle', 0.9229952397530083]
['sou', 0.9229952397530083]
['titles', 0.9229952397530083]
['oswego', 0.9229952397530083]
['press_', 0.9229952397530083]
['girds', 0.9229401255897516]
['urine', 0.9229249191651979]
['attacks', 0.9228672196111554]
['involving', 0.9228501408790816]
['davits', 0.9228275350888484]
['brink', 0.9228077495825092]
['pinch', 0.9227369859964312]
['spacious', 0.9223900161154873]
['writes', 0.92235641715094]
['finished', 0.9223441725514264]
['phrenology', 0.9221903878396556]
['frozen', 0.9221827497431594]
['trogus', 0.9221787293588877]
['depicted', 0.922157384900751]
['tyrants', 0.9220618751505928]
['exhibit', 0.9220173261306047]
['doffing', 0.9220173261306047]
['commands', 0.9220173261306047]
['blister', 0.9220173261306047]
['searchers', 0.9218667227210797]
['rapids', 0.9218186730150012]
['underrated', 0.9217275256458307]
['spenser', 0.9217275256458307]
['poverty', 0.9217275256458307]
['premier', 0.9217275256458307]
['pshaw', 0.9217004954966626]
['raleigh', 0.9216963255134384]
['drifting', 0.9216919004757786]
['pavillon', 0.9216919004757786]
['hats', 0.9216919004757786]
['luxuriously', 0.9216783318180235]
['pulse', 0.9214638431135864]
['outfitted', 0.9214149215186084]
['signals', 0.9214149215186084]
['pours', 0.9214063914797469]
['_frontispiece', 0.9213844189758739]
['morosofia', 0.9213569193226999]
['vieille', 0.9213422768002354]
['cabinet', 0.9213380172921463]
['imbue', 0.9212350570244411]
['hillsides', 0.9211404761347401]
['ingenuously', 0.9209969224982318]
['verified', 0.920993414118743]
['uncomputed', 0.920993414118743]
['fleeing', 0.920993414118743]
['thrackles', 0.920993414118743]
['softer', 0.920993414118743]
['smash', 0.920993414118743]
['aurelius', 0.920993414118743]
['oaken', 0.920993414118743]
['sanitation', 0.9209673928592207]
['milton', 0.9209591847706635]
['assailant', 0.9208064273085075]
['hour', 0.920796912063318]
['trice', 0.9207617310323087]
['practically', 0.9205627215985295]
['princely', 0.9203506306957416]
['eatables', 0.92002413127486]
['jeweller', 0.9199187919955353]
['mow', 0.9199187919955353]
['zone', 0.9198293063611213]
['fraudulently', 0.9198145610514245]
['quellers', 0.9196080128214933]
['fruits', 0.9195591813212579]
['speculating', 0.9194107827925696]
['newby', 0.9193898966324708]
['inclinations', 0.9193898966324708]
['neutral', 0.9192938504271493]
['trottin', 0.9192218244331269]
['thoughtful', 0.9191415684789828]
['landward', 0.9190008029142104]
['ride', 0.9189995436102584]
['tour', 0.9189793838999472]
['nonsense', 0.9189387784052003]
['halting', 0.9188186595929606]
['readdressed', 0.9188102020065531]
['threatened', 0.9188102020065531]
['freyeinet', 0.9188102020065531]
['dishing', 0.9188102020065531]
['begins', 0.9187789852856263]
['underrate', 0.9187457163207002]
['noised', 0.9187191675758347]
['sentinel', 0.9186138570956426]
['faut', 0.9186138570956426]
['aloud', 0.9185736389923461]
['balmy', 0.9185735065988965]
['housewife', 0.9185735065988965]
['bathed', 0.9185101554345952]
['protestations', 0.9183091147644086]
['exhibited', 0.9182136526468164]
['pool', 0.9180619968853406]
['hazily', 0.918029120431969]
['mound', 0.9179761950168304]
['am_', 0.9178039643135639]
['cramp', 0.9178039643135639]
['maybe', 0.9178039643135639]
['hewed', 0.9178039643135639]
['skeleton', 0.9178039643135639]
['cardinal', 0.9178039643135639]
['encouraging', 0.9177920585899694]
['sketches', 0.9177530203591466]
['masted', 0.9177123325092923]
['shuddering', 0.9177123325092923]
['vigor', 0.9177123325092923]
['despatch', 0.9176620553131978]
['spared', 0.9176192073796368]
['eminently', 0.9176000676179846]
['route', 0.9175825328594481]
['springy', 0.9175773926100828]
['hay', 0.9175496828949135]
['opposed', 0.9175496828949135]
['turned', 0.9175496828949135]
['opposite', 0.9175496828949135]
['_godwin_', 0.9175496828949135]
['followed', 0.9175496828949135]
['self', 0.9175496828949135]
['murmuring', 0.9175496828949135]
['honneur', 0.9175496828949135]
['seraphim', 0.9175496828949135]
['praising', 0.9175496828949135]
['vividly', 0.9175496828949135]
['symonds', 0.9175496828949135]
['tobacco', 0.9175496828949135]
['southward', 0.9175496828949135]
['sprinkling', 0.9175496828949135]
['fois', 0.9175496828949135]
['deplorable', 0.9175496828949135]
['trebled', 0.9175496828949135]
['sickest', 0.9175496828949135]
['trianon', 0.9175496828949135]
['lava', 0.9175496828949135]
['shroud', 0.9175496828949135]
['impressiveness', 0.9175496828949135]
['foreign', 0.9175496828949135]
['cup', 0.9175496828949135]
['coastwise', 0.9175496828949135]
['deathless', 0.9175496828949135]
['nocturne', 0.9175496828949135]
['deserve', 0.9175496828949135]
['indistinct', 0.9175496828949135]
['moravian', 0.9175496828949135]
['mouchy', 0.9175496828949135]
['conferring', 0.9175496828949135]
['stewed', 0.9175496828949135]
['maundered', 0.9175496828949135]
['plan', 0.9175496828949135]
['harangue', 0.9175496828949135]
['garder', 0.9175496828949135]
['revolution', 0.9175496828949135]
['greyish', 0.9175496828949135]
['submission', 0.9175496828949135]
['cotton', 0.9175496828949135]
['auspices', 0.9175496828949135]
['secretly', 0.9175496828949135]
['prominent', 0.9175496828949135]
['rhetoric', 0.9175496828949135]
['gagging', 0.9175496828949135]
['language', 0.9175496828949135]
['gospel', 0.9175496828949135]
['chaps', 0.9175496828949135]
['national', 0.9175496828949135]
['est', 0.9175496828949135]
['abeam', 0.9175496828949135]
['mesa', 0.9175496828949135]
['western', 0.9175496828949135]
['kali', 0.9175496828949135]
['embodies', 0.9175496828949135]
['deported', 0.9175496828949135]
['hazards', 0.9175496828949135]
['debater', 0.9175496828949135]
['alter', 0.9175496828949135]
['aegos', 0.9175496828949135]
['pourteles', 0.9175496828949135]
['deserts', 0.9175496828949135]
['schoolmasters', 0.9175496828949135]
['augurinus', 0.9175496828949135]
['omitting', 0.9175496828949135]
['reckoning', 0.9175496828949135]
['race', 0.9175496828949135]
['absented', 0.9175496828949135]
['trials', 0.9175496828949135]
['applied', 0.9175496828949135]
['noah', 0.9175496828949135]
['actor', 0.9175496828949135]
['log', 0.9175496828949135]
['trouville', 0.9175496828949135]
['10003', 0.9175496828949135]
['shine', 0.9175496828949135]
['sidenote', 0.9175496828949135]
['rash', 0.9175496828949135]
['kneeled', 0.9175496828949135]
['criminals', 0.9175496828949135]
['plantation', 0.9175496828949135]
['guilds', 0.9175496828949135]
['bendings', 0.9175496828949135]
['intrude', 0.9175496828949135]
['dollar', 0.9175496828949135]
['songsters', 0.9175496828949135]
['motionless', 0.9175496828949135]
['discipline', 0.9175496828949135]
['stratagems', 0.9175496828949135]
['calculatingly', 0.9175496828949135]
['sinuosities', 0.9175496828949135]
['html', 0.9175496828949135]
['risking', 0.9175496828949135]
['adonis', 0.9175496828949135]
['innovation', 0.9175496828949135]
['schumann', 0.9175496828949135]
['blushed', 0.9175496828949135]
['east', 0.9175496828949135]
['occurring', 0.9175496828949135]
['handiwork', 0.9175496828949135]
['brotherly', 0.9175496828949135]
['revealing', 0.9175496828949135]
['social', 0.9175496828949135]
['pursuers', 0.9175496828949135]
['sayin', 0.9175496828949135]
['saved', 0.9175496828949135]
['crackers', 0.9175496828949135]
['explanations', 0.9175496828949135]
['receives', 0.9175496828949135]
['mamma', 0.9175496828949135]
['homeward', 0.9175496828949135]
['statuettes', 0.9175496828949135]
['tennis', 0.9175496828949135]
['impetuous', 0.9175496828949135]
['discernible', 0.9175496828949135]
['cared', 0.9175496828949135]
['seams', 0.9175496828949135]
['assumed', 0.9175496828949135]
['galenist', 0.9175496828949135]
['saturnine', 0.9175496828949135]
['apathy', 0.9175496828949135]
['teach', 0.9175496828949135]
['aristocrat', 0.9175496828949135]
['cackle', 0.9175496828949135]
['crushes', 0.9175496828949135]
['vista', 0.9175496828949135]
['aleutians', 0.9175496828949135]
['grants', 0.9175496828949135]
['ranges', 0.9175496828949135]
['impracticable', 0.9175496828949135]
['anthem', 0.9175496828949135]
['others', 0.9175496828949135]
['ecole', 0.9175496828949135]
['laughed', 0.9175496828949135]
['conversion', 0.9175496828949135]
['royale', 0.9175496828949135]
['baffled', 0.9175496828949135]
['allows', 0.9175496828949135]
['opiate', 0.9175496828949135]
['_lunarology_', 0.9175496828949135]
['grail', 0.9175496828949135]
['seeingly', 0.9175496828949135]
['alpheus', 0.9175496828949135]
['hillside', 0.9175401064958617]
['owls', 0.9175401064958617]
['hark', 0.9175401064958617]
['hardships', 0.9175401064958617]
['catholic', 0.9175318098805387]
['tiberius', 0.9173224096337428]
['cultures', 0.9172479375552721]
['shut', 0.9171019509081766]
['discolored', 0.9169463634803098]
['command', 0.9168770227599556]
['automatons', 0.9167907013076343]
['seaway', 0.9167907013076343]
['ladyship', 0.9167907013076343]
['fallin', 0.9167907013076343]
['lesson', 0.9167907013076343]
['comedians', 0.9167841233619229]
['obstructing', 0.9167730581425854]
['cruelty', 0.9165498781930936]
['torture', 0.9164108236296779]
['positions', 0.9163574064861815]
['testamentary', 0.9163574064861815]
['diminishment', 0.9162025140035787]
['modernized', 0.9161738973710796]
['peerless', 0.916124619551018]
['statesmanship', 0.9160178084376501]
['facility', 0.9158879032156803]
['docks', 0.9156360475040246]
['fulfilment', 0.9155799220174281]
['skinned', 0.9155528340351322]
['hushes', 0.915514298336541]
['encounters', 0.9154247278240835]
['reach', 0.9154148527239915]
['_never', 0.9153914869746134]
['constraining', 0.9153643575854007]
['gruntin', 0.9152536007482712]
['culminating', 0.9151790455372371]
['lain', 0.9151426275129906]
['fox', 0.9151229237243738]
['association', 0.9150172865440913]
['trotted', 0.9149700219706598]
['silius', 0.9148796318395311]
['putrefaction', 0.9148796318395311]
['argot', 0.9148796318395311]
['shambles', 0.9148796318395311]
['attributing', 0.9148796318395311]
['reckless', 0.9148679625256775]
['naterally', 0.9148609247391509]
['derelict', 0.9147013455652696]
['dwindled', 0.9145729420027245]
['pitch', 0.9145695092361356]
['deserved', 0.9145441453448604]
['bibliotheque', 0.9144356765059866]
['constraint', 0.9144263578111018]
['francois', 0.9143214210822039]
['huge', 0.9143214210822039]
['stickin', 0.9143214210822039]
['sixth', 0.9143214210822039]
['reaps', 0.9143214210822039]
['meats', 0.9143214210822039]
['unscrewed', 0.9143214210822039]
['pirogue', 0.9143214210822039]
['slanting', 0.9143214210822039]
['habitual', 0.9143214210822039]
['overdone', 0.9143214210822039]
['manifesting', 0.9143214210822039]
['birettas', 0.9143214210822039]
['blank', 0.9143214210822039]
['bristles', 0.9143214210822039]
['joseph', 0.9143214210822039]
['talents', 0.9143214210822039]
['consider', 0.9143214210822039]
['tarn', 0.9143214210822039]
['rejected', 0.9143214210822039]
['powers', 0.9143214210822039]
['_south', 0.9143214210822039]
['plausible', 0.9143214210822039]
['dulness', 0.9143214210822039]
['greenroom', 0.9143214210822039]
['prior', 0.9143075321373354]
['sweltering', 0.9143075321373354]
['screen', 0.9141859784228545]
['subconsciously', 0.9141635600053521]
['skirted', 0.9141635600053521]
['ten', 0.9141635600053521]
['room', 0.9141473628233571]
['apologized', 0.9141399530727887]
['evolved', 0.9141344326291283]
['penalty', 0.9141056134421981]
['borough', 0.9140224595502238]
['interests', 0.9140224595502238]
['chirrup', 0.9140224595502238]
['enterprising', 0.9140224595502238]
['strain', 0.9140224595502238]
['objectionable', 0.9140224595502238]
['unexplored', 0.9140224595502238]
['aloof', 0.9140224595502238]
['clawed', 0.9140224595502238]
['fetter', 0.9140224595502238]
['t_', 0.9140224595502238]
['befall', 0.9140224595502238]
['tolerably', 0.9140224595502238]
['equator', 0.9140224595502238]
['murk', 0.9140224595502238]
['efficiency', 0.9140224595502238]
['borderland_', 0.9140224595502238]
['beau', 0.9140224595502238]
['forbid', 0.9140224595502238]
['grain', 0.9140224595502238]
['cloudiness', 0.9138845249360243]
['cet', 0.9135952114986055]
['bluster', 0.9135875666260849]
['weary', 0.913579058052316]
['squeaked', 0.9133470367477959]
['sweetmeats', 0.9132402138716293]
['inly', 0.913225141883353]
['outbuildings', 0.913225141883353]
['exit', 0.913225141883353]
['drownin', 0.913225141883353]
['weapon', 0.9132151370536093]
['fiend', 0.9131916484803134]
['educating', 0.9131385006419099]
['walloper', 0.9131307382395843]
['mentioned', 0.9129896820229616]
['theory', 0.9129627913467763]
['eliminate', 0.9129414063897069]
['graphic', 0.9129176318991863]
['competition', 0.9129167979904248]
['chess', 0.9128864644529082]
['1513', 0.9126509140485205]
['asia', 0.912532646816874]
['scythe', 0.9125173115513672]
['song', 0.9124868456018436]
['gullies', 0.9122607696578604]
['tolerate', 0.9120312260275287]
['dying', 0.9119478564947876]
['establishers', 0.9117248428502949]
['assyria', 0.9116258943630465]
['sociable', 0.9116121263121406]
['energy', 0.911494032197045]
['drugging', 0.9113993450549887]
['guardian', 0.9112699816159852]
['idly', 0.9111942419017167]
['sedition', 0.9111942419017167]
['equipment', 0.9111942419017167]
['actively', 0.9111942419017167]
['wake', 0.9111942419017167]
['asserted', 0.9111942419017167]
['school', 0.9111942419017167]
['capacious', 0.9111942419017167]
['ripe', 0.9111942419017167]
['herself', 0.9111942419017167]
['assonance', 0.9111942419017167]
['boyish', 0.9111942419017167]
['notoriety', 0.9111942419017167]
['dewey', 0.9111942419017167]
['footfalls', 0.9111942419017167]
['causerie', 0.9111942419017167]
['imperceptible', 0.9111942419017167]
['barbed', 0.9111789235680522]
['unanswered', 0.9111347600869824]
['mahu_', 0.9111333696495456]
['crisply', 0.9111333696495456]
['thoreau', 0.9111333696495456]
['novelists', 0.9111333696495456]
['quaint', 0.9111333696495456]
['rock', 0.9111333696495456]
['seaward', 0.9111333696495456]
['sais', 0.9111333696495456]
['crawling', 0.9111333696495456]
['reputable', 0.9111244745952979]
['drained', 0.9110793602637628]
['hospitable', 0.9110793602637628]
['1_st_', 0.911052387325997]
['added', 0.9109917098299877]
['apple', 0.9109751830159671]
['benefactor', 0.9107449178982168]
['incontinently', 0.9107449178982168]
['pleurisy', 0.9105757315226152]
['astronomer', 0.9104842771267834]
['astronomy', 0.9104842771267834]
['dynamite', 0.9104842771267834]
['region', 0.9104676155872209]
['bite', 0.9103833489796895]
['describing', 0.910169689835412]
['whisky', 0.9101199840830567]
['blundering', 0.9101195184309053]
['overjoyed', 0.9100907848622438]
['beds', 0.9100907848622438]
['consummated', 0.9100907848622438]
['camions', 0.9100907848622438]
['freaks', 0.9100907848622438]
['couriers', 0.9100907848622438]
['agunt', 0.9100907848622438]
['offered', 0.9100907848622438]
['bathe', 0.9100907848622438]
['baths', 0.9100907848622438]
['dwindle', 0.9100907848622438]
['sonorous', 0.9100907848622438]
['total', 0.9100907848622438]
['compensate', 0.9100907848622438]
['climbing', 0.9100907848622438]
['inexcusable', 0.9100907848622438]
['vanquished', 0.9100907848622438]
['godwinian', 0.9100907848622438]
['courant', 0.9100907848622438]
['axes', 0.9100907848622438]
['stone', 0.9100907848622438]
['stuart', 0.9100907848622438]
['bosom_', 0.9100907848622438]
['seeker', 0.9100907848622438]
['fading', 0.9100907848622438]
['squatting', 0.9100907848622438]
['sets', 0.9100907848622438]
['undoing', 0.9100907848622438]
['copperhead', 0.910049131877996]
['undertakings', 0.9098936467426689]
['firmer', 0.9098464900861403]
['washers', 0.9097217734784134]
['papa', 0.9096916252686976]
['gulliver', 0.9096714280734105]
['beaucoup', 0.9096681580145503]
['binnacle', 0.9095434092305578]
['comers', 0.9095232538490825]
['mantle', 0.9093406422585373]
['whimper', 0.9093406422585373]
['thud', 0.9092074286902085]
['shelter', 0.9092074286902085]
['haply', 0.9092074286902085]
['hastening', 0.9090554410663255]
['pericles', 0.9090554410663255]
['hunt', 0.9090554410663255]
['mischiefs', 0.9090497297246773]
['la', 0.9090497297246773]
['herded', 0.9090497297246773]
['decrease', 0.9090497297246773]
['vinegar', 0.9090497297246773]
['similarly', 0.909039441542542]
['assafoetida', 0.9090179761741818]
['tuesday', 0.9089772751159767]
['age', 0.9089568548816294]
['fluttered', 0.9088043263982107]
['championship', 0.9087178317542314]
['clerge', 0.908692278870769]
['vocal', 0.9085484922262995]
['graven', 0.908375978521213]
['dwellers', 0.9083545993566834]
['bodied', 0.9082224515037591]
['singleness', 0.9081453812013444]
['hudson', 0.9081175051170797]
['wilt', 0.9080623104024755]
['uncanny', 0.9079914102100191]
['rolls', 0.9079163094976288]
['wont', 0.9078449852977253]
['medical', 0.9076449834704398]
['meridian', 0.9076449834704398]
['danseuse', 0.9076449834704398]
['tutelar', 0.9075980800163268]
['certaldo', 0.9075980800163268]
['21', 0.9075980800163268]
['misadventure', 0.9075932672871962]
['bowl', 0.9075199100305661]
['pleine', 0.9075199100305661]
['complex', 0.907381070883491]
['retributive', 0.9073164750908134]
['anticipation', 0.9072483781239253]
['cowardice', 0.9071810202447081]
['_freedom_', 0.9071810202447081]
['sweet', 0.9071810202447081]
['studying', 0.9071810202447081]
['hadn', 0.9071810202447081]
['lo', 0.9071810202447081]
['schoolboy', 0.9071810202447081]
['amenities', 0.9071810202447081]
['rifles', 0.9071810202447081]
['legitimists', 0.9071810202447081]
['salt', 0.9071810202447081]
['notabilities', 0.9071810202447081]
['secrecy', 0.9071810202447081]
['infancy', 0.9071810202447081]
['_filocopo_', 0.907075145386406]
['rollicking', 0.9070125049309358]
['impresses', 0.9070125049309358]
['matthew', 0.9070125049309358]
['pride', 0.9070125049309358]
['advancing', 0.9070125049309358]
['sugar', 0.9070125049309358]
['adopt', 0.9070125049309358]
['ranging', 0.9070125049309358]
['villa', 0.9070125049309358]
['dugout', 0.9070125049309358]
['derive', 0.9069492915870068]
['errors', 0.906809539352614]
['sheds', 0.9067719986418064]
['colic', 0.9067171053122721]
['lickin', 0.9066888769650373]
['clothing', 0.9066888769650373]
['abreast', 0.9066861988891625]
['invaded', 0.9066710601699803]
['summered', 0.9065038824807604]
['sordid', 0.9064328234388258]
['ass', 0.906350495840343]
['pandora', 0.9062929468216365]
['benignant', 0.9060143162684396]
['stout', 0.9058244888668303]
['occupants', 0.9058244888668303]
['fibre', 0.9057858487589343]
['lamented', 0.9057481886259957]
['shy', 0.9056744376247579]
['traced', 0.9056591659002723]
['romping', 0.9055170615233915]
['unutterable', 0.9055047588987103]
['giovanni', 0.9054941918704922]
['conservatrice', 0.9054594123919009]
['someway', 0.9054594123919009]
['boulogne', 0.9054594123919009]
['ariadne', 0.9054594123919009]
['shaky', 0.9054594123919009]
['limp', 0.9054594123919009]
['knox', 0.9054594123919009]
['unreasonable', 0.9054200384637132]
['diving', 0.9053978689987885]
['troubetskoi', 0.9053978689987885]
['_farther', 0.9053978689987885]
['alchemist', 0.9053978689987885]
['agon', 0.9053978689987885]
['lunch', 0.9053978689987885]
['thicket', 0.9053978689987885]
['detail', 0.9053978689987885]
['terrestrial', 0.9053978689987885]
['satisfaction', 0.9053978689987885]
['mechanic', 0.9053978689987885]
['in', 0.9053978689987885]
['mistaking', 0.9053978689987885]
['excites', 0.9053978689987885]
['ll', 0.9053978689987885]
['random', 0.9053978689987885]
['welling', 0.9053978689987885]
['preaches', 0.9053978689987885]
['elected', 0.9053978689987885]
['ein', 0.9053978689987885]
['step', 0.9053978689987885]
['tournees', 0.9053978689987885]
['representing', 0.9053978689987885]
['jibed', 0.9053978689987885]
['barbaree', 0.9053978689987885]
['artist', 0.9053978689987885]
['aerial', 0.9053978689987885]
['complete', 0.9053978689987885]
['pour', 0.9053978689987885]
['neighbour', 0.9053978689987885]
['nondescript', 0.9053978689987885]
['trove', 0.9053978689987885]
['unselfishness', 0.9053978689987885]
['bosoms', 0.9053978689987885]
['unsubstantiality', 0.9053978689987885]
['cleopatra', 0.9053978689987885]
['tax', 0.9053978689987885]
['subtler', 0.9053942530917904]
['teas', 0.9052979070309131]
['pneumonia', 0.9051322321438647]
['resolve', 0.9050556884363119]
['ascertaining', 0.9050316328385112]
['relate', 0.9049840698957525]
['transplanted', 0.9048501601753723]
['liner', 0.9047497821729766]
['spell', 0.9046872889867831]
['versa_', 0.904500301299918]
['plash', 0.9044082381165355]
['deftness', 0.9042719846677393]
['wilhelmsstrasse', 0.9042674091978983]
['cupboard', 0.9042654221457038]
['came', 0.9042554457910922]
['interminable', 0.9042544915627294]
['lank', 0.9042253745667601]
['discards', 0.9042253745667601]
['usurious', 0.9042253745667601]
['oblivion', 0.9042253745667601]
['wary', 0.9042253745667601]
['tools', 0.9042253745667601]
['thorndike', 0.9042253745667601]
['oliver', 0.9042253745667601]
['languor', 0.9042253745667601]
['inequalities', 0.9041910869778704]
['mass', 0.9041654749812257]
['relations', 0.9041213517635508]
['proved', 0.9041213517635508]
['exorbitant', 0.9041213517635508]
['shortcomings', 0.9041213517635508]
['fiendish', 0.9040222114689349]
['aurore', 0.9038963926670707]
['jungle', 0.9038108470995826]
['raise', 0.9038035173695791]
['temper', 0.9037869877750051]
['hosts', 0.9037341088426776]
['prosperous', 0.9036597587072231]
['falsetto', 0.903641793381977]
['reflective', 0.9035485932261395]
